concept_id,concept_name,keep_entry_in_codeset,comments,condition_count,patient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id,domain_id
40239146,methylprednisolone acetate 0.01 MG/MG Topical Gel,FALSE,delete,,,S,,1100387,RxNorm,Clinical Drug,Drug
40239147,methylprednisolone acetate 0.01 MG/MG Topical Gel [HybriSil],FALSE,delete,,,S,,1100391,RxNorm,Branded Drug,Drug
40239148,methylprednisolone acetate 0.01 MG/MG [HybriSil],FALSE,delete,,,S,,1100389,RxNorm,Branded Drug Comp,Drug
40239242,methylprednisolone Topical Gel,FALSE,delete,,,S,,1100386,RxNorm,Clinical Drug Form,Drug
40239243,methylprednisolone Topical Gel [HybriSil],FALSE,delete,,,S,,1100390,RxNorm,Branded Drug Form,Drug
42901433,methylprednisolone acetate 40 MG/ML,TRUE,,20,20,S,,1358496,RxNorm,Clinical Drug Comp,Drug
42901434,lidocaine / methylprednisolone Injectable Suspension,FALSE,delete,,,S,,1358497,RxNorm,Clinical Drug Form,Drug
42901435,methylprednisolone acetate 0.0025 MG/MG,FALSE,delete,,,S,,1358499,RxNorm,Clinical Drug Comp,Drug
42901437,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG [Neo-Medrol],FALSE,delete,,,S,,1358502,RxNorm,Branded Drug Comp,Drug
42901438,methylprednisolone / neomycin Topical Ointment [Neo-Medrol],FALSE,delete,,,S,,1358503,RxNorm,Branded Drug Form,Drug
42901439,methylprednisolone acetate 20 MG/ML,TRUE,,,,S,,1358509,RxNorm,Clinical Drug Comp,Drug
42901440,methylprednisolone acetate 20 MG/ML [Depo-Medrol],TRUE,,,,S,,1358511,RxNorm,Branded Drug Comp,Drug
42901442,methylprednisolone acetate 40 MG/ML [Depo-Medrol],TRUE,,,,S,,1358611,RxNorm,Branded Drug Comp,Drug
42901444,methylprednisolone acetate 80 MG/ML,TRUE,,,,S,,1358616,RxNorm,Clinical Drug Comp,Drug
42901445,methylprednisolone acetate 80 MG/ML [Depo-Medrol],TRUE,,,,S,,1358618,RxNorm,Branded Drug Comp,Drug
42901473,methylprednisolone acetate 0.005 MG/MG,FALSE,delete,,,S,,1358743,RxNorm,Clinical Drug Comp,Drug
42901474,methylprednisolone acetate 10 MG/ML,TRUE,,,,S,,1358745,RxNorm,Clinical Drug Comp,Drug
42901475,methylprednisolone acetate 16 MG/ML,TRUE,,,,S,,1358747,RxNorm,Clinical Drug Comp,Drug
42901476,methylprednisolone acetate 2.5 MG/ML,TRUE,,,,S,,1358749,RxNorm,Clinical Drug Comp,Drug
42901480,methylprednisolone acetate 40 MG,TRUE,,,,S,,1358760,RxNorm,Clinical Drug Comp,Drug
42901997,methylprednisolone 2000 MG Injection,TRUE,,5649,2094,S,,1357886,RxNorm,Clinical Drug,Drug
42901998,methylprednisolone 2000 MG Injection [Solu-Medrol],TRUE,,11384,1837,S,,1357888,RxNorm,Branded Drug,Drug
42902102,lidocaine hydrochloride 10 MG/ML / methylprednisolone acetate 40 MG/ML Injectable Suspension,TRUE,,,,S,,1358498,RxNorm,Clinical Drug,Drug
42902103,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG Topical Ointment,FALSE,delete,,,S,,1358500,RxNorm,Clinical Drug,Drug
42902104,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG Topical Ointment [Neo-Medrol],FALSE,delete,,,S,,1358505,RxNorm,Branded Drug,Drug
42902105,methylprednisolone acetate 0.0025 MG/MG Topical Ointment,FALSE,delete,,,S,,1358506,RxNorm,Clinical Drug,Drug
42902106,methylprednisolone acetate 0.01 MG/MG Topical Ointment,FALSE,delete,,,S,,1358508,RxNorm,Clinical Drug,Drug
42902107,methylprednisolone acetate 20 MG/ML Injectable Suspension,TRUE,,,,S,,1358510,RxNorm,Clinical Drug,Drug
42902108,methylprednisolone acetate 20 MG/ML Injectable Suspension [Depo-Medrol],TRUE,,,,S,,1358512,RxNorm,Branded Drug,Drug
42902110,methylprednisolone acetate 40 MG/ML Injectable Suspension,TRUE,,,,S,,1358610,RxNorm,Clinical Drug,Drug
42902111,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],TRUE,,,,S,,1358612,RxNorm,Branded Drug,Drug
42902114,methylprednisolone acetate 80 MG/ML Injectable Suspension,TRUE,,,,S,,1358617,RxNorm,Clinical Drug,Drug
42902115,methylprednisolone acetate 80 MG/ML Injectable Suspension [Depo-Medrol],TRUE,,,,S,,1358619,RxNorm,Branded Drug,Drug
42902152,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.007 MG/MG Topical Ointment,FALSE,delete,,,S,,1358737,RxNorm,Clinical Drug,Drug
42902156,methylprednisolone acetate 0.005 MG/MG Topical Ointment,FALSE,delete,,,S,,1358744,RxNorm,Clinical Drug,Drug
42902157,methylprednisolone acetate 10 MG/ML / neomycin 3.5 MG/ML Topical Cream,FALSE,delete,,,S,,1358746,RxNorm,Clinical Drug,Drug
42902158,methylprednisolone acetate 16 MG/ML Injectable Suspension,TRUE,,,,S,,1358748,RxNorm,Clinical Drug,Drug
42902159,methylprednisolone acetate 2.5 MG/ML / neomycin 3.5 MG/ML Topical Cream,FALSE,delete,,,S,,1358750,RxNorm,Clinical Drug,Drug
42902162,methylprednisolone acetate 2.5 MG/ML Topical Cream,FALSE,delete,,,S,,1358754,RxNorm,Clinical Drug,Drug
42902166,methylprednisolone acetate 40 MG Enema,FALSE,delete,,,S,,1358761,RxNorm,Clinical Drug,Drug
45774913,methylprednisolone acetate 40 ML,TRUE,,,,S,,1545708,RxNorm,Clinical Drug Comp,Drug
45774914,methylprednisolone acetate 40 ML Injectable Suspension,TRUE,,,,S,,1545709,RxNorm,Clinical Drug,Drug
45774915,methylprednisolone acetate 40 ML [Depo-Medrol],TRUE,,,,S,,1545711,RxNorm,Branded Drug Comp,Drug
45774916,methylprednisolone acetate 40 ML Injectable Suspension [Depo-Medrol],TRUE,,,,S,,1545712,RxNorm,Branded Drug,Drug
