concept_id,concept_name,keep_entry_in_codeset,comments,condition_count,patient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id,domain_id
35606538,methylprednisolone 500 MG Injection,TRUE,NA,10609,4621,S,NA,1743720,RxNorm,Clinical Drug,Drug
35606539,methylprednisolone 500 MG [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1743721,RxNorm,Branded Drug Comp,Drug
35606540,methylprednisolone 500 MG Injection [Solu-Medrol],TRUE,NA,4883,1716,S,NA,1743722,RxNorm,Branded Drug,Drug
35606541,methylprednisolone 1000 MG,TRUE,NA,20,20,S,NA,1743725,RxNorm,Clinical Drug Comp,Drug
35606542,methylprednisolone 1000 MG Injection,TRUE,NA,3259,1309,S,NA,1743726,RxNorm,Clinical Drug,Drug
35606543,methylprednisolone 1000 MG [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1743727,RxNorm,Branded Drug Comp,Drug
35606544,methylprednisolone 1000 MG Injection [Solu-Medrol],TRUE,NA,3254,955,S,NA,1743729,RxNorm,Branded Drug,Drug
35606545,1 ML methylprednisolone acetate 40 MG/ML Injection,TRUE,NA,87545,23791,S,NA,1743779,RxNorm,Quant Clinical Drug,Drug
35606546,methylprednisolone Injection [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1743780,RxNorm,Branded Drug Form,Drug
35606547,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol],TRUE,NA,43052,22513,S,NA,1743781,RxNorm,Quant Branded Drug,Drug
35606548,methylprednisolone acetate 40 MG/ML Injection,TRUE,NA,20,20,S,NA,1743782,RxNorm,Clinical Drug,Drug
35606549,methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1743783,RxNorm,Branded Drug,Drug
35606554,1 ML methylprednisolone acetate 80 MG/ML Injection,TRUE,NA,NA,NA,S,NA,1743855,RxNorm,Quant Clinical Drug,Drug
35606555,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1743856,RxNorm,Quant Branded Drug,Drug
35606556,methylprednisolone acetate 80 MG/ML Injection,TRUE,NA,NA,NA,S,NA,1743857,RxNorm,Clinical Drug,Drug
35606557,methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1743858,RxNorm,Branded Drug,Drug
35606592,methylprednisolone 2000 MG,TRUE,NA,20,20,S,NA,1744013,RxNorm,Clinical Drug Comp,Drug
35606593,methylprednisolone 2000 MG [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1744015,RxNorm,Branded Drug Comp,Drug
35606594,methylprednisolone 40 MG [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1744018,RxNorm,Branded Drug Comp,Drug
35606595,methylprednisolone 40 MG [A-MethaPred],TRUE,NA,NA,NA,S,NA,1744020,RxNorm,Branded Drug Comp,Drug
35606596,methylprednisolone Injection [A-MethaPred],TRUE,NA,NA,NA,S,NA,1744021,RxNorm,Branded Drug Form,Drug
35606597,methylprednisolone 125 MG [A-MethaPred],TRUE,NA,NA,NA,S,NA,1744024,RxNorm,Branded Drug Comp,Drug
40012593,aspirin / methylprednisolone Oral Tablet,TRUE,NA,NA,NA,S,NA,372870,RxNorm,Clinical Drug Form,Drug
40022944,chloramphenicol / prednisone Topical Ointment,FALSE,delete,NA,NA,S,NA,438435,RxNorm,Clinical Drug Form,Drug
40239145,methylprednisolone acetate 0.01 MG/MG,FALSE,delete,NA,NA,S,NA,1100385,RxNorm,Clinical Drug Comp,Drug
40239146,methylprednisolone acetate 0.01 MG/MG Topical Gel,FALSE,delete,NA,NA,S,NA,1100387,RxNorm,Clinical Drug,Drug
40239147,methylprednisolone acetate 0.01 MG/MG Topical Gel [HybriSil],FALSE,delete,NA,NA,S,NA,1100391,RxNorm,Branded Drug,Drug
40239148,methylprednisolone acetate 0.01 MG/MG [HybriSil],FALSE,delete,NA,NA,S,NA,1100389,RxNorm,Branded Drug Comp,Drug
40239242,methylprednisolone Topical Gel,FALSE,delete,NA,NA,S,NA,1100386,RxNorm,Clinical Drug Form,Drug
40239243,methylprednisolone Topical Gel [HybriSil],FALSE,delete,NA,NA,S,NA,1100390,RxNorm,Branded Drug Form,Drug
42901433,methylprednisolone acetate 40 MG/ML,TRUE,NA,20,20,S,NA,1358496,RxNorm,Clinical Drug Comp,Drug
42901434,lidocaine / methylprednisolone Injectable Suspension,FALSE,delete,NA,NA,S,NA,1358497,RxNorm,Clinical Drug Form,Drug
42901435,methylprednisolone acetate 0.0025 MG/MG,FALSE,delete,NA,NA,S,NA,1358499,RxNorm,Clinical Drug Comp,Drug
42901437,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG [Neo-Medrol],FALSE,delete,NA,NA,S,NA,1358502,RxNorm,Branded Drug Comp,Drug
42901438,methylprednisolone / neomycin Topical Ointment [Neo-Medrol],FALSE,delete,NA,NA,S,NA,1358503,RxNorm,Branded Drug Form,Drug
42901439,methylprednisolone acetate 20 MG/ML,TRUE,NA,NA,NA,S,NA,1358509,RxNorm,Clinical Drug Comp,Drug
42901440,methylprednisolone acetate 20 MG/ML [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358511,RxNorm,Branded Drug Comp,Drug
42901442,methylprednisolone acetate 40 MG/ML [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358611,RxNorm,Branded Drug Comp,Drug
42901444,methylprednisolone acetate 80 MG/ML,TRUE,NA,NA,NA,S,NA,1358616,RxNorm,Clinical Drug Comp,Drug
42901445,methylprednisolone acetate 80 MG/ML [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358618,RxNorm,Branded Drug Comp,Drug
42901473,methylprednisolone acetate 0.005 MG/MG,FALSE,delete,NA,NA,S,NA,1358743,RxNorm,Clinical Drug Comp,Drug
42901474,methylprednisolone acetate 10 MG/ML,TRUE,NA,NA,NA,S,NA,1358745,RxNorm,Clinical Drug Comp,Drug
42901475,methylprednisolone acetate 16 MG/ML,TRUE,NA,NA,NA,S,NA,1358747,RxNorm,Clinical Drug Comp,Drug
42901476,methylprednisolone acetate 2.5 MG/ML,TRUE,NA,NA,NA,S,NA,1358749,RxNorm,Clinical Drug Comp,Drug
42901480,methylprednisolone acetate 40 MG,TRUE,NA,NA,NA,S,NA,1358760,RxNorm,Clinical Drug Comp,Drug
42901997,methylprednisolone 2000 MG Injection,TRUE,NA,5649,2094,S,NA,1357886,RxNorm,Clinical Drug,Drug
42901998,methylprednisolone 2000 MG Injection [Solu-Medrol],TRUE,NA,11384,1837,S,NA,1357888,RxNorm,Branded Drug,Drug
42902102,lidocaine hydrochloride 10 MG/ML / methylprednisolone acetate 40 MG/ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1358498,RxNorm,Clinical Drug,Drug
42902103,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,1358500,RxNorm,Clinical Drug,Drug
42902104,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.0035 MG/MG Topical Ointment [Neo-Medrol],FALSE,delete,NA,NA,S,NA,1358505,RxNorm,Branded Drug,Drug
42902105,methylprednisolone acetate 0.0025 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,1358506,RxNorm,Clinical Drug,Drug
42902106,methylprednisolone acetate 0.01 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,1358508,RxNorm,Clinical Drug,Drug
42902107,methylprednisolone acetate 20 MG/ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1358510,RxNorm,Clinical Drug,Drug
42902108,methylprednisolone acetate 20 MG/ML Injectable Suspension [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358512,RxNorm,Branded Drug,Drug
42902110,methylprednisolone acetate 40 MG/ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1358610,RxNorm,Clinical Drug,Drug
42902111,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358612,RxNorm,Branded Drug,Drug
42902114,methylprednisolone acetate 80 MG/ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1358617,RxNorm,Clinical Drug,Drug
42902115,methylprednisolone acetate 80 MG/ML Injectable Suspension [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1358619,RxNorm,Branded Drug,Drug
42902152,methylprednisolone acetate 0.0025 MG/MG / neomycin 0.007 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,1358737,RxNorm,Clinical Drug,Drug
42902156,methylprednisolone acetate 0.005 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,1358744,RxNorm,Clinical Drug,Drug
42902157,methylprednisolone acetate 10 MG/ML / neomycin 3.5 MG/ML Topical Cream,FALSE,delete,NA,NA,S,NA,1358746,RxNorm,Clinical Drug,Drug
42902158,methylprednisolone acetate 16 MG/ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1358748,RxNorm,Clinical Drug,Drug
42902159,methylprednisolone acetate 2.5 MG/ML / neomycin 3.5 MG/ML Topical Cream,FALSE,delete,NA,NA,S,NA,1358750,RxNorm,Clinical Drug,Drug
42902162,methylprednisolone acetate 2.5 MG/ML Topical Cream,FALSE,delete,NA,NA,S,NA,1358754,RxNorm,Clinical Drug,Drug
42902166,methylprednisolone acetate 40 MG Enema,FALSE,delete,NA,NA,S,NA,1358761,RxNorm,Clinical Drug,Drug
45774913,methylprednisolone acetate 40 ML,TRUE,NA,NA,NA,S,NA,1545708,RxNorm,Clinical Drug Comp,Drug
45774914,methylprednisolone acetate 40 ML Injectable Suspension,TRUE,NA,NA,NA,S,NA,1545709,RxNorm,Clinical Drug,Drug
45774915,methylprednisolone acetate 40 ML [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1545711,RxNorm,Branded Drug Comp,Drug
45774916,methylprednisolone acetate 40 ML Injectable Suspension [Depo-Medrol],TRUE,NA,NA,NA,S,NA,1545712,RxNorm,Branded Drug,Drug
