concept_id,include_guess,include_override,dx_core_concept_ids,dx_core_concept_names,dx_core_count,concept_name,vocabulary_id,concept_class_id,standard_concept
10583,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration",ICD10CM,6-char nonbill code,NULL
45592534,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45602115,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45563416,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403018,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37403019,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403021,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403020,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10574,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45592533,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45582826,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45544264,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572426,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum",ICD10CM,5-char nonbill code,NULL
10569,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level",ICD10CM,6-char nonbill code,NULL
45597296,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45587615,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45573134,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10570,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",ICD10CM,6-char nonbill code,NULL
45587616,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45549083,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45573135,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10567,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes",ICD10CM,6-char nonbill code,NULL
45606921,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45553853,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45539462,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10565,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less",ICD10CM,6-char nonbill code,NULL
45563410,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45597294,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45563411,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10566,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes",ICD10CM,6-char nonbill code,NULL
45549081,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45606920,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45568254,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10568,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours",ICD10CM,6-char nonbill code,NULL
45553854,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45549082,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45597295,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10571,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45597297,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10572,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45563413,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10573,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration",ICD10CM,6-char nonbill code,NULL
45573136,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45606923,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45549084,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403014,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37403015,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403017,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403016,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10564,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45539461,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45563409,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45568253,TRUE,,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572416,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury,ICD10CM,4-char nonbill code,NULL
1572417,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury,ICD10CM,5-char nonbill code,NULL
10489,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels,ICD10CM,6-char nonbill code,NULL
45587602,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, initial encounter",ICD10CM,7-char billing code,NULL
45573118,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, sequela",ICD10CM,7-char billing code,NULL
45539445,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, subsequent encounter",ICD10CM,7-char billing code,NULL
10490,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45587603,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45573119,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45553835,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10487,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45587601,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45602099,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45597278,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10485,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45568232,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45577893,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45602098,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10486,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45582811,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45568233,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45592517,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10488,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45544248,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45549067,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45539444,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10491,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45553836,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10492,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45563397,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10493,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45592518,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45592519,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45577895,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37402982,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37402983,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37402985,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37402984,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10484,TRUE,,1572413,Intracranial injury,1,Diffuse traumatic brain injury without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45577892,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45549066,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45602097,TRUE,,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572428,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage,ICD10CM,4-char nonbill code,NULL
45539464,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage,ICD10CM,5-char nonbill code,NULL
10589,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level,ICD10CM,6-char nonbill code,NULL
45549088,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45602117,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45597301,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10590,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45553858,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45602118,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45563420,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10587,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45544266,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45558593,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45582829,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10585,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45592536,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45539465,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45592537,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10586,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45602116,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45549087,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45587621,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10588,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45577906,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45558594,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45563419,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10591,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45577907,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10592,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45563421,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10593,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45582830,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45606926,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45568257,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403022,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37403023,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403025,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403024,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10584,TRUE,,1572413,Intracranial injury,1,Epidural hemorrhage without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45563418,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45592535,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45597300,TRUE,,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572418,TRUE,,1572413,Intracranial injury,1,Focal traumatic brain injury,ICD10CM,4-char nonbill code,NULL
1572434,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified",ICD10CM,5-char nonbill code,NULL
10629,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level",ICD10CM,6-char nonbill code,NULL
45544273,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45553868,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45606936,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10630,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",ICD10CM,6-char nonbill code,NULL
45587628,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45563427,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45573149,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10627,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes",ICD10CM,6-char nonbill code,NULL
45597309,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45553866,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45582838,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10625,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less",ICD10CM,6-char nonbill code,NULL
45592543,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45534568,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45539472,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10626,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes",ICD10CM,6-char nonbill code,NULL
45602126,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45573148,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45606935,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10628,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours",ICD10CM,6-char nonbill code,NULL
45577918,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45553867,TRUE,,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
