concept_id,desired,comments,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id
19122719,TRUE,,hydrocortisone 25 MG/ML [Proctocare-HC],S,,NULL,,603953,Drug,RxNorm,Branded Drug Comp
19122856,TRUE,,hydrocortisone 0.01 MG/MG [Cortaid],S,,NULL,,604513,Drug,RxNorm,Branded Drug Comp
19123032,TRUE,,hydrocortisone 0.01 MG/MG [Tucks HC],S,,NULL,,605647,Drug,RxNorm,Branded Drug Comp
19123117,TRUE,,hydrocortisone 0.02 MG/MG [Nuzon],S,,NULL,,606792,Drug,RxNorm,Branded Drug Comp
19124218,TRUE,,hydrocortisone 10 MG/ML / neomycin 5 MG/ML / polymyxin B 10000 UNT/ML [AK-Spore HC],S,,NULL,,631713,Drug,RxNorm,Branded Drug Comp
19125226,TRUE,,hydrocortisone 0.1 MG/ML [Cortifoam],S,,NULL,,669990,Drug,RxNorm,Branded Drug Comp
19125539,TRUE,,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [AK-Spore HC Ointment],S,,NULL,,688661,Drug,RxNorm,Branded Drug Comp
19125543,TRUE,,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG [Cortisporin Ointment],S,,NULL,,688702,Drug,RxNorm,Branded Drug Comp
19125545,TRUE,,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Cortomycin Ointment],S,,NULL,,688706,Drug,RxNorm,Branded Drug Comp
19125771,TRUE,,hydrocortisone 20 MG/ML / iodoquinol 10 MG/ML [Lodocortisone],S,,NULL,,701126,Drug,RxNorm,Branded Drug Comp
19126326,TRUE,,hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG [Lodocort],S,,NULL,,704945,Drug,RxNorm,Branded Drug Comp
19126580,TRUE,,hydrocortisone 25 MG/ML [Proctocream],S,,NULL,,706542,Drug,RxNorm,Branded Drug Comp
19126788,TRUE,,hydrocortisone 10 MG/ML [Gynecort],S,,NULL,,707791,Drug,RxNorm,Branded Drug Comp
19129476,TRUE,,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Oticin HC],S,,NULL,,763093,Drug,RxNorm,Branded Drug Comp
19129988,TRUE,,hydrocortisone 0.01 MG/MG [Corticool],S,,NULL,,795065,Drug,RxNorm,Branded Drug Comp
19132093,TRUE,,hydrocortisone 25 MG/ML [Hydrocortone],S,,NULL,,806525,Drug,RxNorm,Branded Drug Comp
19132094,TRUE,,hydrocortisone 25 MG/ML Injectable Suspension [Hydrocortone],S,,NULL,,806527,Drug,RxNorm,Branded Drug
19132476,TRUE,,hydrocortisone 0.01 MG/MG [Xebcort],S,,NULL,,808351,Drug,RxNorm,Branded Drug Comp
19133287,TRUE,,hydrocortisone acetate 10 MG/ML,S,,NULL,,828360,Drug,RxNorm,Clinical Drug Comp
19133538,TRUE,,hydrocortisone 20 MG/ML [Scalacort],S,,NULL,,830759,Drug,RxNorm,Branded Drug Comp
19133827,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Epifoam],S,,NULL,,833508,Drug,RxNorm,Branded Drug Comp
19135618,TRUE,,hydrocortisone 2.5 MG/ML [Balneol Cleanser],S,,NULL,,849545,Drug,RxNorm,Branded Drug Comp
35602897,TRUE,,hydrocortisone acetate 25 MG [Hemmorex],S,,NULL,,1674194,Drug,RxNorm,Branded Drug Comp
35602901,TRUE,,hydrocortisone acetate 30 MG [Hemmorex],S,,NULL,,1674199,Drug,RxNorm,Branded Drug Comp
35604728,TRUE,,hydrocortisone 1000 MG,S,,NULL,,1738584,Drug,RxNorm,Clinical Drug Comp
35604729,TRUE,,hydrocortisone Injection,S,,NULL,,1738585,Drug,RxNorm,Clinical Drug Form
35604730,TRUE,,hydrocortisone 1000 MG Injection,S,,NULL,,1738586,Drug,RxNorm,Clinical Drug
35604731,TRUE,,hydrocortisone 1000 MG [Solu-Cortef],S,,NULL,,1738587,Drug,RxNorm,Branded Drug Comp
35604732,TRUE,,hydrocortisone Injection [Solu-Cortef],S,,NULL,,1738588,Drug,RxNorm,Branded Drug Form
35604733,TRUE,,hydrocortisone 1000 MG Injection [Solu-Cortef],S,,NULL,,1738589,Drug,RxNorm,Branded Drug
35604734,TRUE,,hydrocortisone 250 MG Injection,S,,NULL,,1738590,Drug,RxNorm,Clinical Drug
35604735,TRUE,,hydrocortisone 250 MG [Solu-Cortef],S,,NULL,,1738591,Drug,RxNorm,Branded Drug Comp
35604736,TRUE,,hydrocortisone 250 MG Injection [Solu-Cortef],S,,NULL,,1738592,Drug,RxNorm,Branded Drug
35604737,TRUE,,hydrocortisone 500 MG,S,,NULL,,1738593,Drug,RxNorm,Clinical Drug Comp
35604738,TRUE,,hydrocortisone 500 MG Injection,S,,NULL,,1738594,Drug,RxNorm,Clinical Drug
35604739,TRUE,,hydrocortisone 500 MG [Solu-Cortef],S,,NULL,,1738595,Drug,RxNorm,Branded Drug Comp
35604740,TRUE,,hydrocortisone 500 MG Injection [Solu-Cortef],S,,NULL,,1738596,Drug,RxNorm,Branded Drug
35604741,TRUE,,hydrocortisone 100 MG,S,,NULL,,1738598,Drug,RxNorm,Clinical Drug Comp
35604742,TRUE,,hydrocortisone 100 MG [Solu-Cortef],S,,NULL,,1738600,Drug,RxNorm,Branded Drug Comp
35604743,TRUE,,hydrocortisone 100 MG [A-Hydrocort],S,,NULL,,1738602,Drug,RxNorm,Branded Drug Comp
35604744,TRUE,,hydrocortisone Injection [A-Hydrocort],S,,NULL,,1738603,Drug,RxNorm,Branded Drug Form
35605214,TRUE,,hydrocortisone 25 MG/ML [Ala-Cort],S,,NULL,,1729510,Drug,RxNorm,Branded Drug Comp
35605221,TRUE,,hydrocortisone 10 MG/ML [Psoriasin Itch],S,,NULL,,1739868,Drug,RxNorm,Branded Drug Comp
37496942,TRUE,,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Casporyn HC],S,,NULL,,2201594,Drug,RxNorm,Branded Drug Comp
40049686,TRUE,,hydrocortisone Injectable Solution,S,,NULL,,370648,Drug,RxNorm,Clinical Drug Form
40049688,TRUE,,hydrocortisone Injectable Solution [Efcortesol],S,,NULL,,363566,Drug,RxNorm,Branded Drug Form
40049691,TRUE,,hydrocortisone Injectable Suspension,S,,NULL,,378635,Drug,RxNorm,Clinical Drug Form
40049692,TRUE,,hydrocortisone Injectable Suspension [Hydrocortone Acetate],S,,NULL,,365629,Drug,RxNorm,Branded Drug Form
40049698,TRUE,,hydrocortisone Oral Suspension,S,,NULL,,370647,Drug,RxNorm,Clinical Drug Form
40049699,TRUE,,hydrocortisone Oral Suspension [Cortef],S,,NULL,,365876,Drug,RxNorm,Branded Drug Form
40049700,TRUE,,hydrocortisone Oral Tablet,S,,NULL,,370649,Drug,RxNorm,Clinical Drug Form
40049701,TRUE,,hydrocortisone Oral Tablet [Cortef],S,,NULL,,369183,Drug,RxNorm,Branded Drug Form
40049702,TRUE,,hydrocortisone Oral Tablet [Hydrocortone],S,,NULL,,369182,Drug,RxNorm,Branded Drug Form
40049705,TRUE,,hydrocortisone Paste,S,,NULL,,374384,Drug,RxNorm,Clinical Drug Form
40070430,TRUE,,hydrocortisone Oral Paste [Orabase HCA],S,,NULL,,367443,Drug,RxNorm,Branded Drug Form
40115558,TRUE,,hydrocortisone Oral Paste,S,,NULL,,562299,Drug,RxNorm,Clinical Drug Form
40139039,TRUE,,hydrocortisone Injectable Solution [Hydrocortone Phosphate],S,,NULL,,701824,Drug,RxNorm,Branded Drug Form
40153792,TRUE,,hydrocortisone Injectable Suspension [Hydrocortone],S,,NULL,,806526,Drug,RxNorm,Branded Drug Form
40163009,TRUE,,colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML [Coly Mycin S],S,,NULL,,854994,Drug,RxNorm,Branded Drug Comp
40163010,TRUE,,colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML [Cortisporin-TC],S,,NULL,,854996,Drug,RxNorm,Branded Drug Comp
40168005,TRUE,,hydrocortisone 20 MG/ML [Pediaderm HC],S,,NULL,,877492,Drug,RxNorm,Branded Drug Comp
40168724,TRUE,,hydrocortisone 20 MG/ML [Ala-Scalp],S,,NULL,,884075,Drug,RxNorm,Branded Drug Comp
40173027,TRUE,,hydrocortisone 0.005 MG/MG [Excel Pet],S,,NULL,,900413,Drug,RxNorm,Branded Drug Comp
40173039,TRUE,,hydrocortisone 5 MG/ML [Excel Pet],S,,NULL,,900498,Drug,RxNorm,Branded Drug Comp
40173040,TRUE,,hydrocortisone 5 MG/ML [Propet],S,,NULL,,900407,Drug,RxNorm,Branded Drug Comp
40184256,TRUE,,hydrocortisone 2.5 MG/ML [Sentry HC Dermasphere],S,,NULL,,978952,Drug,RxNorm,Branded Drug Comp
40220615,TRUE,,hydrocortisone acetate 20 MG/ML [MiCort-HC],S,,NULL,,1809639,Drug,RxNorm,Branded Drug Comp
40220660,TRUE,,hydrocortisone acetate 25 MG/ML [MiCort-HC],S,,NULL,,1809844,Drug,RxNorm,Branded Drug Comp
40223221,TRUE,,acyclovir 50 MG/ML / hydrocortisone 10 MG/ML [Xerese],S,,NULL,,998424,Drug,RxNorm,Branded Drug Comp
40223870,TRUE,,hydrocortisone 5 MG/ML / miconazole nitrate 20 MG/ML [Fungoid and HC],S,,NULL,,998556,Drug,RxNorm,Branded Drug Comp
40226537,TRUE,,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 30 MG/ML [Peranex],S,,NULL,,1012263,Drug,RxNorm,Branded Drug Comp
40226539,TRUE,,hydrocortisone acetate 2 MG/ML,S,,NULL,,1012361,Drug,RxNorm,Clinical Drug Comp
40226541,TRUE,,hydrocortisone acetate 20 MG/ML,S,,NULL,,1012232,Drug,RxNorm,Clinical Drug Comp
40226547,TRUE,,hydrocortisone acetate 20 MG/ML / lidocaine hydrochloride 20 MG/ML [Ana-Lex],S,,NULL,,1012325,Drug,RxNorm,Branded Drug Comp
40226548,TRUE,,hydrocortisone acetate 20 MG/ML / lidocaine hydrochloride 20 MG/ML [Lidamantle HC],S,,NULL,,1012247,Drug,RxNorm,Branded Drug Comp
40226549,TRUE,,hydrocortisone acetate 20 MG/ML / lidocaine hydrochloride 20 MG/ML [Peranex],S,,NULL,,1012265,Drug,RxNorm,Branded Drug Comp
40226550,TRUE,,hydrocortisone acetate 5 MG/ML,S,,NULL,,1012234,Drug,RxNorm,Clinical Drug Comp
40226561,TRUE,,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML [Anamantle HC],S,,NULL,,1012573,Drug,RxNorm,Branded Drug Comp
40226562,TRUE,,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML [Lidamantle HC],S,,NULL,,1012620,Drug,RxNorm,Branded Drug Comp
40226563,TRUE,,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML [Lidazone],S,,NULL,,1012347,Drug,RxNorm,Branded Drug Comp
40226564,TRUE,,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML [Senatec HC],S,,NULL,,1012610,Drug,RxNorm,Branded Drug Comp
40226628,TRUE,,hydrocortisone acetate 0.00275 MG/MG,S,,NULL,,1012215,Drug,RxNorm,Clinical Drug Comp
40226630,TRUE,,hydrocortisone acetate 0.0055 MG/MG,S,,NULL,,1012219,Drug,RxNorm,Clinical Drug Comp
40226633,TRUE,,hydrocortisone acetate 0.0055 MG/MG / lidocaine hydrochloride 0.028 MG/MG [RectaGel],S,,NULL,,1012310,Drug,RxNorm,Branded Drug Comp
40226634,TRUE,,hydrocortisone acetate 0.01 MG/MG,S,,NULL,,1013097,Drug,RxNorm,Clinical Drug Comp
40226638,TRUE,,hydrocortisone acetate 0.025 MG/MG,S,,NULL,,1012222,Drug,RxNorm,Clinical Drug Comp
40226642,TRUE,,hydrocortisone acetate 0.025 MG/MG / lidocaine hydrochloride 0.03 MG/MG [Anamantle HC],S,,NULL,,1012242,Drug,RxNorm,Branded Drug Comp
40226643,TRUE,,hydrocortisone acetate 0.025 MG/MG / lidocaine hydrochloride 0.03 MG/MG [Lidocort],S,,NULL,,1012566,Drug,RxNorm,Branded Drug Comp
40226649,TRUE,,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 30 MG/ML [Anamantle HC],S,,NULL,,1012568,Drug,RxNorm,Branded Drug Comp
40228300,TRUE,,hydrocortisone acetate 50 MG/ML,S,,NULL,,1037327,Drug,RxNorm,Clinical Drug Comp
40228301,TRUE,,hydrocortisone acetate 50 MG/ML Injectable Suspension,S,,NULL,,1037328,Drug,RxNorm,Clinical Drug
40228302,TRUE,,hydrocortisone acetate 50 MG/ML Injectable Suspension [Hydrocortone Acetate],S,,NULL,,1037330,Drug,RxNorm,Branded Drug
40228303,TRUE,,hydrocortisone acetate 50 MG/ML [Hydrocortone Acetate],S,,NULL,,1037329,Drug,RxNorm,Branded Drug Comp
40228390,TRUE,,hydrocortisone sodium phosphate 50 MG/ML,S,,NULL,,1037337,Drug,RxNorm,Clinical Drug Comp
40228391,TRUE,,hydrocortisone sodium phosphate 50 MG/ML Injectable Solution,S,,NULL,,1037338,Drug,RxNorm,Clinical Drug
40228392,TRUE,,hydrocortisone sodium phosphate 50 MG/ML Injectable Solution [Hydrocortone Phosphate],S,,NULL,,1037340,Drug,RxNorm,Branded Drug
40228393,TRUE,,hydrocortisone sodium phosphate 50 MG/ML [Hydrocortone Phosphate],S,,NULL,,1037339,Drug,RxNorm,Branded Drug Comp
40230688,TRUE,,hydrocortisone acetate 10 MG/ML [Vagisil Satin],S,,NULL,,1039351,Drug,RxNorm,Branded Drug Comp
40230690,TRUE,,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML [Rectacreme],S,,NULL,,1045563,Drug,RxNorm,Branded Drug Comp
40231132,TRUE,,hydrocortisone 10 MG/ML [Beta-HC],S,,NULL,,1043072,Drug,RxNorm,Branded Drug Comp
40231134,TRUE,,hydrocortisone 10 MG/ML [Maximum-H],S,,NULL,,1039921,Drug,RxNorm,Branded Drug Comp
40231136,TRUE,,hydrocortisone 10 MG/ML [Scalpicin Itch Relief],S,,NULL,,1039271,Drug,RxNorm,Branded Drug Comp
40232617,TRUE,,hydrocortisone 10 MG/ML [Keratol HC],S,,NULL,,1050229,Drug,RxNorm,Branded Drug Comp
40234558,TRUE,,hydrocortisone 10 MG/ML [Hydroskin],S,,NULL,,1086948,Drug,RxNorm,Branded Drug Comp
40237061,TRUE,,hydrocortisone acetate 23.5 MG/ML,S,,NULL,,1094442,Drug,RxNorm,Clinical Drug Comp
40237064,TRUE,,hydrocortisone acetate 23.5 MG/ML / pramoxine hydrochloride 10 MG/ML [Z-Pram],S,,NULL,,1094445,Drug,RxNorm,Branded Drug Comp
40239745,TRUE,,chlorcyclizine hydrochloride 20 MG/ML / hydrocortisone acetate 5 MG/ML [Mantadil],S,,NULL,,1113059,Drug,RxNorm,Branded Drug Comp
40240652,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [PramCort],S,,NULL,,1116501,Drug,RxNorm,Branded Drug Comp
40240653,TRUE,,hydrocortisone acetate 18.5 MG/ML,S,,NULL,,1114852,Drug,RxNorm,Clinical Drug Comp
40240656,TRUE,,hydrocortisone acetate 18.5 MG/ML / pramoxine hydrochloride 11.5 MG/ML [Procort 1.85/1.15],S,,NULL,,1115728,Drug,RxNorm,Branded Drug Comp
40241221,TRUE,,bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG [Neo-Polycin HC],S,,NULL,,1116152,Drug,RxNorm,Branded Drug Comp
40243304,TRUE,,aloe polysaccharide 0.01 MG/MG / hydrocortisone acetate 0.02 MG/MG / iodoquinol 0.01 MG/MG [Alcortin A],S,,NULL,,1191377,Drug,RxNorm,Branded Drug Comp
40243744,TRUE,,hydrocortisone acetate 0.02 MG/MG,S,,NULL,,1191372,Drug,RxNorm,Clinical Drug Comp
40243943,TRUE,,hydrocortisone 10 MG/ML [Monistat Itch Relief],S,,NULL,,1190615,Drug,RxNorm,Branded Drug Comp
40243957,TRUE,,hydrocortisone 0.01 MG/MG [Dermol HC],S,,NULL,,1189832,Drug,RxNorm,Branded Drug Comp
40243959,TRUE,,hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG [Alcortin],S,,NULL,,1191412,Drug,RxNorm,Branded Drug Comp
42543959,TRUE,,hydrocortisone 10 MG/ML / ketoconazole 1.5 MG/ML [Malacetic],S,,NULL,,2003647,Drug,RxNorm,Branded Drug Comp
42629025,TRUE,,hydrocortisone 7.5 MG/ML,S,,NULL,,1792288,Drug,RxNorm,Clinical Drug Comp
42629545,TRUE,,hydrocortisone 25 MG/ML [Procto-Med],S,,NULL,,1790681,Drug,RxNorm,Branded Drug Comp
42705177,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Enzone],S,,NULL,,1233612,Drug,RxNorm,Branded Drug Comp
42705230,TRUE,,hydrocortisone acetate 0.01 MG/MG / pramoxine hydrochloride 0.01 MG/MG [Pramosone],S,,NULL,,1234319,Drug,RxNorm,Branded Drug Comp
42705234,TRUE,,hydrocortisone acetate 0.025 MG/MG / pramoxine hydrochloride 0.01 MG/MG [Pramosone],S,,NULL,,1234335,Drug,RxNorm,Branded Drug Comp
42705245,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Pramosone],S,,NULL,,1234394,Drug,RxNorm,Branded Drug Comp
42705263,TRUE,,hydrocortisone acetate 25 MG/ML,S,,NULL,,1234505,Drug,RxNorm,Clinical Drug Comp
42705264,TRUE,,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML [Pramosone],S,,NULL,,1234507,Drug,RxNorm,Branded Drug Comp
42705423,TRUE,,hydrocortisone acetate 0.01 MG/MG [Biocorneum],S,,NULL,,1235744,Drug,RxNorm,Branded Drug Comp
42706151,TRUE,,hydrocortisone aceponate 1.11 MG/ML,S,,NULL,,1245240,Drug,RxNorm,Clinical Drug Comp
42706833,TRUE,,hydrocortisone acetate 10 MG/ML [Carmol HC],S,,NULL,,1250485,Drug,RxNorm,Branded Drug Comp
42706834,TRUE,,hydrocortisone acetate 10 MG/ML [Corticaine],S,,NULL,,1250487,Drug,RxNorm,Branded Drug Comp
42706835,TRUE,,hydrocortisone acetate 5 MG/ML [Corticaine],S,,NULL,,1250491,Drug,RxNorm,Branded Drug Comp
42706836,TRUE,,hydrocortisone acetate 10 MG/ML [Hycort],S,,NULL,,1250493,Drug,RxNorm,Branded Drug Comp
42799483,TRUE,,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [1 Plus 1 F],S,,NULL,,1293641,Drug,RxNorm,Branded Drug Comp
42799746,TRUE,,hydrocortisone 25 MG/ML [Proctosol],S,,NULL,,1291377,Drug,RxNorm,Branded Drug Comp
42799748,TRUE,,hydrocortisone 5 MG/ML [Cortef],S,,NULL,,1294110,Drug,RxNorm,Branded Drug Comp
42799766,TRUE,,hydrocortisone 0.005 MG/MG [Cortaid],S,,NULL,,1294114,Drug,RxNorm,Branded Drug Comp
42800104,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Cortane-B],S,,NULL,,1293875,Drug,RxNorm,Branded Drug Comp
42800105,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Cortic],S,,NULL,,1294243,Drug,RxNorm,Branded Drug Comp
42800106,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Exotic-HC],S,,NULL,,1294245,Drug,RxNorm,Branded Drug Comp
42800107,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Oticin HC Ear Drops],S,,NULL,,1294247,Drug,RxNorm,Branded Drug Comp
42800108,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Otirx],S,,NULL,,1294363,Drug,RxNorm,Branded Drug Comp
42800109,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Otomax HC],S,,NULL,,1294254,Drug,RxNorm,Branded Drug Comp
42800110,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Tri-Otic],S,,NULL,,1294263,Drug,RxNorm,Branded Drug Comp
42800111,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Zotane HC],S,,NULL,,1294265,Drug,RxNorm,Branded Drug Comp
42800112,TRUE,,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Zoto-HC],S,,NULL,,1293892,Drug,RxNorm,Branded Drug Comp
42800171,TRUE,,hydrocortisone acetate 23.5 MG/ML / pramoxine hydrochloride 10 MG/ML [ZyPram],S,,NULL,,1293747,Drug,RxNorm,Branded Drug Comp
42800172,TRUE,,hydrocortisone acetate 25 MG,S,,NULL,,1291081,Drug,RxNorm,Clinical Drug Comp
42800179,TRUE,,hydrocortisone acetate 25 MG [Anucort-HC],S,,NULL,,1291100,Drug,RxNorm,Branded Drug Comp
42800180,TRUE,,hydrocortisone acetate 25 MG [Anusol HC],S,,NULL,,1291102,Drug,RxNorm,Branded Drug Comp
42800181,TRUE,,hydrocortisone acetate 25 MG [Cort-Dome],S,,NULL,,1291289,Drug,RxNorm,Branded Drug Comp
42800182,TRUE,,hydrocortisone acetate 25 MG [Hemril],S,,NULL,,1291373,Drug,RxNorm,Branded Drug Comp
42800183,TRUE,,hydrocortisone acetate 25 MG [Proctosol],S,,NULL,,1291381,Drug,RxNorm,Branded Drug Comp
42800185,TRUE,,hydrocortisone acetate 30 MG,S,,NULL,,1291084,Drug,RxNorm,Clinical Drug Comp
42800191,TRUE,,hydrocortisone acetate 30 MG [Encort],S,,NULL,,1291273,Drug,RxNorm,Branded Drug Comp
42800192,TRUE,,hydrocortisone acetate 30 MG [Hemril],S,,NULL,,1291087,Drug,RxNorm,Branded Drug Comp
42800193,TRUE,,hydrocortisone acetate 30 MG [Proctocort],S,,NULL,,1291091,Drug,RxNorm,Branded Drug Comp
42800194,TRUE,,hydrocortisone acetate 30 MG [Proctosert HC],S,,NULL,,1291095,Drug,RxNorm,Branded Drug Comp
42800218,TRUE,,hydrocortisone acetate 0.005 MG/MG,S,,NULL,,1294011,Drug,RxNorm,Clinical Drug Comp
42800224,TRUE,,hydrocortisone acetate 0.02 MG/MG / pramoxine hydrochloride 0.01 MG/MG [Hydropramox],S,,NULL,,1293655,Drug,RxNorm,Branded Drug Comp
42800225,TRUE,,hydrocortisone acetate 0.02 MG/MG / pramoxine hydrochloride 0.01 MG/MG [Novacort],S,,NULL,,1293728,Drug,RxNorm,Branded Drug Comp
42800230,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [ProctoCream-HC],S,,NULL,,1293730,Drug,RxNorm,Branded Drug Comp
42800727,TRUE,,diphenhydramine hydrochloride 5 MG/ML / hydrocortisone 5 MG/ML [HC Derma-Pax],S,,NULL,,1297951,Drug,RxNorm,Branded Drug Comp
42900501,TRUE,,hydrocortisone acetate 5 MG/ML [Rhulicort],S,,NULL,,1310642,Drug,RxNorm,Branded Drug Comp
42901134,TRUE,,hydrocortisone 10 MG/ML [Kera-HC],S,,NULL,,1314929,Drug,RxNorm,Branded Drug Comp
42901550,TRUE,,hydrocortisone acetate 23 MG/ML,S,,NULL,,1359149,Drug,RxNorm,Clinical Drug Comp
43011452,TRUE,,hydrocortisone acetate 10 MG/ML [U-Cort],S,,NULL,,1360948,Drug,RxNorm,Branded Drug Comp
43011453,TRUE,,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Analpram HC],S,,NULL,,1360950,Drug,RxNorm,Branded Drug Comp
43011454,TRUE,,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML [Analpram HC],S,,NULL,,1360955,Drug,RxNorm,Branded Drug Comp
43013655,TRUE,,hydrocortisone butyrate 0.001 MG/MG,S,,NULL,,1370757,Drug,RxNorm,Clinical Drug Comp
43013658,TRUE,,hydrocortisone butyrate 0.001 MG/MG [Locoid],S,,NULL,,1370759,Drug,RxNorm,Branded Drug Comp
43013659,TRUE,,hydrocortisone butyrate 1 MG/ML,S,,NULL,,1370762,Drug,RxNorm,Clinical Drug Comp
43013666,TRUE,,hydrocortisone butyrate 1 MG/ML [Locoid],S,,NULL,,1370764,Drug,RxNorm,Branded Drug Comp
43014077,TRUE,,hydrocortisone probutate 1 MG/ML,S,,NULL,,1370745,Drug,RxNorm,Clinical Drug Comp
43014080,TRUE,,hydrocortisone probutate 1 MG/ML [Pandel],S,,NULL,,1370747,Drug,RxNorm,Branded Drug Comp
43014086,TRUE,,hydrocortisone valerate 0.002 MG/MG,S,,NULL,,1370749,Drug,RxNorm,Clinical Drug Comp
43014089,TRUE,,hydrocortisone valerate 0.002 MG/MG [Westcort],S,,NULL,,1370751,Drug,RxNorm,Branded Drug Comp
43014090,TRUE,,hydrocortisone valerate 2 MG/ML,S,,NULL,,1370753,Drug,RxNorm,Clinical Drug Comp
43014093,TRUE,,hydrocortisone valerate 2 MG/ML [Westcort],S,,NULL,,1370755,Drug,RxNorm,Branded Drug Comp
43525625,TRUE,,hydrocortisone acetate 0.01 MG/MG [Cortisil MDX],S,,NULL,,1373236,Drug,RxNorm,Branded Drug Comp
43532628,TRUE,,hydrocortisone acetate 25 MG [Rectacort-HC],S,,NULL,,1429376,Drug,RxNorm,Branded Drug Comp
43560721,TRUE,,hydrocortisone acetate 19 MG/ML,S,,NULL,,1436946,Drug,RxNorm,Clinical Drug Comp
43560724,TRUE,,hydrocortisone acetate 19 MG/ML / iodoquinol 10 MG/ML [Vytone],S,,NULL,,1436948,Drug,RxNorm,Branded Drug Comp
44506401,TRUE,,hydrocortisone acetate 5 MG/ML [Gadaderm Hydrocortisone],S,,NULL,,1438753,Drug,RxNorm,Branded Drug Comp
44507503,TRUE,,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML [Dermasorb AF],S,,NULL,,1442845,Drug,RxNorm,Branded Drug Comp
44507847,TRUE,,hydrocortisone 20 MG/ML [Dermasorb HC],S,,NULL,,1442868,Drug,RxNorm,Branded Drug Comp
44784836,TRUE,,hydrocortisone 10 MG/ML [Dermacool HC],S,,NULL,,1483215,Drug,RxNorm,Branded Drug Comp
44784837,TRUE,,hydrocortisone 10 MG/ML [Resicort],S,,NULL,,1483220,Drug,RxNorm,Branded Drug Comp
44814308,TRUE,,hydrocortisone 0.01 MG/MG [Hemorrodil Plus],S,,NULL,,1491719,Drug,RxNorm,Branded Drug Comp
45774728,TRUE,,hydrocortisone acetate 100 MG/ML,S,,NULL,,1545171,Drug,RxNorm,Clinical Drug Comp
45774730,TRUE,,hydrocortisone acetate 100 MG/ML [Cortifoam],S,,NULL,,1545173,Drug,RxNorm,Branded Drug Comp
