concept_id,keep_entry_in_codeset,comments,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id
1593825,TRUE,,60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918194,Drug,RxNorm,Quant Clinical Drug
1593828,TRUE,,fluticasone / salmeterol Dry Powder Inhaler [AirDuo],S,,NULL,,1918197,Drug,RxNorm,Branded Drug Form
1593830,TRUE,,60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918199,Drug,RxNorm,Quant Branded Drug
1593831,TRUE,,fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918200,Drug,RxNorm,Clinical Drug
1593832,TRUE,,fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918201,Drug,RxNorm,Branded Drug
1593833,TRUE,,fluticasone propionate 0.232 MG/ACTUAT,S,,NULL,,1918202,Drug,RxNorm,Clinical Drug Comp
1593834,TRUE,,60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918203,Drug,RxNorm,Quant Clinical Drug
1593836,TRUE,,60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918205,Drug,RxNorm,Quant Branded Drug
1593837,TRUE,,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918206,Drug,RxNorm,Clinical Drug
1593838,TRUE,,fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918207,Drug,RxNorm,Branded Drug
1593839,TRUE,,fluticasone propionate 0.055 MG/ACTUAT,S,,NULL,,1918208,Drug,RxNorm,Clinical Drug Comp
1593840,TRUE,,60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918209,Drug,RxNorm,Quant Clinical Drug
1593842,TRUE,,60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918211,Drug,RxNorm,Quant Branded Drug
1593843,TRUE,,fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,1918212,Drug,RxNorm,Clinical Drug
1593844,TRUE,,fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],S,,NULL,,1918213,Drug,RxNorm,Branded Drug
1594236,TRUE,,fluticasone furoate 0.0275 MG/ACTUAT [Flonase Sensimist],S,,NULL,,1869708,Drug,RxNorm,Branded Drug Comp
1594237,TRUE,,fluticasone Metered Dose Nasal Spray [Flonase Sensimist],S,,NULL,,1869709,Drug,RxNorm,Branded Drug Form
1594240,TRUE,,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Flonase Sensimist],S,,NULL,,1869712,Drug,RxNorm,Branded Drug
1594500,TRUE,,clotrimazole / gentamicin / mometasone Otic Suspension [Pattotic],S,,NULL,,1870316,Drug,RxNorm,Branded Drug Form
19002398,TRUE,,budesonide 0.25 MG/ML Topical Cream [Preferid],S,,NULL,,103472,Drug,RxNorm,Branded Drug
19002399,TRUE,,budesonide 0.00025 MG/MG Topical Ointment [Preferid],S,,NULL,,103473,Drug,RxNorm,Branded Drug
19007061,TRUE,,triamcinolone 2 MG Oral Tablet [Ledercort],S,,NULL,,105413,Drug,RxNorm,Branded Drug
19007062,TRUE,,triamcinolone 4 MG Oral Tablet [Ledercort],S,,NULL,,105414,Drug,RxNorm,Branded Drug
19011710,TRUE,,chlortetracycline 30 MG/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,142025,Drug,RxNorm,Clinical Drug
19011841,TRUE,,budesonide 0.25 MG/ML Topical Cream,S,,NULL,,142074,Drug,RxNorm,Clinical Drug
19011842,TRUE,,budesonide 0.00025 MG/MG Topical Ointment,S,,NULL,,142075,Drug,RxNorm,Clinical Drug
19012749,TRUE,,mometasone furoate 0.001 MG/MG Topical Ointment,S,,NULL,,151029,Drug,RxNorm,Clinical Drug
19012750,TRUE,,mometasone furoate 1 MG/ML Topical Lotion,S,,NULL,,151030,Drug,RxNorm,Clinical Drug
19016962,TRUE,,budesonide 0.02 MG/ML Enema [Entocort],S,,NULL,,153174,Drug,RxNorm,Branded Drug
19017169,TRUE,,triamcinolone acetonide 0.001 MG/MG Oral Paste [Adcortyl],S,,NULL,,153364,Drug,RxNorm,Branded Drug
19019891,TRUE,,triamcinolone 1 MG Oral Tablet,S,,NULL,,198301,Drug,RxNorm,Clinical Drug
19019892,TRUE,,triamcinolone 2 MG Oral Tablet,S,,NULL,,198302,Drug,RxNorm,Clinical Drug
19019893,TRUE,,triamcinolone 4 MG Oral Tablet,S,,NULL,,198303,Drug,RxNorm,Clinical Drug
19019894,TRUE,,triamcinolone 8 MG Oral Tablet,S,,NULL,,198304,Drug,RxNorm,Clinical Drug
19023533,TRUE,,mometasone furoate 0.05 MG/ACTUAT [Nasonex],S,,NULL,,565252,Drug,RxNorm,Branded Drug Comp
19026063,TRUE,,triamcinolone hexacetonide 5 MG/ML Injectable Suspension [Lederspan],S,,NULL,,202100,Drug,RxNorm,Branded Drug
19026064,TRUE,,triamcinolone hexacetonide 20 MG/ML Injectable Suspension [Lederspan],S,,NULL,,202101,Drug,RxNorm,Branded Drug
19026109,TRUE,,budesonide 0.1 MG/ACTUAT Nasal Spray [Rhinocort Aqua],S,,NULL,,202142,Drug,RxNorm,Branded Drug
19027283,TRUE,,triamcinolone acetonide 0.001 MG/MG Topical Ointment [Ledercort],S,,NULL,,204078,Drug,RxNorm,Branded Drug
19027284,TRUE,,triamcinolone acetonide 0.001 MG/MG Topical Ointment [Adcortyl],S,,NULL,,204079,Drug,RxNorm,Branded Drug
19027285,TRUE,,triamcinolone acetonide 1 MG/ML Topical Cream [Adcortyl],S,,NULL,,204080,Drug,RxNorm,Branded Drug
19027286,TRUE,,triamcinolone acetonide 1 MG/ML Topical Cream [Ledercort],S,,NULL,,204081,Drug,RxNorm,Branded Drug
19029347,TRUE,,budesonide 0.032 MG/ACTUAT Nasal Spray [Rhinocort],S,,NULL,,205481,Drug,RxNorm,Branded Drug
19032638,TRUE,,triamcinolone acetonide 80 MG/ML [Trivaris],S,,NULL,,835558,Drug,RxNorm,Branded Drug Comp
19038300,TRUE,,triamcinolone 4 MG Oral Tablet [Aristopak],S,,NULL,,208364,Drug,RxNorm,Branded Drug
19079780,TRUE,,triamcinolone 0.01 MG/MG Topical Ointment,S,,NULL,,313457,Drug,RxNorm,Clinical Drug
19083125,TRUE,,triamcinolone 0.1 MG/ACTUAT,S,,NULL,,328701,Drug,RxNorm,Clinical Drug Comp
19083579,TRUE,,triamcinolone 0.055 MG/ACTUAT,S,,NULL,,329106,Drug,RxNorm,Clinical Drug Comp
19084816,TRUE,,triamcinolone 0.0005 MG/MG,S,,NULL,,330282,Drug,RxNorm,Clinical Drug Comp
19084817,TRUE,,triamcinolone 0.0025 MG/MG,S,,NULL,,330283,Drug,RxNorm,Clinical Drug Comp
19086456,TRUE,,mometasone furoate 0.2 MG/ACTUAT [Asmanex],S,,NULL,,616813,Drug,RxNorm,Branded Drug Comp
19089689,TRUE,,triamcinolone 4 MG/ML,S,,NULL,,333401,Drug,RxNorm,Clinical Drug Comp
19091880,TRUE,,triamcinolone 0.6 MG/ML,S,,NULL,,335770,Drug,RxNorm,Clinical Drug Comp
19093425,TRUE,,triamcinolone 0.01 MG/MG,S,,NULL,,340008,Drug,RxNorm,Clinical Drug Comp
19095979,TRUE,,triamcinolone 0.1 MG/ML,S,,NULL,,346300,Drug,RxNorm,Clinical Drug Comp
19096511,TRUE,,nystatin 10000 UNT/ML / triamcinolone 1 MG Topical Ointment,S,,NULL,,348704,Drug,RxNorm,Clinical Drug
19096595,TRUE,,budesonide 0.125 MG/ML Inhalation Suspension,S,,NULL,,349094,Drug,RxNorm,Clinical Drug
19097860,TRUE,,budesonide 0.125 MG/ML,S,,NULL,,350723,Drug,RxNorm,Clinical Drug Comp
19098138,TRUE,,budesonide 0.25 MG/ML Inhalation Suspension,S,,NULL,,351109,Drug,RxNorm,Clinical Drug
19099139,TRUE,,mometasone furoate 1 MG/ML,S,,NULL,,358650,Drug,RxNorm,Clinical Drug Comp
19100694,TRUE,,budesonide 0.02 MG/ML,S,,NULL,,381063,Drug,RxNorm,Clinical Drug Comp
19100695,TRUE,,budesonide 0.00025 MG/MG,S,,NULL,,381064,Drug,RxNorm,Clinical Drug Comp
19101781,TRUE,,fluticasone 0.4 MG/ACTUAT Nasal Suspension,S,,NULL,,389246,Drug,RxNorm,Clinical Drug
19102054,TRUE,,fluticasone 0.4 MG/ACTUAT,S,,NULL,,393445,Drug,RxNorm,Clinical Drug Comp
19104957,TRUE,,amphotericin B 30 MG/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,417404,Drug,RxNorm,Clinical Drug
19104997,TRUE,,mometasone 0.001 MG/MG / salicylic acid 0.05 MG/MG Topical Ointment,S,,NULL,,417615,Drug,RxNorm,Clinical Drug
19105068,TRUE,,triamcinolone 0.2 MG/ML Topical Cream,S,,NULL,,417984,Drug,RxNorm,Clinical Drug
19105135,TRUE,,amphotericin B 0.03 MG/MG / triamcinolone 0.001 MG/MG Topical Ointment,S,,NULL,,418381,Drug,RxNorm,Clinical Drug
19105237,TRUE,,triamcinolone 0.0002 MG/MG Topical Ointment,S,,NULL,,418901,Drug,RxNorm,Clinical Drug
19105265,TRUE,,lidocaine 50 MG/MG / triamcinolone 0.25 MG/MG Topical Ointment,S,,NULL,,419005,Drug,RxNorm,Clinical Drug
19105525,TRUE,,lidocaine 50 MG / triamcinolone 0.5 MG Rectal Suppository,S,,NULL,,421325,Drug,RxNorm,Clinical Drug
19105936,TRUE,,salicylic acid 1 MG/ML / triamcinolone 0.2 MG/ML Topical Lotion,S,,NULL,,423683,Drug,RxNorm,Clinical Drug
19105957,TRUE,,budesonide 0.25 MG/ML Topical Lotion,S,,NULL,,423906,Drug,RxNorm,Clinical Drug
19106101,TRUE,,salicylic acid 20 MG/ML / triamcinolone 2 MG/ML Topical Solution,S,,NULL,,427102,Drug,RxNorm,Clinical Drug
19107310,TRUE,,triamcinolone 0.025 MG Buccal Tablet,S,,NULL,,431623,Drug,RxNorm,Clinical Drug
19108458,TRUE,,neomycin 3 MG/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,435829,Drug,RxNorm,Clinical Drug
19108479,TRUE,,triamcinolone 16 MG Oral Tablet,S,,NULL,,436102,Drug,RxNorm,Clinical Drug
19109784,TRUE,,triamcinolone 0.25 MG/MG,S,,NULL,,439405,Drug,RxNorm,Clinical Drug Comp
19109785,TRUE,,triamcinolone 0.2 MG/ML,S,,NULL,,439407,Drug,RxNorm,Clinical Drug Comp
19109794,TRUE,,triamcinolone 2 MG/ML,S,,NULL,,439422,Drug,RxNorm,Clinical Drug Comp
19109805,TRUE,,triamcinolone 0.025 MG,S,,NULL,,439440,Drug,RxNorm,Clinical Drug Comp
19110911,TRUE,,mometasone 0.001 MG/MG,S,,NULL,,446535,Drug,RxNorm,Clinical Drug Comp
19112260,TRUE,,triamcinolone 0.5 MG,S,,NULL,,452305,Drug,RxNorm,Clinical Drug Comp
19112268,TRUE,,triamcinolone 0.0002 MG/MG,S,,NULL,,452323,Drug,RxNorm,Clinical Drug Comp
19112511,TRUE,,triamcinolone 16 MG,S,,NULL,,452840,Drug,RxNorm,Clinical Drug Comp
19112695,TRUE,,mometasone 0.5 MG/ML,S,,NULL,,484331,Drug,RxNorm,Clinical Drug Comp
19112696,TRUE,,mometasone 0.5 MG/ML Nasal Spray,S,,NULL,,484333,Drug,RxNorm,Clinical Drug
19112697,TRUE,,mometasone furoate 0.05 MG/ML,S,,NULL,,484334,Drug,RxNorm,Clinical Drug Comp
19112698,TRUE,,mometasone furoate 0.05 MG/ML Nasal Spray,S,,NULL,,484335,Drug,RxNorm,Clinical Drug
19114187,TRUE,,triamcinolone acetonide 0.5 MG/ML Topical Cream [SP RX 228],S,,NULL,,543341,Drug,RxNorm,Branded Drug
19114521,TRUE,,triamcinolone 1 MG/ML Topical Ointment,S,,NULL,,544635,Drug,RxNorm,Clinical Drug
19115612,TRUE,,budesonide 0.25 MG/ML [Preferid],S,,NULL,,563329,Drug,RxNorm,Branded Drug Comp
19115613,TRUE,,budesonide 0.00025 MG/MG [Preferid],S,,NULL,,563330,Drug,RxNorm,Branded Drug Comp
19116165,TRUE,,triamcinolone 2 MG [Ledercort],S,,NULL,,564055,Drug,RxNorm,Branded Drug Comp
19116166,TRUE,,triamcinolone 4 MG [Ledercort],S,,NULL,,564056,Drug,RxNorm,Branded Drug Comp
19117040,TRUE,,budesonide 0.02 MG/ML [Entocort],S,,NULL,,565193,Drug,RxNorm,Branded Drug Comp
19117741,TRUE,,budesonide 0.1 MG/ACTUAT [Rhinocort Aqua],S,,NULL,,566113,Drug,RxNorm,Branded Drug Comp
19118641,TRUE,,triamcinolone 4 MG [Aristopak],S,,NULL,,569068,Drug,RxNorm,Branded Drug Comp
19123496,TRUE,,budesonide 0.125 MG/ML Inhalation Suspension [Pulmicort],S,,NULL,,616830,Drug,RxNorm,Branded Drug
19123671,TRUE,,nystatin 10000 UNT/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,618090,Drug,RxNorm,Clinical Drug
19127762,TRUE,,120 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,746803,Drug,RxNorm,Quant Clinical Drug
19127763,TRUE,,120 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex],S,,NULL,,746804,Drug,RxNorm,Quant Branded Drug
19127768,TRUE,,14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,746810,Drug,RxNorm,Quant Clinical Drug
19129069,TRUE,,triamcinolone 0.6 MG/ML Oral Solution,S,,NULL,,756201,Drug,RxNorm,Clinical Drug
35603735,TRUE,,mometasone furoate 0.22 MG/ACTUAT,S,,NULL,,1745282,Drug,RxNorm,Clinical Drug Comp
35603736,TRUE,,mometasone furoate 0.22 MG/ACTUAT [Asmanex],S,,NULL,,1745284,Drug,RxNorm,Branded Drug Comp
35603776,TRUE,,budesonide 0.18 MG/ACTUAT [Pulmicort],S,,NULL,,1745530,Drug,RxNorm,Branded Drug Comp
35603778,TRUE,,budesonide 0.09 MG/ACTUAT [Pulmicort],S,,NULL,,1745541,Drug,RxNorm,Branded Drug Comp
35603779,TRUE,,mometasone furoate 0.11 MG/ACTUAT,S,,NULL,,1745551,Drug,RxNorm,Clinical Drug Comp
35603780,TRUE,,mometasone furoate 0.11 MG/ACTUAT [Asmanex],S,,NULL,,1745553,Drug,RxNorm,Branded Drug Comp
35604770,TRUE,,triamcinolone acetonide 2 MG/ML,S,,NULL,,1739201,Drug,RxNorm,Clinical Drug Comp
35604771,TRUE,,triamcinolone acetonide 2 MG/ML Injectable Suspension,S,,NULL,,1739202,Drug,RxNorm,Clinical Drug
19038788,TRUE,,budesonide 0.25 MG/ML [Pulmicort],S,,NULL,,616816,Drug,RxNorm,Branded Drug Comp
19038789,TRUE,,budesonide 0.5 MG/ML [Pulmicort],S,,NULL,,616818,Drug,RxNorm,Branded Drug Comp
19038790,TRUE,,budesonide 0.125 MG/ML [Pulmicort],S,,NULL,,616829,Drug,RxNorm,Branded Drug Comp
19038814,TRUE,,budesonide 0.032 MG/ACTUAT [Rhinocort],S,,NULL,,566387,Drug,RxNorm,Branded Drug Comp
19039049,TRUE,,triamcinolone acetonide 1 MG/ML Topical Cream [Rx Triamcinolone],S,,NULL,,208620,Drug,RxNorm,Branded Drug
19045921,TRUE,,triamcinolone acetonide 0.05 MG/ACTUAT [AllerNaze],S,,NULL,,833247,Drug,RxNorm,Branded Drug Comp
19058285,TRUE,,triamcinolone 0.00025 MG/MG / urea 0.1 MG/MG Topical Ointment,S,,NULL,,241489,Drug,RxNorm,Clinical Drug
19060643,TRUE,,budesonide 0.05 MG/ACTUAT Nasal Spray,S,,NULL,,247042,Drug,RxNorm,Clinical Drug
19060647,TRUE,,budesonide 0.2 MG Inhalation Powder,S,,NULL,,247047,Drug,RxNorm,Clinical Drug
19062032,TRUE,,neomycin 3.85 MG/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,250066,Drug,RxNorm,Clinical Drug
19062690,TRUE,,triamcinolone 1 MG/ML Oral Solution,S,,NULL,,250403,Drug,RxNorm,Clinical Drug
19063231,TRUE,,neomycin 2.5 MG/ML / triamcinolone 1 MG/ML Topical Cream,S,,NULL,,250612,Drug,RxNorm,Clinical Drug
19063315,TRUE,,budesonide 0.064 MG/ACTUAT Nasal Spray,S,,NULL,,250648,Drug,RxNorm,Clinical Drug
19063585,TRUE,,salicylic acid 50 MG/ML / triamcinolone 0.5 MG/ML Topical Lotion,S,,NULL,,250742,Drug,RxNorm,Clinical Drug
19064076,TRUE,,mometasone furoate 1 MG/ML [Elocon],S,,NULL,,562875,Drug,RxNorm,Branded Drug Comp
19064077,TRUE,,mometasone furoate 0.001 MG/MG [Elocon],S,,NULL,,562876,Drug,RxNorm,Branded Drug Comp
19064361,TRUE,,neomycin 2.5 MG/ML / triamcinolone 1 MG/ML Topical Lotion,S,,NULL,,251120,Drug,RxNorm,Clinical Drug
19065985,TRUE,,triamcinolone 4 MG/ML Injectable Suspension,S,,NULL,,259054,Drug,RxNorm,Clinical Drug
19129670,TRUE,,ciclesonide 0.05 MG/ACTUAT [Omnaris],S,,NULL,,790274,Drug,RxNorm,Branded Drug Comp
19129672,TRUE,,mometasone furoate 0.1 MG/ACTUAT,S,,NULL,,790277,Drug,RxNorm,Clinical Drug Comp
19129673,TRUE,,7 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,790278,Drug,RxNorm,Quant Clinical Drug
19129674,TRUE,,mometasone furoate 0.1 MG/ACTUAT [Asmanex],S,,NULL,,790279,Drug,RxNorm,Branded Drug Comp
19129675,TRUE,,7 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex],S,,NULL,,790280,Drug,RxNorm,Quant Branded Drug
19129676,TRUE,,30 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler,S,,NULL,,790283,Drug,RxNorm,Quant Clinical Drug
19129677,TRUE,,30 ACTUAT mometasone furoate 0.11 MG/ACTUAT Dry Powder Inhaler [Asmanex],S,,NULL,,790284,Drug,RxNorm,Quant Branded Drug
19130450,TRUE,,60 ACTUAT ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler,S,,NULL,,799034,Drug,RxNorm,Quant Clinical Drug
19130451,TRUE,,ciclesonide 0.16 MG/ACTUAT [Alvesco],S,,NULL,,799035,Drug,RxNorm,Branded Drug Comp
19130452,TRUE,,60 ACTUAT ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler [Alvesco],S,,NULL,,799037,Drug,RxNorm,Quant Branded Drug
19130453,TRUE,,60 ACTUAT ciclesonide 0.08 MG/ACTUAT Metered Dose Inhaler,S,,NULL,,799038,Drug,RxNorm,Quant Clinical Drug
19130454,TRUE,,ciclesonide 0.08 MG/ACTUAT [Alvesco],S,,NULL,,799039,Drug,RxNorm,Branded Drug Comp
19130455,TRUE,,60 ACTUAT ciclesonide 0.08 MG/ACTUAT Metered Dose Inhaler [Alvesco],S,,NULL,,799040,Drug,RxNorm,Quant Branded Drug
19132265,TRUE,,mometasone furoate 0.01 MG/MG,S,,NULL,,807205,Drug,RxNorm,Clinical Drug Comp
19132266,TRUE,,mometasone furoate 0.01 MG/MG Topical Ointment,S,,NULL,,807206,Drug,RxNorm,Clinical Drug
19133104,TRUE,,120 ACTUAT ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler [Alvesco],S,,NULL,,825320,Drug,RxNorm,Quant Branded Drug
36249727,TRUE,,fluticasone propionate 0.05 MG/ACTUAT [Nasoflow],S,,NULL,,1795587,Drug,RxNorm,Branded Drug Comp
36249768,TRUE,,fluticasone propionate 0.05 MG/ACTUAT [Aller-Flo],S,,NULL,,1795959,Drug,RxNorm,Branded Drug Comp
36250069,TRUE,,ciclesonide Metered Dose Nasal Spray,S,,NULL,,1797837,Drug,RxNorm,Clinical Drug Form
36250070,TRUE,,ciclesonide 0.037 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797838,Drug,RxNorm,Clinical Drug
36250071,TRUE,,ciclesonide Metered Dose Nasal Spray [Zetonna],S,,NULL,,1797839,Drug,RxNorm,Branded Drug Form
36250072,TRUE,,ciclesonide 0.037 MG/ACTUAT Metered Dose Nasal Spray [Zetonna],S,,NULL,,1797840,Drug,RxNorm,Branded Drug
36250073,TRUE,,ciclesonide 0.05 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797841,Drug,RxNorm,Clinical Drug
36250074,TRUE,,ciclesonide Metered Dose Nasal Spray [Omnaris],S,,NULL,,1797842,Drug,RxNorm,Branded Drug Form
36250075,TRUE,,ciclesonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [Omnaris],S,,NULL,,1797843,Drug,RxNorm,Branded Drug
36250078,TRUE,,azelastine / fluticasone Metered Dose Nasal Spray,S,,NULL,,1797846,Drug,RxNorm,Clinical Drug Form
36250079,TRUE,,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797847,Drug,RxNorm,Clinical Drug
36250080,TRUE,,azelastine / fluticasone Metered Dose Nasal Spray [Dymista],S,,NULL,,1797848,Drug,RxNorm,Branded Drug Form
36250081,TRUE,,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista],S,,NULL,,1797849,Drug,RxNorm,Branded Drug
36250096,TRUE,,mometasone Metered Dose Nasal Spray,S,,NULL,,1797864,Drug,RxNorm,Clinical Drug Form
36250097,TRUE,,mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797865,Drug,RxNorm,Clinical Drug
36250100,TRUE,,mometasone Metered Dose Nasal Spray [Nasonex],S,,NULL,,1797868,Drug,RxNorm,Branded Drug Form
36250102,TRUE,,mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex],S,,NULL,,1797870,Drug,RxNorm,Branded Drug
36250121,TRUE,,fluticasone Metered Dose Nasal Spray,S,,NULL,,1797889,Drug,RxNorm,Clinical Drug Form
36250122,TRUE,,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797890,Drug,RxNorm,Clinical Drug
36250123,TRUE,,fluticasone Metered Dose Nasal Spray [Veramyst],S,,NULL,,1797891,Drug,RxNorm,Branded Drug Form
36250124,TRUE,,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Veramyst],S,,NULL,,1797892,Drug,RxNorm,Branded Drug
36250137,TRUE,,triamcinolone Metered Dose Nasal Spray,S,,NULL,,1797903,Drug,RxNorm,Clinical Drug Form
36250138,TRUE,,triamcinolone acetonide 0.05 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797904,Drug,RxNorm,Clinical Drug
36250139,TRUE,,triamcinolone Metered Dose Nasal Spray [AllerNaze],S,,NULL,,1797905,Drug,RxNorm,Branded Drug Form
36250140,TRUE,,triamcinolone acetonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [AllerNaze],S,,NULL,,1797906,Drug,RxNorm,Branded Drug
36250141,TRUE,,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,S,,NULL,,1797907,Drug,RxNorm,Clinical Drug
35604773,TRUE,,triamcinolone acetonide 2 MG/ML [Vetalog],S,,NULL,,1739204,Drug,RxNorm,Branded Drug Comp
35604852,TRUE,,triamcinolone Injectable Suspension [Vetalog],S,,NULL,,1739205,Drug,RxNorm,Branded Drug Form
35604853,TRUE,,triamcinolone acetonide 2 MG/ML Injectable Suspension [Vetalog],S,,NULL,,1739207,Drug,RxNorm,Branded Drug
35604854,TRUE,,triamcinolone acetonide 6 MG/ML,S,,NULL,,1739208,Drug,RxNorm,Clinical Drug Comp
35604855,TRUE,,triamcinolone acetonide 6 MG/ML Injectable Suspension,S,,NULL,,1739209,Drug,RxNorm,Clinical Drug
35604856,TRUE,,triamcinolone acetonide 6 MG/ML [Vetalog],S,,NULL,,1739210,Drug,RxNorm,Branded Drug Comp
35604857,TRUE,,triamcinolone acetonide 6 MG/ML Injectable Suspension [Vetalog],S,,NULL,,1739211,Drug,RxNorm,Branded Drug
35605356,TRUE,,mometasone furoate 2 MG/ML,S,,NULL,,1721548,Drug,RxNorm,Clinical Drug Comp
35605358,TRUE,,florfenicol / mometasone / terbinafine Otic Solution,S,,NULL,,1721551,Drug,RxNorm,Clinical Drug Form
35605359,TRUE,,florfenicol 15 MG/ML / mometasone furoate 2 MG/ML / terbinafine 13.3 MG/ML Otic Solution,S,,NULL,,1721553,Drug,RxNorm,Clinical Drug
35605361,TRUE,,florfenicol 15 MG/ML / mometasone furoate 2 MG/ML / terbinafine 13.3 MG/ML [Claro],S,,NULL,,1721555,Drug,RxNorm,Branded Drug Comp
35605362,TRUE,,florfenicol / mometasone / terbinafine Otic Solution [Claro],S,,NULL,,1721556,Drug,RxNorm,Branded Drug Form
35605520,TRUE,,florfenicol 15 MG/ML / mometasone furoate 2 MG/ML / terbinafine 13.3 MG/ML Otic Solution [Claro],S,,NULL,,1721558,Drug,RxNorm,Branded Drug
35606162,TRUE,,fluticasone propionate 0.05 MG/ACTUAT [Clarispray],S,,NULL,,1742499,Drug,RxNorm,Branded Drug Comp
35606481,TRUE,,clotrimazole 10 MG/ML / gentamicin 3 MG/ML / mometasone 1 MG/ML Otic Suspension [Pattotic],S,,NULL,,1734665,Drug,RxNorm,Branded Drug
35606603,TRUE,,{1 (118 ML) (dimethicone 20 MG/ML Topical Cream) / 1 (80000 MG) (triamcinolone acetonide 1 MG/ML Topical Cream) } Pack,S,,NULL,,1720617,Drug,RxNorm,Clinical Pack
37002305,TRUE,,budesonide / formoterol / glycopyrronium Metered Dose Inhaler,S,,NULL,,2386036,Drug,RxNorm,Clinical Drug Form
37002374,TRUE,,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler,S,,NULL,,2387321,Drug,RxNorm,Clinical Drug
37002375,TRUE,,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT Metered Dose Inhaler [Breztri],S,,NULL,,2387322,Drug,RxNorm,Branded Drug
37002376,TRUE,,budesonide / formoterol / glycopyrronium Metered Dose Inhaler [Breztri],S,,NULL,,2387323,Drug,RxNorm,Branded Drug Form
37002379,TRUE,,budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0048 MG/ACTUAT / glycopyrrolate 0.009 MG/ACTUAT [Breztri],S,,NULL,,2387327,Drug,RxNorm,Branded Drug Comp
