concept_id,keep_entry_in_codeset,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
36213172,NA,astemizole / dexamethasone Oral Product,Drug,RxNorm,Clinical Dose Group,C,1154074,2016-08-01,2099-12-31,NULL
40010223,NA,astemizole / dexamethasone Oral Solution,Drug,RxNorm,Clinical Drug Form,S,376210,1970-01-01,2099-12-31,NULL
40010224,NA,astemizole / dexamethasone Oral Tablet,Drug,RxNorm,Clinical Drug Form,S,371730,1970-01-01,2099-12-31,NULL
36213173,NA,astemizole / dexamethasone Pill,Drug,RxNorm,Clinical Dose Group,C,1154075,2016-08-01,2099-12-31,NULL
1150807,NA,astemizole 10 MG / dexamethasone 0.25 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,251978,1970-01-01,2099-12-31,NULL
19061549,NA,astemizole 10 MG / dexamethasone 2 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,249034,1970-01-01,2099-12-31,NULL
1150806,NA,astemizole 2 MG/ML / dexamethasone 0.3 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,251598,1970-01-01,2099-12-31,NULL
40236738,NA,Atopalm Clotrimazole Antifungal,Drug,RxNorm,Brand Name,NULL,1093227,2011-04-03,2099-12-31,NULL
36236496,NA,Atopalm Clotrimazole Antifungal Topical Product,Drug,RxNorm,Branded Dose Group,C,1172877,2016-08-01,2099-12-31,NULL
36028289,NA,Atropine / Hydrocortisone,Drug,RxNorm,Multiple Ingredients,NULL,1008192,2010-08-30,2099-12-31,NULL
40010979,NA,atropine / hydrocortisone Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,440455,1970-01-01,2099-12-31,NULL
36215778,NA,atropine / hydrocortisone Topical Product,Drug,RxNorm,Clinical Dose Group,C,1154673,2016-08-01,2099-12-31,NULL
36030475,NA,Atropine / prednisolone,Drug,RxNorm,Multiple Ingredients,NULL,689615,2010-08-30,2099-12-31,NULL
36212937,NA,atropine / prednisolone Ophthalmic Product,Drug,RxNorm,Clinical Dose Group,C,1154986,2016-08-01,2099-12-31,NULL
40011287,NA,atropine / prednisolone Ophthalmic Suspension,Drug,RxNorm,Clinical Drug Form,S,370965,1970-01-01,2099-12-31,NULL
40243322,NA,atropine sulfate 0.01 MG/MG / hydrocortisone 0.025 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,1190823,2011-11-06,2099-12-31,NULL
40243331,NA,atropine sulfate 0.02 MG/MG / hydrocortisone 0.025 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,1190836,2011-11-06,2099-12-31,NULL
40243446,NA,atropine sulfate 10 MG/ML / prednisolone acetate 2.5 MG/ML Ophthalmic Suspension,Drug,RxNorm,Clinical Drug,S,1190936,2011-11-06,2099-12-31,NULL
36245891,NA,azelastine / fluticasone Inhalant Product,Drug,RxNorm,Clinical Dose Group,C,1291856,2016-08-01,2099-12-31,NULL
36250078,NA,azelastine / fluticasone Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug Form,S,1797846,2016-08-01,2099-12-31,NULL
36250080,NA,azelastine / fluticasone Metered Dose Nasal Spray [Dymista],Drug,RxNorm,Branded Drug Form,S,1797848,2016-08-01,2099-12-31,NULL
36249521,NA,azelastine / fluticasone Nasal Product,Drug,RxNorm,Clinical Dose Group,C,1801231,2016-08-01,2099-12-31,NULL
42799274,NA,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT [Dymista],Drug,RxNorm,Branded Drug Comp,S,1291862,2012-06-04,2099-12-31,NULL
36250079,NA,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797847,2016-08-01,2099-12-31,NULL
36250081,NA,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista],Drug,RxNorm,Branded Drug,S,1797849,2016-08-01,2099-12-31,NULL
36028198,NA,Bacitracin / Hydrocortisone / Neomycin,Drug,RxNorm,Multiple Ingredients,NULL,1008095,2010-08-30,2099-12-31,NULL
36030476,NA,Bacitracin / Hydrocortisone / Neomycin / Polymyxin B,Drug,RxNorm,Multiple Ingredients,NULL,689623,2010-08-30,2099-12-31,NULL
40013952,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment,Drug,RxNorm,Clinical Drug Form,S,374806,1970-01-01,2099-12-31,NULL
40137994,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [AK-Spore HC Ointment],Drug,RxNorm,Branded Drug Form,S,688662,2007-04-01,2099-12-31,NULL
40137995,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Cortisporin Ointment],Drug,RxNorm,Branded Drug Form,S,688700,2007-04-01,2099-12-31,NULL
40137996,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Cortomycin Ointment],Drug,RxNorm,Branded Drug Form,S,688707,2007-04-01,2099-12-31,NULL
40240478,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Neo-Polycin HC],Drug,RxNorm,Branded Drug Form,S,1116153,2011-07-31,2099-12-31,NULL
40013954,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Neotricin HC],Drug,RxNorm,Branded Drug Form,S,367248,1970-01-01,2099-12-31,NULL
40013955,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Ocu-Cort],Drug,RxNorm,Branded Drug Form,S,367247,1970-01-01,2099-12-31,NULL
45775906,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment [Vetropolycin HC],Drug,RxNorm,Branded Drug Form,S,1541113,2014-12-01,2099-12-31,NULL
36214279,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Product,Drug,RxNorm,Clinical Dose Group,C,1155342,2016-08-01,2099-12-31,NULL
40013956,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Suspension,Drug,RxNorm,Clinical Drug Form,S,376029,1970-01-01,2099-12-31,NULL
40013957,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,374807,1970-01-01,2099-12-31,NULL
40137997,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Topical Ointment [Cortisporin Ointment],Drug,RxNorm,Branded Drug Form,S,688703,2007-04-01,2099-12-31,NULL
36214280,NA,bacitracin / hydrocortisone / neomycin / polymyxin B Topical Product,Drug,RxNorm,Clinical Dose Group,C,1155343,2016-08-01,2099-12-31,NULL
40105920,NA,bacitracin / hydrocortisone / neomycin Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,562634,2005-09-11,2099-12-31,NULL
36214281,NA,bacitracin / hydrocortisone / neomycin Topical Product,Drug,RxNorm,Clinical Dose Group,C,1155344,2016-08-01,2099-12-31,NULL
19125539,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [AK-Spore HC Ointment],Drug,RxNorm,Branded Drug Comp,S,688661,2007-04-01,2099-12-31,NULL
19061952,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Cortisporin Ointment],Drug,RxNorm,Branded Drug Comp,S,688699,2007-04-01,2099-12-31,NULL
19125545,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Cortomycin Ointment],Drug,RxNorm,Branded Drug Comp,S,688706,2007-04-01,2099-12-31,NULL
19120348,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Neotricin HC],Drug,RxNorm,Branded Drug Comp,S,573503,2005-09-11,2099-12-31,NULL
19120349,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Ocu-Cort],Drug,RxNorm,Branded Drug Comp,S,573504,2005-09-11,2099-12-31,NULL
45775905,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Vetropolycin HC],Drug,RxNorm,Branded Drug Comp,S,1541112,2014-12-01,2099-12-31,NULL
19073815,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,308487,1970-01-01,2099-12-31,NULL
19125540,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [AK-Spore HC Ointment],Drug,RxNorm,Branded Drug,S,688663,2007-04-01,2099-12-31,NULL
19125542,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Cortisporin Ointment],Drug,RxNorm,Branded Drug,S,688701,2007-04-01,2099-12-31,NULL
19125546,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Cortomycin Ointment],Drug,RxNorm,Branded Drug,S,688708,2007-04-01,2099-12-31,NULL
916175,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Neotricin HC],Drug,RxNorm,Branded Drug,S,213635,1970-01-01,2099-12-31,NULL
916176,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Ocu-Cort],Drug,RxNorm,Branded Drug,S,213636,1970-01-01,2099-12-31,NULL
45775907,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Vetropolycin HC],Drug,RxNorm,Branded Drug,S,1541115,2014-12-01,2099-12-31,NULL
19029091,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,205342,1970-01-01,2099-12-31,NULL
19125543,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG [Cortisporin Ointment],Drug,RxNorm,Branded Drug Comp,S,688702,2007-04-01,2099-12-31,NULL
19073817,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,308489,1970-01-01,2099-12-31,NULL
976213,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,657561,2006-11-19,2099-12-31,NULL
19125544,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment [Cortisporin Ointment],Drug,RxNorm,Branded Drug,S,688704,2007-04-01,2099-12-31,NULL
19115223,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,562635,2005-09-11,2099-12-31,NULL
19073818,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,308490,1970-01-01,2099-12-31,NULL
19073819,NA,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.005 MG/MG / polymyxin B 5 UNT/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,308491,1970-01-01,2099-12-31,NULL
19073816,NA,bacitracin 400 UNT/ML / hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension,Drug,RxNorm,Clinical Drug,S,308488,1970-01-01,2099-12-31,NULL
40241221,NA,bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG [Neo-Polycin HC],Drug,RxNorm,Branded Drug Comp,S,1116152,2011-07-31,2099-12-31,NULL
40241219,NA,bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG Ophthalmic Ointment,Drug,RxNorm,Clinical Drug,S,1116150,2011-07-31,2099-12-31,NULL
40241220,NA,bacitracin zinc 0.4 UNT/MG / hydrocortisone acetate 0.01 MG/MG / neomycin sulfate 0.0035 MG/MG / polymyxin B sulfate 10 UNT/MG Ophthalmic Ointment [Neo-Polycin HC],Drug,RxNorm,Branded Drug,S,1116154,2011-07-31,2099-12-31,NULL
1115572,NA,beclomethasone,Drug,RxNorm,Ingredient,S,1347,1970-01-01,2099-12-31,NULL
36029114,NA,Beclomethasone / Clioquinol,Drug,RxNorm,Multiple Ingredients,NULL,1009060,2010-08-30,2099-12-31,NULL
40010335,NA,beclomethasone / clioquinol Topical Cream,Drug,RxNorm,Clinical Drug Form,S,379390,1970-01-01,2099-12-31,NULL
40010336,NA,beclomethasone / clioquinol Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,376445,1970-01-01,2099-12-31,NULL
36212003,NA,beclomethasone / clioquinol Topical Product,Drug,RxNorm,Clinical Dose Group,C,1155692,2016-08-01,2099-12-31,NULL
1115647,NA,beclomethasone 0.00025 MG/MG,Drug,RxNorm,Clinical Drug Comp,S,331154,1970-01-01,2099-12-31,NULL
980900,NA,beclomethasone 0.00025 MG/MG / clioquinol 0.03 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,247449,1970-01-01,2099-12-31,NULL
19086688,NA,beclomethasone 0.05 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,330936,1970-01-01,2099-12-31,NULL
19120488,NA,beclomethasone 0.05 MG/ACTUAT [Beclo-aqua 50],Drug,RxNorm,Branded Drug Comp,S,573991,2005-09-11,2099-12-31,NULL
1115678,NA,beclomethasone 0.05 MG/ACTUAT Nasal Spray,Drug,RxNorm,Clinical Drug,S,562655,2005-09-11,2099-12-31,NULL
19054213,NA,beclomethasone 0.05 MG/ACTUAT Nasal Spray [Beclo-aqua 50],Drug,RxNorm,Branded Drug,S,226440,1970-01-01,2099-12-31,NULL
1115673,NA,beclomethasone 0.25 MG/ML,Drug,RxNorm,Clinical Drug Comp,S,358485,1970-01-01,2099-12-31,NULL
980899,NA,beclomethasone 0.25 MG/ML / clioquinol 30 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,247435,1970-01-01,2099-12-31,NULL
19060708,NA,beclomethasone 0.25 MG/ML Topical Lotion,Drug,RxNorm,Clinical Drug,S,247072,1970-01-01,2099-12-31,NULL
46274949,NA,beclomethasone 17-monopropionate,Drug,RxNorm,Precise Ingredient,NULL,1546384,2015-09-08,2099-12-31,NULL
40164077,NA,beclomethasone Delayed Release Oral Tablet,Drug,RxNorm,Clinical Drug Form,S,858135,2009-09-06,2099-12-31,NULL
19011337,NA,beclomethasone dipropionate,Drug,RxNorm,Precise Ingredient,NULL,1348,1970-01-01,2099-12-31,NULL
40173726,NA,beclomethasone dipropionate 0.00025 MG/MG,Drug,RxNorm,Clinical Drug Comp,S,966628,2010-04-04,2099-12-31,NULL
40227678,NA,beclomethasone dipropionate 0.00025 MG/MG [Beconase],Drug,RxNorm,Branded Drug Comp,S,1036892,2010-10-31,2099-12-31,NULL
40227679,NA,beclomethasone dipropionate 0.00025 MG/MG [Propaderm A],Drug,RxNorm,Branded Drug Comp,S,1036806,2010-10-31,2099-12-31,NULL
40227680,NA,beclomethasone dipropionate 0.00025 MG/MG [Propaderm C],Drug,RxNorm,Branded Drug Comp,S,1036816,2010-10-31,2099-12-31,NULL
40173727,NA,beclomethasone dipropionate 0.00025 MG/MG Topical Ointment,Drug,RxNorm,Clinical Drug,S,966629,2010-04-04,2099-12-31,NULL
19002275,NA,beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Beconase],Drug,RxNorm,Branded Drug,S,103413,1970-01-01,2099-12-31,NULL
19002276,NA,beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Propaderm A],Drug,RxNorm,Branded Drug,S,103414,1970-01-01,2099-12-31,NULL
19002278,NA,beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Propaderm C],Drug,RxNorm,Branded Drug,S,103416,1970-01-01,2099-12-31,NULL
40173728,NA,beclomethasone dipropionate 0.04 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,966535,2010-04-04,2099-12-31,NULL
45892718,NA,beclomethasone dipropionate 0.04 MG/ACTUAT [Qnasl],Drug,RxNorm,Branded Drug Comp,S,1598636,2015-03-02,2099-12-31,NULL
40173729,NA,beclomethasone dipropionate 0.04 MG/ACTUAT [Qvar],Drug,RxNorm,Branded Drug Comp,S,966537,2010-04-04,2099-12-31,NULL
42902961,NA,beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360074,2012-12-03,2099-12-31,NULL
42903181,NA,beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar],Drug,RxNorm,Branded Drug,S,1360294,2012-12-03,2099-12-31,NULL
36250134,NA,beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797900,2016-08-01,2099-12-31,NULL
36250136,NA,beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Nasal Spray [Qnasl],Drug,RxNorm,Branded Drug,S,1797902,2016-08-01,2099-12-31,NULL
40173730,NA,beclomethasone dipropionate 0.042 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,966544,2010-04-04,2099-12-31,NULL
40173731,NA,beclomethasone dipropionate 0.042 MG/ACTUAT [Beclovent],Drug,RxNorm,Branded Drug Comp,S,966549,2010-04-04,2099-12-31,NULL
40173732,NA,beclomethasone dipropionate 0.042 MG/ACTUAT [Beconase],Drug,RxNorm,Branded Drug Comp,S,966546,2010-04-04,2099-12-31,NULL
40173733,NA,beclomethasone dipropionate 0.042 MG/ACTUAT [Vancenase],Drug,RxNorm,Branded Drug Comp,S,966596,2010-04-04,2099-12-31,NULL
40173734,NA,beclomethasone dipropionate 0.042 MG/ACTUAT [Vanceril],Drug,RxNorm,Branded Drug Comp,S,966560,2010-04-04,2099-12-31,NULL
42902902,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360015,2012-12-03,2099-12-31,NULL
42902388,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler [Beclovent],Drug,RxNorm,Branded Drug,S,1359501,2012-12-03,2099-12-31,NULL
42902704,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Inhaler [Vanceril],Drug,RxNorm,Branded Drug,S,1359817,2012-12-03,2099-12-31,NULL
36250144,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797910,2016-08-01,2099-12-31,NULL
36250151,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Nasal Spray [Beconase],Drug,RxNorm,Branded Drug,S,1797917,2016-08-01,2099-12-31,NULL
36250146,NA,beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Nasal Spray [Vancenase],Drug,RxNorm,Branded Drug,S,1797912,2016-08-01,2099-12-31,NULL
40173735,NA,beclomethasone dipropionate 0.08 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,966539,2010-04-04,2099-12-31,NULL
42706708,NA,beclomethasone dipropionate 0.08 MG/ACTUAT [Qnasl],Drug,RxNorm,Branded Drug Comp,S,1248842,2012-05-07,2099-12-31,NULL
40173736,NA,beclomethasone dipropionate 0.08 MG/ACTUAT [Qvar],Drug,RxNorm,Branded Drug Comp,S,966541,2010-04-04,2099-12-31,NULL
42902871,NA,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1359984,2012-12-03,2099-12-31,NULL
42903290,NA,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar],Drug,RxNorm,Branded Drug,S,1360403,2012-12-03,2099-12-31,NULL
36250154,NA,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797920,2016-08-01,2099-12-31,NULL
36250155,NA,beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Nasal Spray [Qnasl],Drug,RxNorm,Branded Drug,S,1797921,2016-08-01,2099-12-31,NULL
40173737,NA,beclomethasone dipropionate 0.084 MG/ACTUAT,Drug,RxNorm,Clinical Drug Comp,S,966563,2010-04-04,2099-12-31,NULL
40173738,NA,beclomethasone dipropionate 0.084 MG/ACTUAT [Vancenase],Drug,RxNorm,Branded Drug Comp,S,966600,2010-04-04,2099-12-31,NULL
40173739,NA,beclomethasone dipropionate 0.084 MG/ACTUAT [Vanceril],Drug,RxNorm,Branded Drug Comp,S,966565,2010-04-04,2099-12-31,NULL
42902911,NA,beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Clinical Drug,S,1360024,2012-12-03,2099-12-31,NULL
42902879,NA,beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Inhaler [Vanceril],Drug,RxNorm,Branded Drug,S,1359992,2012-12-03,2099-12-31,NULL
36250160,NA,beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug,S,1797926,2016-08-01,2099-12-31,NULL
36250161,NA,beclomethasone dipropionate 0.084 MG/ACTUAT Metered Dose Nasal Spray [Vancenase],Drug,RxNorm,Branded Drug,S,1797927,2016-08-01,2099-12-31,NULL
40173740,NA,beclomethasone dipropionate 0.25 MG/ML,Drug,RxNorm,Clinical Drug Comp,S,966764,2010-04-04,2099-12-31,NULL
40227681,NA,beclomethasone dipropionate 0.25 MG/ML [Beconase],Drug,RxNorm,Branded Drug Comp,S,1036897,2010-10-31,2099-12-31,NULL
40227682,NA,beclomethasone dipropionate 0.25 MG/ML [Propaderm C],Drug,RxNorm,Branded Drug Comp,S,1036891,2010-10-31,2099-12-31,NULL
40173741,NA,beclomethasone dipropionate 0.25 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,966765,2010-04-04,2099-12-31,NULL
19009950,NA,beclomethasone dipropionate 0.25 MG/ML Topical Cream [Beconase],Drug,RxNorm,Branded Drug,S,108092,1970-01-01,2099-12-31,NULL
19002277,NA,beclomethasone dipropionate 0.25 MG/ML Topical Cream [Propaderm C],Drug,RxNorm,Branded Drug,S,103415,1970-01-01,2099-12-31,NULL
40164074,NA,beclomethasone dipropionate 1 MG,Drug,RxNorm,Clinical Drug Comp,S,858134,2009-09-06,2099-12-31,NULL
40164075,NA,beclomethasone dipropionate 1 MG Delayed Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,858136,2009-09-06,2099-12-31,NULL
40164076,NA,beclomethasone dipropionate 1 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,858138,2009-09-06,2099-12-31,NULL
19065776,NA,beclomethasone dipropionate monohydrate,Drug,RxNorm,Precise Ingredient,NULL,253156,1970-01-01,2099-12-31,NULL
36212004,NA,beclomethasone Inhalant Product,Drug,RxNorm,Clinical Dose Group,C,1155693,2016-08-01,2099-12-31,NULL
40142784,NA,beclomethasone Metered Dose Inhaler,Drug,RxNorm,Clinical Drug Form,S,746190,2007-12-30,2099-12-31,NULL
40142785,NA,beclomethasone Metered Dose Inhaler [Beclovent],Drug,RxNorm,Branded Drug Form,S,746192,2007-12-30,2099-12-31,NULL
40151749,NA,beclomethasone Metered Dose Inhaler [Qvar],Drug,RxNorm,Branded Drug Form,S,801854,2008-07-27,2099-12-31,NULL
40173742,NA,beclomethasone Metered Dose Inhaler [Vanceril],Drug,RxNorm,Branded Drug Form,S,966561,2010-04-04,2099-12-31,NULL
36250133,NA,beclomethasone Metered Dose Nasal Spray,Drug,RxNorm,Clinical Drug Form,S,1797899,2016-08-01,2099-12-31,NULL
36250150,NA,beclomethasone Metered Dose Nasal Spray [Beconase],Drug,RxNorm,Branded Drug Form,S,1797916,2016-08-01,2099-12-31,NULL
36250135,NA,beclomethasone Metered Dose Nasal Spray [Qnasl],Drug,RxNorm,Branded Drug Form,S,1797901,2016-08-01,2099-12-31,NULL
36250145,NA,beclomethasone Metered Dose Nasal Spray [Vancenase],Drug,RxNorm,Branded Drug Form,S,1797911,2016-08-01,2099-12-31,NULL
36212005,NA,beclomethasone Nasal Product,Drug,RxNorm,Clinical Dose Group,C,1155694,2016-08-01,2099-12-31,NULL
40010699,NA,beclomethasone Nasal Spray,Drug,RxNorm,Clinical Drug Form,S,370992,1970-01-01,2099-12-31,NULL
40010331,NA,beclomethasone Nasal Spray [Beclo-aqua 50],Drug,RxNorm,Branded Drug Form,S,381204,1970-01-01,2099-12-31,NULL
36212006,NA,beclomethasone Oral Product,Drug,RxNorm,Clinical Dose Group,C,1155695,2016-08-01,2099-12-31,NULL
40164080,NA,beclomethasone Oral Tablet,Drug,RxNorm,Clinical Drug Form,S,858137,2009-09-06,2099-12-31,NULL
36212007,NA,beclomethasone Pill,Drug,RxNorm,Clinical Dose Group,C,1155696,2016-08-01,2099-12-31,NULL
40010706,NA,beclomethasone Topical Cream,Drug,RxNorm,Clinical Drug Form,S,379378,1970-01-01,2099-12-31,NULL
40010708,NA,beclomethasone Topical Cream [Beconase],Drug,RxNorm,Branded Drug Form,S,381201,1970-01-01,2099-12-31,NULL
40010707,NA,beclomethasone Topical Cream [Propaderm C],Drug,RxNorm,Branded Drug Form,S,385350,1970-01-01,2099-12-31,NULL
40010709,NA,beclomethasone Topical Lotion,Drug,RxNorm,Clinical Drug Form,S,379388,1970-01-01,2099-12-31,NULL
40010710,NA,beclomethasone Topical Ointment,Drug,RxNorm,Clinical Drug Form,S,376446,1970-01-01,2099-12-31,NULL
40010713,NA,beclomethasone Topical Ointment [Beconase],Drug,RxNorm,Branded Drug Form,S,384470,1970-01-01,2099-12-31,NULL
40010711,NA,beclomethasone Topical Ointment [Propaderm A],Drug,RxNorm,Branded Drug Form,S,385348,1970-01-01,2099-12-31,NULL
40010712,NA,beclomethasone Topical Ointment [Propaderm C],Drug,RxNorm,Branded Drug Form,S,385351,1970-01-01,2099-12-31,NULL
36212008,NA,beclomethasone Topical Product,Drug,RxNorm,Clinical Dose Group,C,1155697,2016-08-01,2099-12-31,NULL
36028974,NA,Benzalkonium / chloroxylenol / Hydrocortisone,Drug,RxNorm,Multiple Ingredients,NULL,1008913,2010-08-30,2099-12-31,NULL
36027036,NA,Benzalkonium / chloroxylenol / Hydrocortisone / pramoxine,Drug,RxNorm,Multiple Ingredients,NULL,1006897,2010-08-30,2099-12-31,NULL
