Concept Name,Concept Id,Valid Start Date,Invalid Reason,Vocabulary Id,Concept Code,Concept Class Id,Standard Concept,Concept Name,Domain Id,Valid End Date
Methylprednisolone 4 MG Oral Tablet,45250891,2007-06-01,D,NDC,00839622406,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45199470,2008-08-01,D,NDC,00839622458,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44875661,2007-06-01,D,NDC,00719156510,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44892825,2007-06-01,D,NDC,00719156526,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45336076,2007-06-01,D,NDC,00779065625,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44892936,2007-06-01,D,NDC,00781140201,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45148041,2008-08-01,D,NDC,00781140207,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
"methylprednisolone acetate 40mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; PARENTERAL; SOFT TISSUE INJECTION, SUSPENSION",45165306,2009-03-05,,NDC,007813131,9-digit NDC,,"methylprednisolone acetate 40mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; PARENTERAL; SOFT TISSUE INJECTION, SUSPENSION",Drug,2099-12-31
1 ML methylprednisolone acetate 40 MG/ML Injection,45302105,2016-04-01,,NDC,00781313171,11-digit NDC,,1 ML methylprednisolone acetate 40 MG/ML Injection,Drug,2099-12-31
1 ML methylprednisolone acetate 40 MG/ML Injection,44892986,2016-04-01,,NDC,00781313195,11-digit NDC,,1 ML methylprednisolone acetate 40 MG/ML Injection,Drug,2099-12-31
methylprednisolone 4mg/1 ORAL TABLET,45353105,1997-10-31,,NDC,007815022,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,45216539,2007-06-01,,NDC,00781502201,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
{21 (methylprednisolone 4 MG Oral Tablet) } Pack,44892997,2009-08-01,,NDC,00781502207,11-digit NDC,,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,44892998,2007-06-01,,NDC,00781502210,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution,45062850,2007-06-01,D,NDC,00641250541,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45284684,2007-06-01,D,NDC,00677056501,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45284685,2008-08-01,D,NDC,00677056513,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45011619,2007-06-01,D,NDC,00677183101,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-02-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45301864,2009-08-01,D,NDC,00677183113,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-02-01
"methylprednisolone acetate 40mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; SOFT TISSUE INJECTION, SUSPENSION",45318904,2005-03-08,,NDC,007030031,9-digit NDC,,"methylprednisolone acetate 40mg/mL INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; SOFT TISSUE INJECTION, SUSPENSION",Drug,2099-12-31
1 ML methylprednisolone acetate 40 MG/ML Injection,45216336,2016-04-01,,NDC,00703003101,11-digit NDC,,1 ML methylprednisolone acetate 40 MG/ML Injection,Drug,2099-12-31
1 ML methylprednisolone acetate 40 MG/ML Injection,45216337,2016-04-01,,NDC,00703003104,11-digit NDC,,1 ML methylprednisolone acetate 40 MG/ML Injection,Drug,2099-12-31
methylprednisolone 4mg/1 ORAL TABLET,44469356,1998-12-22,,NDC,009046574,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,44410098,2016-11-01,D,NDC,00904657461,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2019-09-01
methylprednisolone 4mg/1 ORAL TABLET,35530502,2018-05-01,,NDC,009046914,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,35531217,2019-09-01,,NDC,00904691461,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,45105321,2007-06-01,D,NDC,55045181103,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2014-09-01
Methylprednisolone 4 MG Oral Tablet,45156342,2007-06-01,D,NDC,55045181108,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2014-09-01
Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],45344304,2016-04-01,D,NDC,55045350901,11-digit NDC,,Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],Drug,2017-03-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],44867029,2007-08-01,D,NDC,55045354401,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2012-06-01
Methylprednisolone 40 MG/ML Injectable Solution,45292520,2007-06-01,D,NDC,53978204903,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2012-06-01
Methylprednisolone 40 MG/ML Injectable Solution,44883317,2007-06-01,D,NDC,53978204907,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,44466948,2015-12-01,D,NDC,54569885600,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2017-06-01
methylprednisolone 4mg/1 ORAL TABLET,45207649,1998-12-22,,NDC,550451259,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45105297,2008-08-01,D,NDC,55045125909,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2019-07-01
Methylprednisolone 4 MG Oral Tablet,45218681,2007-06-01,D,NDC,10829332701,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45355354,2007-06-01,D,NDC,10829332702,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 2 MG Oral Tablet [Medrol],45287178,2009-01-01,D,NDC,10829354300,11-digit NDC,,Methylprednisolone 2 MG Oral Tablet [Medrol],Drug,2012-06-01
Methylprednisolone 2 MG Oral Tablet [Medrol],45116345,2009-01-01,D,NDC,10829354302,11-digit NDC,,Methylprednisolone 2 MG Oral Tablet [Medrol],Drug,2012-06-01
Methylprednisolone 16 MG Oral Tablet [Medrol],45270120,2009-01-01,D,NDC,10829354501,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],45133197,2009-03-01,D,NDC,10829354700,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],45014013,2009-03-01,D,NDC,10829354701,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],44946195,2009-03-01,D,NDC,10829354702,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],45355355,2009-03-01,D,NDC,10829354703,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2012-06-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],45014014,2009-03-01,D,NDC,10829354704,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2012-06-01
Methylprednisolone 16 MG Oral Tablet [Medrol],45270121,2009-01-01,D,NDC,10829354900,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2012-06-01
Methylprednisolone Sodium Succinate,45649158,1970-01-01,,SPL,5668972d-e982-41a1-b997-9a5fc30e1574,SPL,,Methylprednisolone Sodium Succinate,Drug,2099-12-31
methylprednisolone 4mg/1 ORAL TABLET,1582867,2018-05-14,,NDC,428060400,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,1583376,2019-01-01,,NDC,42806040001,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
{21 (methylprednisolone 4 MG Oral Tablet) } Pack,1724104,2019-08-01,,NDC,42806040021,11-digit NDC,,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2099-12-31
"SOLU-MEDROL - methylprednisolone sodium succinate injection, powder, for solution",45662723,1970-01-01,U,SPL,c74ad5ba-18cc-4ca5-9845-a4375b5e51c1,Prescription Drug,,"SOLU-MEDROL - methylprednisolone sodium succinate injection, powder, for solution",Drug,2020-01-23
METHYLPREDNISOLONE - methylprednisolone tablet,45623891,2014-11-03,,SPL,c7bc930b-05c1-4d3c-acfd-93edf0ba6cac,Prescription Drug,C,METHYLPREDNISOLONE - methylprednisolone tablet,Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45024849,2012-10-01,D,NDC,68258892601,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2014-09-01
methylprednisolone 4mg/1 ORAL TABLET,36193888,2018-05-01,,NDC,683820916,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,36179866,2018-06-01,,NDC,68382091601,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,36179867,2018-06-01,,NDC,68382091605,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
{21 (methylprednisolone 4 MG Oral Tablet) } Pack,36179868,2018-09-01,,NDC,68382091634,11-digit NDC,,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2099-12-31
methylprednisolone 16mg/1 ORAL TABLET,36193890,2018-05-01,,NDC,683820918,9-digit NDC,,methylprednisolone 16mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,36179874,2018-06-01,,NDC,68382091801,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,36179875,2018-06-01,,NDC,68382091805,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,36179876,2018-06-01,,NDC,68382091818,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,36179877,2018-06-01,,NDC,68382091830,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,36179878,2018-06-01,,NDC,68382091877,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 4mg/1 ORAL TABLET,45855244,2007-09-14,,NDC,683870170,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45024893,2009-10-01,D,NDC,68387017001,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2019-09-01
Methylprednisolone 4 MG Oral Tablet,44922895,2007-06-01,D,NDC,68387017002,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2007-08-01
METHYLPREDNISOLONE - methylprednisolone tablet,45624528,2012-09-18,,SPL,e5369cef-689e-45bc-b530-405a05838fe5,Prescription Drug,C,METHYLPREDNISOLONE - methylprednisolone tablet,Drug,2099-12-31
"SOLU-MEDROL - methylprednisolone sodium succinate injection, powder, lyophilized, for solution",45701831,2014-06-30,,SPL,d28b7f1a-e287-47d7-a67f-3e3795c70032,Prescription Drug,C,"SOLU-MEDROL - methylprednisolone sodium succinate injection, powder, lyophilized, for solution",Drug,2099-12-31
Solu-Medrol,45696170,1970-01-01,,SPL,ce44a01b-534d-44a0-ba86-32513753f4ab,SPL,,Solu-Medrol,Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution,45378847,2007-06-01,D,NDC,55390020910,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2014-06-01
methylprednisolone 4 MG Oral Tablet [Medrol],45863686,2014-07-01,,NDC,54771354701,11-digit NDC,,methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2099-12-31
"methylprednisolone acetate 40mg/mL INTRAMUSCULAR; INTRASYNOVIAL; SOFT TISSUE INJECTION, SUSPENSION",44866628,2012-07-26,,NDC,548680590,9-digit NDC,,"methylprednisolone acetate 40mg/mL INTRAMUSCULAR; INTRASYNOVIAL; SOFT TISSUE INJECTION, SUSPENSION",Drug,2099-12-31
1 ML methylprednisolone acetate 40 MG/ML Injection,45190138,2016-04-01,D,NDC,54868059000,11-digit NDC,,1 ML methylprednisolone acetate 40 MG/ML Injection,Drug,2019-07-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45343866,2007-06-01,D,NDC,54868076800,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2016-01-01
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],44900909,2009-03-01,D,NDC,54868077601,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2016-01-01
methylprednisolone 4mg/1 ORAL TABLET,45293018,2009-10-15,,NDC,548682913,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,44866725,2007-06-01,D,NDC,54868291300,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2019-07-01
Methylprednisolone 4 MG Oral Tablet,45156087,2007-06-01,D,NDC,54868291301,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2019-07-01
Methylprednisolone 4 MG Oral Tablet,44934980,2008-01-01,D,NDC,54868291302,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2019-07-01
Methylprednisolone 4 MG Oral Tablet,45326992,2009-11-01,D,NDC,54868291303,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2019-07-01
METHYLPREDNISOLONE - methylprednisolone tablet,45652479,2018-05-08,,SPL,eb490a04-fc21-42c8-a826-3cc8f67ebf6e,Prescription Drug,C,METHYLPREDNISOLONE - methylprednisolone tablet,Drug,2099-12-31
METHYLPREDNISOLONE - methylprednisolone tablet,45702403,2020-07-20,,SPL,ebe4f4a5-3fec-4f30-8289-25e594162c49,Prescription Drug,C,METHYLPREDNISOLONE - methylprednisolone tablet,Drug,2099-12-31
Methylprednisolone 125 MG/ML Injectable Solution,44986475,2016-04-01,D,NDC,55390021801,11-digit NDC,,Methylprednisolone 125 MG/ML Injectable Solution,Drug,2016-10-01
Methylprednisolone 125 MG/ML Injectable Solution,45122717,2016-04-01,D,NDC,55390021901,11-digit NDC,,Methylprednisolone 125 MG/ML Injectable Solution,Drug,2016-10-01
methylprednisolone 4mg/1 ORAL TABLET [medrol],45309580,1957-10-24,,NDC,545690327,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET [medrol],Drug,2099-12-31
{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],44968273,2009-08-01,D,NDC,54569032700,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2017-06-01
methylprednisolone 4mg/1 ORAL TABLET,45155743,1998-12-22,,NDC,545691036,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45189823,2014-01-01,D,NDC,54569103600,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2017-06-01
Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],44934645,2016-08-01,D,NDC,54569155500,11-digit NDC,,Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],Drug,2017-06-01
Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],45104610,2016-08-01,D,NDC,54569155501,11-digit NDC,,Methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],Drug,2017-06-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45121710,2007-06-01,D,NDC,54569213600,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2011-01-01
methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],44866377,2016-04-01,D,NDC,54569221300,11-digit NDC,,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],Drug,2017-06-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45377812,2007-06-01,D,NDC,54569393400,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2017-06-01
Methylprednisolone 40 MG Injection [Solu-Medrol],44464390,2016-03-01,D,NDC,54569393401,11-digit NDC,,Methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2017-06-01
methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],45189888,2016-04-01,D,NDC,54569394600,11-digit NDC,,methylprednisolone acetate 40 MG/ML Injectable Suspension [Depo-Medrol],Drug,2017-06-01
methylprednisolone 4mg/1 ORAL TABLET,36195300,1997-10-31,,NDC,712050054,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,36181242,2018-08-01,,NDC,71205005421,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 4mg/1 ORAL TABLET,45841729,1997-10-31,,NDC,597460001,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
{21 (methylprednisolone 4 MG Oral Tablet) } Pack,45175400,2008-08-01,,NDC,59746000103,11-digit NDC,,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2099-12-31
methylprednisolone 4 MG Oral Tablet,45005038,2007-06-01,,NDC,59746000106,11-digit NDC,,methylprednisolone 4 MG Oral Tablet,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,44920264,2007-06-01,D,NDC,59746000109,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-12-01
methylprednisolone 16mg/1 ORAL TABLET,45841731,1997-10-31,,NDC,597460003,9-digit NDC,,methylprednisolone 16mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,45363328,2007-09-01,,NDC,59746000314,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
methylprednisolone 16mg/1 ORAL TABLET,44920278,2013-03-25,,NDC,597620050,9-digit NDC,,methylprednisolone 16mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet,45107359,2013-05-01,,NDC,59762005001,11-digit NDC,,methylprednisolone 16 MG Oral Tablet,Drug,2099-12-31
METHYLPREDNISOLONE - methylprednisolone tablet,45646457,2010-12-02,,SPL,d9c544cd-2dc6-47f0-9843-ee20aadfcbdd,Prescription Drug,C,METHYLPREDNISOLONE - methylprednisolone tablet,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,45004670,2007-06-01,D,NDC,58016099300,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45192121,2007-06-01,D,NDC,58016099301,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44953697,2007-06-01,D,NDC,58016099302,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45140831,2007-06-01,D,NDC,58016099303,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45055943,2007-06-01,D,NDC,58016099304,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44936968,2007-06-01,D,NDC,58016099305,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45380106,2007-06-01,D,NDC,58016099306,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45311963,2007-06-01,D,NDC,58016099307,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44902932,2007-06-01,D,NDC,58016099308,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45260706,2007-06-01,D,NDC,58016099309,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44936969,2007-06-01,D,NDC,58016099310,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45277809,2007-06-01,D,NDC,58016099312,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45209364,2007-06-01,D,NDC,58016099314,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45192122,2007-06-01,D,NDC,58016099315,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45328951,2007-06-01,D,NDC,58016099316,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45345954,2007-06-01,D,NDC,58016099318,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45226583,2007-06-01,D,NDC,58016099320,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45123893,2007-06-01,D,NDC,58016099321,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45328952,2007-06-01,D,NDC,58016099324,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45038963,2007-06-01,D,NDC,58016099325,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44953698,2007-06-01,D,NDC,58016099326,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45226584,2007-06-01,D,NDC,58016099327,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44919927,2007-06-01,D,NDC,58016099328,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45089932,2007-06-01,D,NDC,58016099330,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45055944,2007-06-01,D,NDC,58016099332,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45140832,2007-06-01,D,NDC,58016099335,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45038964,2007-06-01,D,NDC,58016099336,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45004671,2007-06-01,D,NDC,58016099340,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45260707,2007-06-01,D,NDC,58016099342,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45175060,2007-06-01,D,NDC,58016099344,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,44851512,2007-06-01,D,NDC,58016099345,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45363007,2007-06-01,D,NDC,58016099348,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45328953,2007-06-01,D,NDC,58016099350,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45106988,2007-06-01,D,NDC,58016099356,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45073096,2007-06-01,D,NDC,58016099360,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45157953,2007-06-01,D,NDC,58016099367,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45004672,2007-06-01,D,NDC,58016099369,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45106989,2007-06-01,D,NDC,58016099370,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45209365,2007-06-01,D,NDC,58016099371,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45106990,2007-06-01,D,NDC,58016099372,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45123894,2007-06-01,D,NDC,58016099373,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
