concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
diphenylpyraline 0.001 MG/MG / Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG / Nylidrin 0.001 MG/MG Topical Cream Box of 1,40993590,2017-08-24,,RxNorm Extension,OMOP2191552,Clinical Drug Box,S,diphenylpyraline 0.001 MG/MG / Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG / Nylidrin 0.001 MG/MG Topical Cream Box of 1,Drug,2099-12-31
Aluminum carbonate 0.001 MG/MG / Dibromsalicil 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,40994263,2017-08-24,,RxNorm Extension,OMOP2192225,Clinical Drug,S,Aluminum carbonate 0.001 MG/MG / Dibromsalicil 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
Allantoin 0.02 MG/MG / Hydrocortisone 0.02 MG/MG / Melissa officinalis extract 0.02 MG/MG / MERCURIC CATION 0.0153 MG/MG Topical Ointment Box of 1,40994337,2017-08-24,,RxNorm Extension,OMOP2192299,Clinical Drug Box,S,Allantoin 0.02 MG/MG / Hydrocortisone 0.02 MG/MG / Melissa officinalis extract 0.02 MG/MG / MERCURIC CATION 0.0153 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
Allantoin 0.005 MG/MG / Bismuth 0.036 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.03 MG/MG / resorcinol 0.01 MG/MG / Zinc Oxide 0.128 MG/MG Topical Ointment Box of 1,40994342,2017-08-24,,RxNorm Extension,OMOP2192304,Clinical Drug Box,S,Allantoin 0.005 MG/MG / Bismuth 0.036 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.03 MG/MG / resorcinol 0.01 MG/MG / Zinc Oxide 0.128 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment,40994397,2017-08-24,,RxNorm Extension,OMOP2192359,Clinical Drug,S,Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment,Drug,2099-12-31
3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG Rectal Suppository Box of 6,40994611,2017-08-24,,RxNorm Extension,OMOP2192573,Clinical Drug Box,S,3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG Rectal Suppository Box of 6,Drug,2099-12-31
Aesculus hippocastanum bark extract 4.4 MG / Bismuth 44 MG / Hamamelis virginiana whole extract 22 MG / Hydrocortisone 5 MG / Zinc Gluconate 140 MG Rectal Suppository [Fissan] Box of 10,41006511,2017-08-24,,RxNorm Extension,OMOP2204473,Branded Drug Box,S,Aesculus hippocastanum bark extract 4.4 MG / Bismuth 44 MG / Hamamelis virginiana whole extract 22 MG / Hydrocortisone 5 MG / Zinc Gluconate 140 MG Rectal Suppository [Fissan] Box of 10,Drug,2099-12-31
3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG Rectal Suppository [Cohortan Rectal] Box of 6,41006797,2017-08-24,,RxNorm Extension,OMOP2204759,Branded Drug Box,S,3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG Rectal Suppository [Cohortan Rectal] Box of 6,Drug,2099-12-31
Escherichia coli 387 MG / Hydrocortisone 5 MG Rectal Suppository [Posterisan Akut] Box of 10 by Dr. Kade,41011184,2017-08-24,,RxNorm Extension,OMOP2209146,Marketed Product,S,Escherichia coli 387 MG / Hydrocortisone 5 MG Rectal Suppository [Posterisan Akut] Box of 10 by Dr. Kade,Drug,2099-12-31
Hydrocortisone 0.00025 MG/MG,41014010,2017-08-24,,RxNorm Extension,OMOP2211972,Clinical Drug Comp,S,Hydrocortisone 0.00025 MG/MG,Drug,2099-12-31
Hydrocortisone 0.0004 MG/MG,41014011,2017-08-24,,RxNorm Extension,OMOP2211973,Clinical Drug Comp,S,Hydrocortisone 0.0004 MG/MG,Drug,2099-12-31
Hydrocortisone 0.005 MG/MG / Sodium Ichtosylate 0.01 MG/MG Topical Cream [Ichtho] Box of 10,41000988,2017-08-24,,RxNorm Extension,OMOP2198950,Branded Drug Box,S,Hydrocortisone 0.005 MG/MG / Sodium Ichtosylate 0.01 MG/MG Topical Cream [Ichtho] Box of 10,Drug,2099-12-31
Hydrocortisone 0.005 MG/MG / Sodium Ichtosylate 0.01 MG/MG Topical Cream [Ichtho],41000989,2017-08-24,,RxNorm Extension,OMOP2198951,Branded Drug,S,Hydrocortisone 0.005 MG/MG / Sodium Ichtosylate 0.01 MG/MG Topical Cream [Ichtho],Drug,2099-12-31
Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Injectable Solution [Pantocrinale],41000990,2017-08-24,,RxNorm Extension,OMOP2198952,Branded Drug,S,Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML Injectable Solution [Pantocrinale],Drug,2099-12-31
Hydrocortisone 20 MG/ML / Oxytetracycline 60 MG/ML / Polymyxin B 20000 UNT/ML Topical Solution [Terracortril] Box of 50,41000991,2017-08-24,,RxNorm Extension,OMOP2198953,Branded Drug Box,S,Hydrocortisone 20 MG/ML / Oxytetracycline 60 MG/ML / Polymyxin B 20000 UNT/ML Topical Solution [Terracortril] Box of 50,Drug,2099-12-31
Hydrocortisone 20 MG/ML / Oxytetracycline 60 MG/ML / Polymyxin B 20000 UNT/ML Topical Solution [Terracortril] Box of 10,41000992,2017-08-24,,RxNorm Extension,OMOP2198954,Branded Drug Box,S,Hydrocortisone 20 MG/ML / Oxytetracycline 60 MG/ML / Polymyxin B 20000 UNT/ML Topical Solution [Terracortril] Box of 10,Drug,2099-12-31
Hydrocortisone 0.0025 MG/MG / octanoic acid 0.005 MG/MG / Salicylic Acid 0.01 MG/MG / Sodium Ichtosylate 0.03 MG/MG / Undecylenate 0.005 MG/MG Medicated Shampoo [Fungichthoson],41000993,2017-08-24,,RxNorm Extension,OMOP2198955,Branded Drug,S,Hydrocortisone 0.0025 MG/MG / octanoic acid 0.005 MG/MG / Salicylic Acid 0.01 MG/MG / Sodium Ichtosylate 0.03 MG/MG / Undecylenate 0.005 MG/MG Medicated Shampoo [Fungichthoson],Drug,2099-12-31
Hydrocortisone 5 MG / Neomycin 5 MG / Sulfanilamide 400 MG / sulfathiazole 100 MG Vaginal Tablet [Tampovagan] Box of 8,41000994,2017-08-24,,RxNorm Extension,OMOP2198956,Branded Drug Box,S,Hydrocortisone 5 MG / Neomycin 5 MG / Sulfanilamide 400 MG / sulfathiazole 100 MG Vaginal Tablet [Tampovagan] Box of 8,Drug,2099-12-31
Hydrocortisone 3 MG/ML Prefilled Applicator [Ficortril],41000995,2017-08-24,,RxNorm Extension,OMOP2198957,Branded Drug,S,Hydrocortisone 3 MG/ML Prefilled Applicator [Ficortril],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 100,41000998,2017-08-24,,RxNorm Extension,OMOP2198960,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 100,Drug,2099-12-31
Hydrocortisone 10 MG/ML Injectable Solution [Hydrogalen],41001010,2017-08-24,,RxNorm Extension,OMOP2198972,Branded Drug,S,Hydrocortisone 10 MG/ML Injectable Solution [Hydrogalen],Drug,2099-12-31
Hydrocortisone 15 MG/ML Prefilled Applicator [Ficortril] Box of 1,41001011,2017-08-24,,RxNorm Extension,OMOP2198973,Branded Drug Box,S,Hydrocortisone 15 MG/ML Prefilled Applicator [Ficortril] Box of 1,Drug,2099-12-31
Hydrocortisone 25 MG/ML Injectable Solution [Scheroson F],41001030,2017-08-24,,RxNorm Extension,OMOP2198992,Branded Drug,S,Hydrocortisone 25 MG/ML Injectable Solution [Scheroson F],Drug,2099-12-31
Hydrocortisone 66.8 MG/ML Injectable Solution [Hydrocortison Rotexmedica],41001035,2017-08-24,,RxNorm Extension,OMOP2198997,Branded Drug,S,Hydrocortisone 66.8 MG/ML Injectable Solution [Hydrocortison Rotexmedica],Drug,2099-12-31
Escherichia coli 0.167 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Posterisan Akut] Box of 1,41002459,2017-08-24,,RxNorm Extension,OMOP2200421,Branded Drug Box,S,Escherichia coli 0.167 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Posterisan Akut] Box of 1,Drug,2099-12-31
Chloramphenicol 2 MG/ML / Hydrocortisone 4 MG/ML / Vitamin A 5000 UNT/ML Topical Solution [Corti Flexiole] Box of 1,41004299,2017-08-24,,RxNorm Extension,OMOP2202261,Branded Drug Box,S,Chloramphenicol 2 MG/ML / Hydrocortisone 4 MG/ML / Vitamin A 5000 UNT/ML Topical Solution [Corti Flexiole] Box of 1,Drug,2099-12-31
Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 1,41004343,2017-08-24,,RxNorm Extension,OMOP2202305,Branded Drug Box,S,Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 1,Drug,2099-12-31
Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison],41004344,2017-08-24,,RxNorm Extension,OMOP2202306,Branded Drug,S,Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison],Drug,2099-12-31
Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 10,41004345,2017-08-24,,RxNorm Extension,OMOP2202307,Branded Drug Box,S,Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 10,Drug,2099-12-31
diphenylpyraline 0.001 MG/MG / Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG / Nylidrin 0.001 MG/MG Topical Cream [Tropoderm] Box of 10,41005116,2017-08-24,,RxNorm Extension,OMOP2203078,Branded Drug Box,S,diphenylpyraline 0.001 MG/MG / Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG / Nylidrin 0.001 MG/MG Topical Cream [Tropoderm] Box of 10,Drug,2099-12-31
boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Hydrocort] Box of 1,41005247,2017-08-24,,RxNorm Extension,OMOP2203209,Branded Drug Box,S,boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Hydrocort] Box of 1,Drug,2099-12-31
Aluminum stearate 30 MG / Hydrocortisone 3.3 MG / Menthol 1 MG / Pheniramine 10 MG Rectal Suppository [Potanal] Box of 60,41006347,2017-08-24,,RxNorm Extension,OMOP2204309,Branded Drug Box,S,Aluminum stearate 30 MG / Hydrocortisone 3.3 MG / Menthol 1 MG / Pheniramine 10 MG Rectal Suppository [Potanal] Box of 60,Drug,2099-12-31
Allantoin 0.02 MG/MG / Coal Tar 0.05 MG/MG / Hydrocortisone 0.0055 MG/MG Topical Cream [Poloris],41006436,2017-08-24,,RxNorm Extension,OMOP2204398,Branded Drug,S,Allantoin 0.02 MG/MG / Coal Tar 0.05 MG/MG / Hydrocortisone 0.0055 MG/MG Topical Cream [Poloris],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] Box of 100 by Acis,40979100,2017-08-24,,RxNorm Extension,OMOP2177062,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] Box of 100 by Acis,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 100 by Teofarma,40979101,2017-08-24,,RxNorm Extension,OMOP2177063,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 100 by Teofarma,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 100 by Mibe,40979102,2017-08-24,,RxNorm Extension,OMOP2177064,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 100 by Mibe,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 100 by Galen,40979103,2017-08-24,,RxNorm Extension,OMOP2177065,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 100 by Galen,Drug,2099-12-31
Hydrocortisone 0.000667 MG/MG,40982709,2017-08-24,,RxNorm Extension,OMOP2180671,Clinical Drug Comp,S,Hydrocortisone 0.000667 MG/MG,Drug,2099-12-31
Hydrocortisone 0.0063 MG/MG,40982710,2017-08-24,,RxNorm Extension,OMOP2180672,Clinical Drug Comp,S,Hydrocortisone 0.0063 MG/MG,Drug,2099-12-31
Hydrocortisone 0.0000667 MG/MG,40982711,2017-08-24,,RxNorm Extension,OMOP2180673,Clinical Drug Comp,S,Hydrocortisone 0.0000667 MG/MG,Drug,2099-12-31
Hydrocortisone 0.08 MG/MG,40982712,2017-08-24,,RxNorm Extension,OMOP2180674,Clinical Drug Comp,S,Hydrocortisone 0.08 MG/MG,Drug,2099-12-31
Hydrocortisone 0.0025 MG/MG / octanoic acid 0.005 MG/MG / Salicylic Acid 0.01 MG/MG / Sodium Ichtosylate 0.03 MG/MG / Undecylenate 0.005 MG/MG [Fungichthoson],40984716,2017-08-24,,RxNorm Extension,OMOP2182678,Branded Drug Comp,S,Hydrocortisone 0.0025 MG/MG / octanoic acid 0.005 MG/MG / Salicylic Acid 0.01 MG/MG / Sodium Ichtosylate 0.03 MG/MG / Undecylenate 0.005 MG/MG [Fungichthoson],Drug,2099-12-31
Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG [Corti Ehrl],40984717,2017-08-24,,RxNorm Extension,OMOP2182679,Branded Drug Comp,S,Hydrocortisone 0.005 MG/MG / Neomycin 0.005 MG/MG [Corti Ehrl],Drug,2099-12-31
Hydrocortisone 3.3 MG [Posterine],40984718,2017-08-24,,RxNorm Extension,OMOP2182680,Branded Drug Comp,S,Hydrocortisone 3.3 MG [Posterine],Drug,2099-12-31
Hydrocortisone 0.0001 MG/MG [Linolacort Hydro],40984719,2017-08-24,,RxNorm Extension,OMOP2182681,Branded Drug Comp,S,Hydrocortisone 0.0001 MG/MG [Linolacort Hydro],Drug,2099-12-31
Hydrocortisone 0.005 MG/MG [Hydro Wolff],40984721,2017-08-24,,RxNorm Extension,OMOP2182683,Branded Drug Comp,S,Hydrocortisone 0.005 MG/MG [Hydro Wolff],Drug,2099-12-31
Hydrocortisone 0.0005 MG/MG [Hydrocutan],40984722,2017-08-24,,RxNorm Extension,OMOP2182684,Branded Drug Comp,S,Hydrocortisone 0.0005 MG/MG [Hydrocutan],Drug,2099-12-31
Hydrocortisone 0.0002 MG/MG [Linolacort Hydro],40984723,2017-08-24,,RxNorm Extension,OMOP2182685,Branded Drug Comp,S,Hydrocortisone 0.0002 MG/MG [Linolacort Hydro],Drug,2099-12-31
Hydrocortisone 0.0002 MG/MG [Hydrocort],40984724,2017-08-24,,RxNorm Extension,OMOP2182686,Branded Drug Comp,S,Hydrocortisone 0.0002 MG/MG [Hydrocort],Drug,2099-12-31
Hydrocortisone 0.000125 MG/MG [Soventol],40984726,2017-08-24,,RxNorm Extension,OMOP2182688,Branded Drug Comp,S,Hydrocortisone 0.000125 MG/MG [Soventol],Drug,2099-12-31
Hydrocortisone 0.000025 MG/MG [Soventol],40984728,2017-08-24,,RxNorm Extension,OMOP2182690,Branded Drug Comp,S,Hydrocortisone 0.000025 MG/MG [Soventol],Drug,2099-12-31
Hydrocortisone 25 MG/ML [Scheroson F],40984729,2017-08-24,,RxNorm Extension,OMOP2182691,Branded Drug Comp,S,Hydrocortisone 25 MG/ML [Scheroson F],Drug,2099-12-31
Hydrocortisone 0.000333 MG/MG [Hydro Wolff],40984730,2017-08-24,,RxNorm Extension,OMOP2182692,Branded Drug Comp,S,Hydrocortisone 0.000333 MG/MG [Hydro Wolff],Drug,2099-12-31
Hydrocortisone 0.000333 MG/MG [Ficortril],40984731,2017-08-24,,RxNorm Extension,OMOP2182693,Branded Drug Comp,S,Hydrocortisone 0.000333 MG/MG [Ficortril],Drug,2099-12-31
Hydrocortisone 0.00001 MG/MG [Laticort],40984732,2017-08-24,,RxNorm Extension,OMOP2182694,Branded Drug Comp,S,Hydrocortisone 0.00001 MG/MG [Laticort],Drug,2099-12-31
Fusidate 10 MG/ML / Hydrocortisone 1 MG/ML [Fucidine],40984886,2017-08-24,,RxNorm Extension,OMOP2182848,Branded Drug Comp,S,Fusidate 10 MG/ML / Hydrocortisone 1 MG/ML [Fucidine],Drug,2099-12-31
bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG [Soventol],40985785,2017-08-24,,RxNorm Extension,OMOP2183747,Branded Drug Comp,S,bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG [Soventol],Drug,2099-12-31
Amfomycin 0.005 MG/MG / Framycetin 0.005 MG/MG / Hydrocortisone 0.01 MG/MG [Ecomytrin],40985989,2017-08-24,,RxNorm Extension,OMOP2183951,Branded Drug Comp,S,Amfomycin 0.005 MG/MG / Framycetin 0.005 MG/MG / Hydrocortisone 0.01 MG/MG [Ecomytrin],Drug,2099-12-31
3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG [Cohortan Rectal],40986172,2017-08-24,,RxNorm Extension,OMOP2184134,Branded Drug Comp,S,3-Benzhydryloxy-8-Isopropylnortropane 3.75 MG / Hydrocortisone 7.5 MG / Tyrothricin 1.5 MG [Cohortan Rectal],Drug,2099-12-31
Hydrocortisone / octanoic acid / Salicylic Acid / Sodium Ichtosylate / Undecylenate Medicated Shampoo,40986368,2017-08-24,,RxNorm Extension,OMOP2184330,Clinical Drug Form,S,Hydrocortisone / octanoic acid / Salicylic Acid / Sodium Ichtosylate / Undecylenate Medicated Shampoo,Drug,2099-12-31
Escherichia coli / Hydrocortisone / Pseudomonas aeruginosa / Staphylococcus aureus / Streptococcus Topical Ointment,40986443,2017-08-24,,RxNorm Extension,OMOP2184405,Clinical Drug Form,S,Escherichia coli / Hydrocortisone / Pseudomonas aeruginosa / Staphylococcus aureus / Streptococcus Topical Ointment,Drug,2099-12-31
Escherichia coli / Hydrocortisone Injectable Solution,40986444,2017-08-24,,RxNorm Extension,OMOP2184406,Clinical Drug Form,S,Escherichia coli / Hydrocortisone Injectable Solution,Drug,2099-12-31
Chlorphenesin / Estriol / Hydrocortisone / Pseudomonas aeruginosa / Staphylococcus aureus / Streptococcus Vaginal Tablet,40986579,2017-08-24,,RxNorm Extension,OMOP2184541,Clinical Drug Form,S,Chlorphenesin / Estriol / Hydrocortisone / Pseudomonas aeruginosa / Staphylococcus aureus / Streptococcus Vaginal Tablet,Drug,2099-12-31
Hydrocortisone / Salicylic Acid Injectable Solution [Pantocrinale],40988102,2017-08-24,,RxNorm Extension,OMOP2186064,Branded Drug Form,S,Hydrocortisone / Salicylic Acid Injectable Solution [Pantocrinale],Drug,2099-12-31
Hydrocortisone / Oxytetracycline / Polymyxin B Prefilled Syringe [Farco Tril],40988103,2017-08-24,,RxNorm Extension,OMOP2186065,Branded Drug Form,S,Hydrocortisone / Oxytetracycline / Polymyxin B Prefilled Syringe [Farco Tril],Drug,2099-12-31
heparin / Hydrocortisone / polidocanol / Thiamine / Tyrothricin / Vitamin A / Vitamin E Topical Ointment [Thrombotison],40988155,2017-08-24,,RxNorm Extension,OMOP2186117,Branded Drug Form,S,heparin / Hydrocortisone / polidocanol / Thiamine / Tyrothricin / Vitamin A / Vitamin E Topical Ointment [Thrombotison],Drug,2099-12-31
Hydrocortisone 0.004 MG/MG / Sodium Ichtosylate 0.03 MG/MG Topical Ointment [Ichtho] Box of 1,40969676,2017-08-24,,RxNorm Extension,OMOP2167638,Branded Drug Box,S,Hydrocortisone 0.004 MG/MG / Sodium Ichtosylate 0.03 MG/MG Topical Ointment [Ichtho] Box of 1,Drug,2099-12-31
Hydrocortisone 0.005 MG/MG / Sodium 0.04 MG/MG / Urea 0.04 MG/MG Topical Cream [Condilan],40969677,2017-08-24,,RxNorm Extension,OMOP2167639,Branded Drug,S,Hydrocortisone 0.005 MG/MG / Sodium 0.04 MG/MG / Urea 0.04 MG/MG Topical Cream [Condilan],Drug,2099-12-31
Hydrocortisone 15 MG/ML / Polymyxin B 10000 UNT/ML / Tetracycline 5 MG/ML Prefilled Applicator [Tetra Monem],40969678,2017-08-24,,RxNorm Extension,OMOP2167640,Branded Drug,S,Hydrocortisone 15 MG/ML / Polymyxin B 10000 UNT/ML / Tetracycline 5 MG/ML Prefilled Applicator [Tetra Monem],Drug,2099-12-31
Hydrocortisone 15 MG/ML / Oxytetracycline 5 MG/ML / Polymyxin B 10000 UNT/ML Prefilled Applicator [Terracortril] Box of 1,40969679,2017-08-24,,RxNorm Extension,OMOP2167641,Branded Drug Box,S,Hydrocortisone 15 MG/ML / Oxytetracycline 5 MG/ML / Polymyxin B 10000 UNT/ML Prefilled Applicator [Terracortril] Box of 1,Drug,2099-12-31
Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.01 MG/MG / Polymyxin B 0.01 UNT/MG Topical Cream [Terracortril],40969680,2017-08-24,,RxNorm Extension,OMOP2167642,Branded Drug,S,Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.01 MG/MG / Polymyxin B 0.01 UNT/MG Topical Cream [Terracortril],Drug,2099-12-31
Hydrocortisone 5 MG / Neomycin 5 MG / Sulfanilamide 400 MG / sulfathiazole 100 MG Vaginal Tablet [Tampovagan] Box of 80,40969681,2017-08-24,,RxNorm Extension,OMOP2167643,Branded Drug Box,S,Hydrocortisone 5 MG / Neomycin 5 MG / Sulfanilamide 400 MG / sulfathiazole 100 MG Vaginal Tablet [Tampovagan] Box of 80,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 50,40969685,2017-08-24,,RxNorm Extension,OMOP2167647,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 50,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 20,40969686,2017-08-24,,RxNorm Extension,OMOP2167648,Branded Drug Box,S,Hydrocortisone 10 MG Oral Tablet [Hydrocutan] Box of 20,Drug,2099-12-31
Hydrocortisone 5 MG Oral Tablet [Plenadren] Box of 100,40969704,2017-08-24,,RxNorm Extension,OMOP2167666,Branded Drug Box,S,Hydrocortisone 5 MG Oral Tablet [Plenadren] Box of 100,Drug,2099-12-31
Hydrocortisone 0.1 MG/ML Injectable Solution [Hydrogalen] Box of 1,40969708,2017-08-24,,RxNorm Extension,OMOP2167670,Branded Drug Box,S,Hydrocortisone 0.1 MG/ML Injectable Solution [Hydrogalen] Box of 1,Drug,2099-12-31
heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Thrombotison] Box of 1,40969953,2017-08-24,,RxNorm Extension,OMOP2167915,Branded Drug Box,S,heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Thrombotison] Box of 1,Drug,2099-12-31
guaiazulene 0.0001 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Ekzesin],40970073,2017-08-24,,RxNorm Extension,OMOP2168035,Branded Drug,S,guaiazulene 0.0001 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Ekzesin],Drug,2099-12-31
Framycetin 10 MG/ML / Hydrocortisone 5 MG/ML Medicated Shampoo [Corti Ehrl],40970418,2017-08-24,,RxNorm Extension,OMOP2168380,Branded Drug,S,Framycetin 10 MG/ML / Hydrocortisone 5 MG/ML Medicated Shampoo [Corti Ehrl],Drug,2099-12-31
diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream [Topoderm N],40971541,2017-08-24,,RxNorm Extension,OMOP2169503,Branded Drug,S,diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream [Topoderm N],Drug,2099-12-31
Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur],40972581,2017-08-24,,RxNorm Extension,OMOP2170543,Branded Drug,S,Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur],Drug,2099-12-31
Chlorphenesin 300 MG / Hydrocortisone 50 MG Vaginal Suppository [Soorphenesin],40972898,2017-08-24,,RxNorm Extension,OMOP2170860,Branded Drug,S,Chlorphenesin 300 MG / Hydrocortisone 50 MG Vaginal Suppository [Soorphenesin],Drug,2099-12-31
boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Hydrocort],40973854,2017-08-24,,RxNorm Extension,OMOP2171816,Branded Drug,S,boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Hydrocort],Drug,2099-12-31
bibrocathol 0.05 MG/MG / Hydrocortisone 0.005 MG/MG Ophthalmic Ointment [Novifort] Box of 1,40973999,2017-08-24,,RxNorm Extension,OMOP2171961,Branded Drug Box,S,bibrocathol 0.05 MG/MG / Hydrocortisone 0.005 MG/MG Ophthalmic Ointment [Novifort] Box of 1,Drug,2099-12-31
bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1,40974232,2017-08-24,,RxNorm Extension,OMOP2172194,Branded Drug Box,S,bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1,Drug,2099-12-31
Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML [Rombellin],41015857,2017-08-24,,RxNorm Extension,OMOP2213819,Branded Drug Comp,S,Hydrocortisone 1 MG/ML / Salicylic Acid 15 MG/ML [Rombellin],Drug,2099-12-31
Hydrocortisone 0.0001 MG/MG [Alfason],41015859,2017-08-24,,RxNorm Extension,OMOP2213821,Branded Drug Comp,S,Hydrocortisone 0.0001 MG/MG [Alfason],Drug,2099-12-31
Hydrocortisone 0.001 MG/MG [Systral],41015860,2017-08-24,,RxNorm Extension,OMOP2213822,Branded Drug Comp,S,Hydrocortisone 0.001 MG/MG [Systral],Drug,2099-12-31
