concept_id	concept_name	standard_concept	standard_concept_caption	invalid_reason	invalid_reason_caption	concept_code	domain_id	vocabulary_id	concept_class_id
35511521	triamcinolone acetonide .25mg/g TOPICAL OINTMENT	C		NULL		67082516-345d-4d16-96e2-b7ddbe73206c	Drug	SPL	Prescription Drug
35511776	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [triamcinolone acetonide nasal]	C		NULL		7063de2f-c96d-4edd-b63e-327ca5952572	Drug	SPL	OTC Drug
35511809	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		71a8e943-b438-c076-241f-2b97e04e7b26	Drug	SPL	OTC Drug
35512829	triamcinolone acetonide 1mg/g TOPICAL CREAM	C		NULL		78228bb5-e75b-4f8b-e053-2991aa0a73b4	Drug	SPL	Prescription Drug
35513464	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL CREAM	C		NULL		7910895b-eb60-fc4e-e053-2991aa0ad2ec	Drug	SPL	Prescription Drug
35513728	triamcinolone acetonide extended-release injectable suspension INTRA-ARTICULAR KIT [zilretta]	C		NULL		799ae216-3cfa-ac05-e053-2a91aa0afd54	Drug	SPL	Prescription Drug
35514025	budesonide 3mg/1 ORAL CAPSULE	C		NULL		7a05bda0-9181-89d5-e053-2991aa0a3295	Drug	SPL	Prescription Drug
35514305	triamcinolone acetonide 1mg/g TOPICAL OINTMENT	C		NULL		7a7ef880-1219-04bc-e053-2a91aa0a3c05	Drug	SPL	Prescription Drug
35514411	triamcinolone acetonide 1mg/g TOPICAL CREAM	C		NULL		7a936a37-e080-8f8a-e053-2a91aa0a4939	Drug	SPL	Prescription Drug
35514719	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		7ad1ac25-152a-d804-e053-2991aa0abbac	Drug	SPL	OTC Drug
35514920	budesonide 3mg/1 ORAL CAPSULE	C		NULL		7b20128a-791c-d6d4-e053-2a91aa0ae4ab	Drug	SPL	Prescription Drug
35515101	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		7b41aefa-bfa4-4547-af68-b65d8a3edb0d	Drug	SPL	Prescription Drug
35515147	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [nasal allergy]	C		NULL		7cce6f2d-e1e5-4ba3-81ba-eff03799f75f	Drug	SPL	OTC Drug
35515217	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		7faffd2a-c56f-be98-385d-19b13e8e9f9e	Drug	SPL	OTC Drug
35515220	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [leader nasal allergy]	C		NULL		7fc1a850-b06a-4b6e-ab97-854c48bd3baa	Drug	SPL	OTC Drug
35515260	budesonide 3mg/1 ORAL CAPSULE [entocort ec]	C		NULL		81a78d76-4699-452f-bdb4-1f9c225aeb28	Drug	SPL	Prescription Drug
35515396	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [childrens nasacort allergy 24hr]	C		NULL		8853d370-8afc-44d9-9d41-cb182fcf039a	Drug	SPL	OTC Drug
35515520	mometasone furoate 1mg/g TOPICAL OINTMENT	C		NULL		8da49d74-15d8-4c70-a240-8365aa485159	Drug	SPL	Prescription Drug
35515545	mometasone furoate 1mg/g TOPICAL CREAM	C		NULL		8ee1ba4e-dde7-4136-aa92-7efcfab0cb37	Drug	SPL	Prescription Drug
35515602	mometasone furoate 1mg/g TOPICAL OINTMENT	C		NULL		90d94502-76d6-4b74-86f8-0ddc7aa44d63	Drug	SPL	Prescription Drug
35515698	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	C		NULL		96042cbb-6fc7-4c9b-a77d-e96a52bf7c9a	Drug	SPL	Prescription Drug
35515703	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [sound body allergy relief]	C		NULL		961c977f-23f8-405a-9f2f-80abd56cd8d6	Drug	SPL	OTC Drug
35515804	mometasone furoate 1mg/mL TOPICAL SOLUTION	C		NULL		9a38c702-52eb-4b0a-af15-8a069ab7b571	Drug	SPL	Prescription Drug
35515835	fluticasone propionate .5mg/mL TOPICAL LOTION	C		NULL		9b97ca8b-55b2-4b70-a5a0-7278a8da7b26	Drug	SPL	Prescription Drug
35515869	fluticasone propionate and salmeterol 14ug/1 / 55ug/1 / 113ug/1 / 232ug/1 RESPIRATORY (INHALATION) POWDER, METERED [airduo respiclick]	C		NULL		9d3834b8-4654-43df-be2b-1e2bfeb2a2a5	Drug	SPL	Prescription Drug
35516332	fluticasone propionate and salmeterol 14ug/1 / 55ug/1 / 113ug/1 / 232ug/1 RESPIRATORY (INHALATION) POWDER, METERED	C		NULL		b28cf3bf-44a3-485d-8ae7-ba5b7c5ee7f2	Drug	SPL	Prescription Drug
35516334	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [good sense 24 hour allergy nasal]	C		NULL		b290504f-ee04-429d-a8c2-046cd5f1b305	Drug	SPL	OTC Drug
35516361	fluticasone propionate 50ug/1 / 100ug/1 / 250ug/1 RESPIRATORY (INHALATION) POWDER, METERED [flovent diskus]	C		NULL		b3a041f9-ec62-4547-a32b-cb365afba2d8	Drug	SPL	Prescription Drug
35516483	triamcinolone acetonide 10mg/mL INTRA-ARTICULAR; INTRALESIONAL INJECTION, SUSPENSION [kenalog-10]	C		NULL		b9871f95-7f8c-4bad-b21a-c2595cab0dc3	Drug	SPL	Prescription Drug
35516506	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [24 hour allergy nasal]	C		NULL		ba6f78eb-7c31-4d9a-b1be-896d157b3f5e	Drug	SPL	OTC Drug
35516518	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [flonase allergy relief]	C		NULL		bb68fbbf-4e8d-476d-905e-01b1900906de	Drug	SPL	OTC Drug
35516568	budesonide 3mg/1 ORAL CAPSULE	C		NULL		bdd1994f-fecc-41e9-ad6b-bd6bfcf049e7	Drug	SPL	Prescription Drug
35516686	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [24 hour nasal allergy]	C		NULL		c258a3db-e811-44d7-b9ef-714a6dcedcd7	Drug	SPL	OTC Drug
35516782	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [basic care nasal allergy]	C		NULL		c6d710e6-05de-42de-8406-f805954c7a5d	Drug	SPL	OTC Drug
35516840	triamcinolone acetonide 1mg/g / 5mg/g / .25mg/g TOPICAL OINTMENT	C		NULL		c9be642b-3502-4b9d-ace9-48a7d2a93a2f	Drug	SPL	Prescription Drug
35516923	fluticasone propionate .05mg/g TOPICAL OINTMENT	C		NULL		cd2a351d-c5ed-41ee-abaa-f09603bf7557	Drug	SPL	Prescription Drug
35516972	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [equaline nasal allergy]	C		NULL		cf3c815d-19be-48d9-b4b1-692493bcde0d	Drug	SPL	OTC Drug
35517005	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	C		NULL		d0e8b046-483d-4bb2-9b39-4dca959ebef5	Drug	SPL	Prescription Drug
35626878	Fluticasone propionate 50 microgram/actuation pressurized suspension for inhalation	NULL		NULL		770294009	Drug	SNOMED	Clinical Drug
35626881	Mometasone furoate 200 microgram/actuation powder for inhalation	NULL		NULL		770297002	Drug	SNOMED	Clinical Drug
35626882	Mometasone furoate 400 microgram/actuation powder for inhalation	NULL		NULL		770298007	Drug	SNOMED	Clinical Drug
35626889	Fluticasone propionate 125 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation	NULL		NULL		770305002	Drug	SNOMED	Clinical Drug
35626890	Fluticasone propionate 250 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation	NULL		NULL		770306001	Drug	SNOMED	Clinical Drug
35626891	Fluticasone propionate 50 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation	NULL		NULL		770307005	Drug	SNOMED	Clinical Drug
35626892	Fluticasone propionate 100 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation	NULL		NULL		770308000	Drug	SNOMED	Clinical Drug
35626893	Fluticasone propionate 250 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation	NULL		NULL		770309008	Drug	SNOMED	Clinical Drug
35626894	Fluticasone propionate 500 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation	NULL		NULL		770310003	Drug	SNOMED	Clinical Drug
35628257	Pollenase (beclometasone)	NULL		NULL		9307101000001107	Drug	SNOMED	Pharma/Biol Product
35628360	Pulvinal (beclometasone)	NULL		NULL		9317701000001106	Drug	SNOMED	Pharma/Biol Product
35834947	FLUTICASONE PROPIONATE - fluticasone propionate spray, metered	C		NULL		16756136-e813-8a91-3351-7e759d1b4b94	Drug	SPL	OTC Drug
35835014	BETR ALLERGY RELIEF NASAL - fluticasone propionate spray, metered	C		NULL		49f14d6f-a23d-4408-841c-e6df8301daeb	Drug	SPL	OTC Drug
35835325	TRIAMCINOLONE ACETONIDE - triamcinolone acetonide cream	C		NULL		ba4e7f7c-4772-7067-e053-2a95a90a1ea9	Drug	SPL	Prescription Drug
35835667	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		1b9c84b6-42fc-56b5-6bc1-ae84bc9e089a	Drug	SPL	OTC Drug
35835729	triamcinolone acetonide 1mg/g TOPICAL CREAM	C		NULL		2a90bb4a-2269-4b68-9d11-d432c9597351	Drug	SPL	Prescription Drug
35835846	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [topcare nasal allergy]	C		NULL		4663a77b-8a7f-49ba-a260-33eb0d8fe16f	Drug	SPL	OTC Drug
35835891	mometasone furoate 1mg/g TOPICAL CREAM	C		NULL		519a0520-c8d2-43b6-a45b-98c6e118eb1e	Drug	SPL	Prescription Drug
35836012	mometasone furoate monohydrate 50ug/1 NASAL SPRAY, METERED	C		NULL		74bb6412-7e0d-46ad-bbf6-26aa7e5d6c04	Drug	SPL	Prescription Drug
35836213	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		a8adb25a-fdff-40dc-a938-19aeb1703981	Drug	SPL	Prescription Drug
35836767	triamcinolone acetonide 1mg/g TOPICAL CREAM	C		NULL		ba4e7713-d5c8-a2b5-e053-2995a90a39b1	Drug	SPL	Prescription Drug
35836932	triamcinolone acetonide 1mg/g TOPICAL CREAM, OINTMENT	C		NULL		ba85da62-6f2c-2ede-e053-2a95a90a5e01	Drug	SPL	Prescription Drug
35837185	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [fluticasone]	C		NULL		badaae05-a2c6-fbd3-e053-2995a90a12d1	Drug	SPL	Prescription Drug
35837431	mometasone furoate 1mg/g TOPICAL CREAM	C		NULL		bb11f91c-b47b-e758-e053-2995a90afdc5	Drug	SPL	Prescription Drug
35837662	triamcinolone acetonide .25mg/g TOPICAL CREAM	C		NULL		bb18f682-407b-246c-e053-2a95a90a5c73	Drug	SPL	Prescription Drug
35837795	mometasone furoate 1mg/g TOPICAL CREAM	C		NULL		d7fc5f4e-111e-4108-a39c-d84be82778c6	Drug	SPL	Prescription Drug
35837907	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		f8aa295b-860f-41a8-892f-c0c106ff068b	Drug	SPL	Prescription Drug
35837926	triamcinolone acetonide .25mg/g TOPICAL CREAM	C		NULL		fdc809fe-7cda-4811-8c57-c81c637e9d9d	Drug	SPL	Prescription Drug
35837990	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		52565001408	Drug	NDC	11-digit NDC
35838253	budesonide 3 MG Delayed Release Oral Capsule	NULL		NULL		60687059633	Drug	NDC	11-digit NDC
35838420	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		003630652	Drug	NDC	9-digit NDC
35838646	triamcinolone acetonide 1mg/g TOPICAL OINTMENT	NULL		NULL		619190619	Drug	NDC	9-digit NDC
35838750	triamcinolone acetonide 1mg/g TOPICAL CREAM	NULL		NULL		680712339	Drug	NDC	9-digit NDC
35839043	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		802670000	Drug	NDC	9-digit NDC
35839929	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		00363065201	Drug	NDC	11-digit NDC
35839930	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		00363065202	Drug	NDC	11-digit NDC
35839931	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		00363065203	Drug	NDC	11-digit NDC
35839932	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		80267000001	Drug	NDC	11-digit NDC
35840443	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		68071233908	Drug	NDC	11-digit NDC
35840444	triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		36800062107	Drug	NDC	11-digit NDC
35900164	2 ML triamcinolone hexacetonide 20 MG/ML Injection [Hexatrione]	NULL		NULL		59137057001	Drug	NDC	11-digit NDC
35900165	triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		00363081107	Drug	NDC	11-digit NDC
35900798	triamcinolone hexacetonide 40mg/2mL INTRA-ARTICULAR INJECTION, SUSPENSION [hexatrione 2%]	NULL		NULL		591370570	Drug	NDC	9-digit NDC
35900910	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		ff229def-fd79-4edb-bb32-79363141d85a	Drug	SPL	Prescription Drug
35900975	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [allergy nasal]	C		NULL		e543d16a-b8bd-4a58-9944-4f19f2ad746f	Drug	SPL	OTC Drug
35901348	triamcinolone hexacetonide 40mg/2mL INTRA-ARTICULAR INJECTION, SUSPENSION [hexatrione 2%]	C		NULL		bc07ae9f-8a75-6bc8-e053-2995a90afc0d	Drug	SPL	Prescription Drug
35901424	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		a406ffbd-285c-4b26-ab72-88aef685b13f	Drug	SPL	Prescription Drug
35901583	fluticasone propionate and salmeterol 50ug/1 / 500ug/1 RESPIRATORY (INHALATION) POWDER	C		NULL		67e9daf3-a152-4cf6-b62b-0f3570eead45	Drug	SPL	Prescription Drug
35901632	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		5adfc3e5-7fef-4872-b899-85f570a4988d	Drug	SPL	Prescription Drug
35901681	fluticasone propionate and salmeterol 50ug/1 / 100ug/1 RESPIRATORY (INHALATION) POWDER	C		NULL		4b290be4-9f5d-46c0-9c5a-11a2a77f44d4	Drug	SPL	Prescription Drug
35517012	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	C		NULL		d114c5ac-5e95-43a1-a2a0-6bd17a28acd7	Drug	SPL	Prescription Drug
35517232	triamcinolone acetonide 1mg/g / 5mg/g / .25mg/g TOPICAL CREAM	C		NULL		dae7dbda-e78b-4cff-8bc1-f639413380a2	Drug	SPL	Prescription Drug
35517240	budesonide 3mg/1 ORAL CAPSULE	C		NULL		db4a47da-acc1-4b1a-aae0-97d0fbf92f24	Drug	SPL	Prescription Drug
35517261	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		dc40a611-80ba-4cec-6d96-f6b03341d84d	Drug	SPL	OTC Drug
35517301	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		de061989-a3f7-e808-31da-6aa6150ffe4e	Drug	SPL	OTC Drug
35517320	fluticasone furoate, umeclidinium bromide and vilanterol trifenatate 25ug/1 / 100ug/1 / 62.5ug/1 RESPIRATORY (INHALATION) POWDER [trelegy ellipta]	C		NULL		debda51e-8e5e-4932-8d89-f2f787f82bf2	Drug	SPL	Prescription Drug
35517358	triamcinolone acetonide 1mg/g DENTAL PASTE	C		NULL		e0c56014-8a98-47e5-803c-860e05752ac4	Drug	SPL	Prescription Drug
35517372	fluticasone propionate .05mg/g TOPICAL OINTMENT	C		NULL		e13ec2e0-5439-4824-8cfe-2e156f189f09	Drug	SPL	Prescription Drug
35517500	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	C		NULL		e6547c6d-3943-3503-da4a-7c7e9272b64c	Drug	SPL	OTC Drug
35517527	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [nasacort allergy 24hr]	C		NULL		e74ce32b-d69b-4789-bf0e-b53245c5415f	Drug	SPL	OTC Drug
35517595	fluticasone propionate .5mg/g TOPICAL CREAM	C		NULL		eaa17741-d109-4e51-9af9-7dc106116c1d	Drug	SPL	Prescription Drug
35517692	triamcinolone acetonide .147mg/g TOPICAL AEROSOL, SPRAY [kenalog]	C		NULL		eeb0548e-810f-4609-b3f0-fae397161fc8	Drug	SPL	Prescription Drug
35517711	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [careone allergy relief]	C		NULL		efb604ff-dbb1-4be4-9e45-e4701a1e8180	Drug	SPL	OTC Drug
35517724	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [good sense nasal allergy]	C		NULL		f0645caf-917b-4615-a40c-071268c8cf2a	Drug	SPL	OTC Drug
35517787	triamcinolone acetonide .147mg/g TOPICAL AEROSOL, SPRAY	C		NULL		f37943c7-7cb5-4690-9ebe-03f2dba6f3bf	Drug	SPL	Prescription Drug
35517825	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [good neighbor pharmacy 24 hour nasal allergy]	C		NULL		f4f95e8a-0fe7-416a-96d6-a9c4ac0171c0	Drug	SPL	OTC Drug
35517853	triamcinolone acetonide 55ug/1 NASAL SPRAY, METERED [signature care nasal allergy]	C		NULL		f5bcde1b-2891-436b-a466-9cdcdf24b4bb	Drug	SPL	OTC Drug
35517880	fluticasone propionate .5mg/g TOPICAL CREAM	C		NULL		f6cba5d7-3310-4323-82bc-cb9c593a77db	Drug	SPL	Prescription Drug
35517919	triamcinolone acetonide .25mg/g TOPICAL CREAM	C		NULL		f8b53f9d-b907-4988-9d7a-3db8548924c4	Drug	SPL	Prescription Drug
35518842	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		37835099731	Drug	NDC	11-digit NDC
35519114	60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler	NULL		NULL		50090338700	Drug	NDC	11-digit NDC
35520065	1 ML triamcinolone acetonide 40 MG/ML Injection	NULL		NULL		70121104902	Drug	NDC	11-digit NDC
35520198	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		D		70518152400	Drug	NDC	11-digit NDC
35520349	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		71205010815	Drug	NDC	11-digit NDC
35520350	triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		71205010880	Drug	NDC	11-digit NDC
35520375	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		71205012480	Drug	NDC	11-digit NDC
35520498	SCARZEN - triamcinolone acetonide, dimethicone kit	NULL		NULL		71574050101	Drug	NDC	11-digit NDC
35522126	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		378350997	Drug	NDC	9-digit NDC
35522391	fluticasone propionate and salmeterol 14ug/1 / 232ug/1 RESPIRATORY (INHALATION) POWDER, METERED	NULL		NULL		500903387	Drug	NDC	9-digit NDC
35522441	triamcinolone acetonide .25mg/g TOPICAL CREAM	NULL		NULL		500903704	Drug	NDC	9-digit NDC
35522454	triamcinolone acetonide .25mg/g TOPICAL CREAM	NULL		NULL		500903754	Drug	NDC	9-digit NDC
35522468	triamcinolone acetonide .25mg/g TOPICAL OINTMENT	NULL		NULL		500903802	Drug	NDC	9-digit NDC
35522469	fluticasone propionate .5mg/g TOPICAL CREAM	NULL		NULL		500903803	Drug	NDC	9-digit NDC
35522684	fluticasone propionate 110ug/1 RESPIRATORY (INHALATION) AEROSOL, METERED [flovent hfa]	NULL		NULL		530021310	Drug	NDC	9-digit NDC
35522824	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		530027691	Drug	NDC	9-digit NDC
35522849	triamcinolone acetonide 5mg/g TOPICAL CREAM	NULL		NULL		530029770	Drug	NDC	9-digit NDC
35523300	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL CREAM	NULL		NULL		662670949	Drug	NDC	9-digit NDC
35523430	triamcinolone acetonide 1mg/g TOPICAL CREAM	NULL		NULL		680714630	Drug	NDC	9-digit NDC
35523463	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	NULL		NULL		683820332	Drug	NDC	9-digit NDC
35523770	triamcinolone acetonide 1mg/g TOPICAL CREAM	NULL		NULL		705181524	Drug	NDC	9-digit NDC
35523991	nystatin and triamcinolone acetonide 1mg/g / 100000[USP'U]/g TOPICAL OINTMENT	NULL		NULL		707711447	Drug	NDC	9-digit NDC
35524050	triamcinolone acetonide 1mg/g TOPICAL OINTMENT	NULL		NULL		712050108	Drug	NDC	9-digit NDC
35524063	triamcinolone acetonide 1mg/g TOPICAL CREAM	NULL		NULL		712050124	Drug	NDC	9-digit NDC
35524505	120 ACTUAT fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler [Flovent]	NULL		NULL		53002131001	Drug	NDC	11-digit NDC
35524955	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		53002769101	Drug	NDC	11-digit NDC
35525446	triamcinolone acetonide 5 MG/ML Topical Cream	NULL		NULL		53002977001	Drug	NDC	11-digit NDC
35526926	fluticasone propionate 0.5 MG/ML Topical Cream	NULL		NULL		50090380300	Drug	NDC	11-digit NDC
35527832	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		68382033201	Drug	NDC	11-digit NDC
35527833	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		68382033202	Drug	NDC	11-digit NDC
35527834	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		68382033203	Drug	NDC	11-digit NDC
35527835	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		70771144701	Drug	NDC	11-digit NDC
35527836	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		70771144702	Drug	NDC	11-digit NDC
35527837	nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment	NULL		NULL		70771144703	Drug	NDC	11-digit NDC
35528733	triamcinolone acetonide 0.147 MG/ML Topical Spray [Kenalog]	NULL		NULL		10631009396	Drug	NDC	11-digit NDC
35528734	triamcinolone acetonide 1 MG/ML Topical Cream	NULL		NULL		68071463003	Drug	NDC	11-digit NDC
35528735	triamcinolone acetonide 0.25 MG/ML Topical Cream	NULL		D		50090370400	Drug	NDC	11-digit NDC
35528736	triamcinolone acetonide 0.25 MG/ML Topical Cream	NULL		D		50090375400	Drug	NDC	11-digit NDC
35528737	triamcinolone acetonide 0.00025 MG/MG Topical Ointment	NULL		NULL		50090380200	Drug	NDC	11-digit NDC
35529356	triamcinolone acetonide, dimethicone KIT	NULL		NULL		715740501	Drug	NDC	9-digit NDC
35529832	mometasone furoate 1mg/g TOPICAL CREAM	C		NULL		2b03d9ea-eca0-40b1-b60b-ad31e3899617	Drug	SPL	Prescription Drug
35600348	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		1f19c89c-8947-e5a9-3602-aa2525d14da3	Drug	SPL	OTC Drug
35600393	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		356d53dd-3902-4f81-0154-769f1c9a743e	Drug	SPL	OTC Drug
35600420	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		471c29fa-ead5-dbfe-1e43-e276a1c5b037	Drug	SPL	OTC Drug
35600456	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		6131d14e-374c-7088-1920-3106a1e70bb5	Drug	SPL	OTC Drug
35600474	budesonide and formoterol fumarate dihydrate 80ug/1 / 160ug/1 / 4.5ug/1 RESPIRATORY (INHALATION) AEROSOL	C		NULL		6bac3656-1127-4981-bc5b-190a4c4db907	Drug	SPL	Prescription Drug
35600535	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		8a022f91-a620-f905-6943-1835f35d96c9	Drug	SPL	OTC Drug
35600555	fluticasone propionate 50ug/1 / 100ug/1 / 250ug/1 RESPIRATORY (INHALATION) POWDER, METERED [flovent diskus]	C		NULL		949463cc-cdd3-4cce-953a-953edb4b27e6	Drug	SPL	Prescription Drug
35600572	triamcinolone acetonide 1mg/1 / 5mg/1 / .25mg/1 TOPICAL CREAM	C		NULL		9c2d4f64-8d56-46cb-8d8b-6e213c7ec5d5	Drug	SPL	Prescription Drug
35600808	triamcinolone-moxifloxacin pf 1mg/mL / 15mg/mL OPHTHALMIC INJECTION, SUSPENSION	C		NULL		9e3e5211-e5c5-1dd8-e053-2995a90a961d	Drug	SPL	Prescription Drug
35601124	fluticasone furoate 50ug/1 / 100ug/1 / 200ug/1 RESPIRATORY (INHALATION) POWDER [arnuity ellipta]	C		NULL		c1e957c9-fec8-4c88-86a0-861d7a17b4d6	Drug	SPL	Prescription Drug
35601147	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		d23b11dd-123b-0eef-b1ed-6709034218e8	Drug	SPL	OTC Drug
35601189	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		e74132f3-a4b9-389d-b888-48c540419941	Drug	SPL	OTC Drug
35601207	budesonide 32ug/1 NASAL SPRAY, METERED	C		NULL		efad0049-43d8-3554-5550-36909d4e382f	Drug	SPL	OTC Drug
35997415	ALLERGY NASAL - fluticasone propionate spray, metered	C		NULL		e471dacd-9b6e-4783-9a14-aa95d00cbc9c	Drug	SPL	OTC Drug
35997507	TRIAMCINOLONE ACETONIDE - triamcinolone acetonide ointment	C		NULL		be0270a4-5596-499e-aea2-8e63b3edc852	Drug	SPL	Prescription Drug
35997704	fluticasone propionate 93ug/1 NASAL SPRAY, METERED [xhance]	C		NULL		08e082bb-f98e-42a7-b6a7-f74f7a883892	Drug	SPL	Prescription Drug
35997938	fluticasone propionate 50ug/1 NASAL SPRAY, METERED [allergy nasal]	C		NULL		84a6225a-2c6c-4058-a1c9-0fd706df612f	Drug	SPL	OTC Drug
35998176	triamcinolone acetonide .5mg/g TOPICAL OINTMENT	C		NULL		b490c63a-9732-eb3a-e053-2a95a90a23f7	Drug	SPL	Prescription Drug
35998756	fluticasone propionate 50ug/1 NASAL SPRAY, METERED	NULL		NULL		118220901	Drug	NDC	9-digit NDC
35998765	triamcinolone acetonide .5mg/g TOPICAL OINTMENT	NULL		NULL		244700922	Drug	NDC	9-digit NDC
35999624	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		11822090100	Drug	NDC	11-digit NDC
35999625	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		11822090101	Drug	NDC	11-digit NDC
35999626	fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray	NULL		NULL		11822090102	Drug	NDC	11-digit NDC
35999854	triamcinolone acetonide 0.0005 MG/MG Topical Ointment	NULL		NULL		24470092215	Drug	NDC	11-digit NDC
36000043	RUGBY FLUTICASONE PROPIONATE NASAL - fluticasone propionate spray, metered	C		NULL		5227df05-f2c2-4bc4-91ee-da0fd03d1095	Drug	SPL	OTC Drug
36000191	FLUTICASONE PROPIONATE - fluticasone propionate spray, metered	C		NULL		1bcf25b7-25bc-489e-b5b6-3ae2b3babf6e	Drug	SPL	Prescription Drug
