concept_id,guess,ingredient_concept_ids,ingredient_names,ingredient_count,concept_name,vocabulary_id,concept_class_id,standard_concept
44967186,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45057166,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45074316,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45137489,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45169745,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45193358,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45221042,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45221043,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45376558,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
45376559,saba,1154343,albuterol,1,ALBUTEROL SULFATE POWDER,NDC,11-digit NDC,NULL
40217575,saba,1154343,albuterol,1,"Albuterol sulfate, 0.5%, per ml, inhalation solution administered through DME",HCPCS,HCPCS,NULL
40217461,saba,1154343,albuterol,1,"Albuterol sulfate, compounded, per mg, inhalation solution administered through DME",HCPCS,HCPCS,NULL
2720785,saba,1154343,albuterol,1,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)",HCPCS,HCPCS,NULL
2720786,saba,1154343,albuterol,1,"ALBUTEROL, ALL FORMULATIONS INCLUDING SEPARATED ISOMERS, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED, ADMINISTERED THROUGH DME, UNIT DOSE, PER 1 MG (ALBUTEROL) OR PER 0.5 MG (LEVALBUTEROL)",HCPCS,HCPCS,NULL
40217785,saba,1154343,albuterol,1,"Albuterol, inhalation solution administered through DME, concentrated form, per milligram",HCPCS,HCPCS,NULL
40217786,saba,1154343,albuterol,1,"Albuterol, inhalation solution administered through DME, unit dose form, per milligram",HCPCS,HCPCS,NULL
4228283,saba,1154343,albuterol,1,Albuterol- and ipratropium-containing product,SNOMED,Pharma/Biol Product,NULL
4237832,saba,1154343,albuterol,1,Albuterol-containing product,SNOMED,Pharma/Biol Product,NULL
36234409,saba,1154343,albuterol,1,Arm-A-Med Inhalant Product,RxNorm,Branded Dose Group,C
36234172,saba,1154343,albuterol,1,Asmaven Oral Product,RxNorm,Branded Dose Group,C
36234173,saba,1154343,albuterol,1,Asmaven Pill,RxNorm,Branded Dose Group,C
36237526,saba,1154343,albuterol,1,Cobutolin Oral Product,RxNorm,Branded Dose Group,C
36237527,saba,1154343,albuterol,1,Cobutolin Pill,RxNorm,Branded Dose Group,C
36219436,saba,1154343,albuterol,1,Combivent Inhalant Product,RxNorm,Branded Dose Group,C
36219499,saba,1154343,albuterol,1,DuoNeb Inhalant Product,RxNorm,Branded Dose Group,C
36240753,saba,1154343,albuterol,1,Libetist Oral Liquid Product,RxNorm,Branded Dose Group,C
36240754,saba,1154343,albuterol,1,Libetist Oral Product,RxNorm,Branded Dose Group,C
1511248,saba,1154343,albuterol,1,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,Clinical Drug,S
1154621,saba,1154343,albuterol,1,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil],RxNorm,Branded Drug,S
1511247,saba,1154343,albuterol,1,NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,Clinical Drug,S
40163900,saba,1154343,albuterol,1,NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin],RxNorm,Branded Drug,S
19131109,saba,1154343,albuterol,1,NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,Clinical Drug,S
19131111,saba,1154343,albuterol,1,NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin],RxNorm,Branded Drug,S
1511246,saba,1154343,albuterol,1,NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,Clinical Drug,S
1154619,saba,1154343,albuterol,1,NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir],RxNorm,Branded Drug,S
36248769,saba,1154343,albuterol,1,ProAir Inhalant Product,RxNorm,Branded Dose Group,C
36238935,saba,1154343,albuterol,1,Proventil Inhalant Product,RxNorm,Branded Dose Group,C
36238936,saba,1154343,albuterol,1,Proventil Oral Liquid Product,RxNorm,Branded Dose Group,C
36238937,saba,1154343,albuterol,1,Proventil Oral Product,RxNorm,Branded Dose Group,C
36238938,saba,1154343,albuterol,1,Proventil Pill,RxNorm,Branded Dose Group,C
36240968,saba,1154343,albuterol,1,Salbulin Oral Liquid Product,RxNorm,Branded Dose Group,C
36240969,saba,1154343,albuterol,1,Salbulin Oral Product,RxNorm,Branded Dose Group,C
36240970,saba,1154343,albuterol,1,Salbulin Pill,RxNorm,Branded Dose Group,C
40524272,saba,1154343,albuterol,1,Salbutamol [obstetric],SNOMED,Pharma/Biol Product,NULL
1123813,saba,1154343,albuterol,1,salbutamol and beclometasone; inhalant,ATC,ATC 5th,C
43534844,saba,1154343,albuterol,1,salbutamol and ipratropium bromide; inhalant,ATC,ATC 5th,C
21603278,saba,1154343,albuterol,1,salbutamol and sodium cromoglicate; inhalant,ATC,ATC 5th,C
21603256,saba,1154343,albuterol,1,salbutamol; inhalant,ATC,ATC 5th,C
21603312,saba,1154343,albuterol,1,salbutamol; systemic,ATC,ATC 5th,C
36240972,saba,1154343,albuterol,1,Salbuvent Injectable Product,RxNorm,Branded Dose Group,C
36240973,saba,1154343,albuterol,1,Salbuvent Oral Liquid Product,RxNorm,Branded Dose Group,C
36240974,saba,1154343,albuterol,1,Salbuvent Oral Product,RxNorm,Branded Dose Group,C
36240975,saba,1154343,albuterol,1,Salbuvent Pill,RxNorm,Branded Dose Group,C
789792,saba,1154343,albuterol,1,Sensor 200 ACTUAT albuterol 0.09 MG/ACTUAT Dry Powder Inhaler,RxNorm,Clinical Drug,S
789793,saba,1154343,albuterol,1,Sensor 200 ACTUAT albuterol 0.09 MG/ACTUAT Dry Powder Inhaler [ProAir],RxNorm,Branded Drug,S
36243175,saba,1154343,albuterol,1,Ventolin Inhalant Product,RxNorm,Branded Dose Group,C
36243176,saba,1154343,albuterol,1,Ventolin Injectable Product,RxNorm,Branded Dose Group,C
36243178,saba,1154343,albuterol,1,Ventolin Oral Liquid Product,RxNorm,Branded Dose Group,C
36243179,saba,1154343,albuterol,1,Ventolin Oral Product,RxNorm,Branded Dose Group,C
36243180,saba,1154343,albuterol,1,Ventolin Pill,RxNorm,Branded Dose Group,C
36239350,saba,1154343,albuterol,1,Volmax Oral Product,RxNorm,Branded Dose Group,C
36239351,saba,1154343,albuterol,1,Volmax Pill,RxNorm,Branded Dose Group,C
36239995,saba,1154343,albuterol,1,Vospire Oral Product,RxNorm,Branded Dose Group,C
36239996,saba,1154343,albuterol,1,Vospire Pill,RxNorm,Branded Dose Group,C
37499742,biologic,792993,benralizumab,1,1 ML benralizumab 30 MG/ML Auto-Injector,RxNorm,Quant Clinical Drug,S
37499743,biologic,792993,benralizumab,1,1 ML benralizumab 30 MG/ML Auto-Injector [Fasenra],RxNorm,Quant Branded Drug,S
792997,biologic,792993,benralizumab,1,1 ML benralizumab 30 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
793002,biologic,792993,benralizumab,1,1 ML benralizumab 30 MG/ML Prefilled Syringe [Fasenra],RxNorm,Quant Branded Drug,S
792993,biologic,792993,benralizumab,1,benralizumab,RxNorm,Ingredient,S
42532312,biologic,792993,benralizumab,1,Benralizumab,SNOMED,Substance,NULL
35622272,biologic,792993,benralizumab,1,Benralizumab,SNOMED,Substance,NULL
792994,biologic,792993,benralizumab,1,benralizumab 30 MG/ML,RxNorm,Clinical Drug Comp,S
792999,biologic,792993,benralizumab,1,benralizumab 30 MG/ML [Fasenra],RxNorm,Branded Drug Comp,S
37497381,biologic,792993,benralizumab,1,benralizumab 30 MG/ML Auto-Injector,RxNorm,Clinical Drug,S
37497382,biologic,792993,benralizumab,1,benralizumab 30 MG/ML Auto-Injector [Fasenra],RxNorm,Branded Drug,S
793003,biologic,792993,benralizumab,1,benralizumab 30 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
793004,biologic,792993,benralizumab,1,benralizumab 30 MG/ML Prefilled Syringe [Fasenra],RxNorm,Branded Drug,S
37497379,biologic,792993,benralizumab,1,benralizumab Auto-Injector,RxNorm,Clinical Drug Form,S
37497380,biologic,792993,benralizumab,1,benralizumab Auto-Injector [Fasenra],RxNorm,Branded Drug Form,S
792995,biologic,792993,benralizumab,1,benralizumab Injectable Product,RxNorm,Clinical Dose Group,C
792996,biologic,792993,benralizumab,1,benralizumab Prefilled Syringe,RxNorm,Clinical Drug Form,S
793000,biologic,792993,benralizumab,1,benralizumab Prefilled Syringe [Fasenra],RxNorm,Branded Drug Form,S
35622273,biologic,792993,benralizumab,1,Benralizumab-containing product,SNOMED,Pharma/Biol Product,NULL
1502111,biologic,792993,benralizumab,1,benralizumab; systemic,ATC,ATC 5th,C
793001,biologic,792993,benralizumab,1,Fasenra Injectable Product,RxNorm,Branded Dose Group,C
1537616,biologic,1593467,dupilumab,1,1.14 ML dupilumab 175 MG/ML Auto-Injector,RxNorm,Quant Clinical Drug,S
1537617,biologic,1593467,dupilumab,1,1.14 ML dupilumab 175 MG/ML Auto-Injector [Dupixent],RxNorm,Quant Branded Drug,S
35202010,biologic,1593467,dupilumab,1,1.14 ML dupilumab 175 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
35202011,biologic,1593467,dupilumab,1,1.14 ML dupilumab 175 MG/ML Prefilled Syringe [Dupixent],RxNorm,Quant Branded Drug,S
1146754,biologic,1593467,dupilumab,1,2 ML dupilumab 150 MG/ML Auto-Injector,RxNorm,Quant Clinical Drug,S
1146755,biologic,1593467,dupilumab,1,2 ML dupilumab 150 MG/ML Auto-Injector [Dupixent],RxNorm,Quant Branded Drug,S
1593491,biologic,1593467,dupilumab,1,2 ML dupilumab 150 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
1593496,biologic,1593467,dupilumab,1,2 ML dupilumab 150 MG/ML Prefilled Syringe [Dupixent],RxNorm,Quant Branded Drug,S
1593467,biologic,1593467,dupilumab,1,dupilumab,RxNorm,Ingredient,S
37116683,biologic,1593467,dupilumab,1,Dupilumab,SNOMED,Substance,NULL
1593488,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML,RxNorm,Clinical Drug Comp,S
1593493,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML [Dupixent],RxNorm,Branded Drug Comp,S
1146203,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML Auto-Injector,RxNorm,Clinical Drug,S
1146204,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML Auto-Injector [Dupixent],RxNorm,Branded Drug,S
1593497,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
1593498,biologic,1593467,dupilumab,1,dupilumab 150 MG/ML Prefilled Syringe [Dupixent],RxNorm,Branded Drug,S
35201187,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML,RxNorm,Clinical Drug Comp,S
35201188,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML [Dupixent],RxNorm,Branded Drug Comp,S
1537188,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML Auto-Injector,RxNorm,Clinical Drug,S
1537189,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML Auto-Injector [Dupixent],RxNorm,Branded Drug,S
35201189,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
35201190,biologic,1593467,dupilumab,1,dupilumab 175 MG/ML Prefilled Syringe [Dupixent],RxNorm,Branded Drug,S
35200997,biologic,1593467,dupilumab,1,dupilumab 200 MG/ML,RxNorm,Clinical Drug Comp,S
35200998,biologic,1593467,dupilumab,1,dupilumab 200 MG/ML [Dupixent],RxNorm,Branded Drug Comp,S
35200999,biologic,1593467,dupilumab,1,dupilumab 200 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
35201000,biologic,1593467,dupilumab,1,dupilumab 200 MG/ML Prefilled Syringe [Dupixent],RxNorm,Branded Drug,S
1146201,biologic,1593467,dupilumab,1,dupilumab Auto-Injector,RxNorm,Clinical Drug Form,S
1146202,biologic,1593467,dupilumab,1,dupilumab Auto-Injector [Dupixent],RxNorm,Branded Drug Form,S
1593489,biologic,1593467,dupilumab,1,dupilumab Injectable Product,RxNorm,Clinical Dose Group,C
1593490,biologic,1593467,dupilumab,1,dupilumab Prefilled Syringe,RxNorm,Clinical Drug Form,S
1593494,biologic,1593467,dupilumab,1,dupilumab Prefilled Syringe [Dupixent],RxNorm,Branded Drug Form,S
35622225,biologic,1593467,dupilumab,1,Dupilumab-containing product,SNOMED,Pharma/Biol Product,NULL
1501787,biologic,1593467,dupilumab,1,dupilumab; topical,ATC,ATC 5th,C
1593495,biologic,1593467,dupilumab,1,Dupixent Injectable Product,RxNorm,Branded Dose Group,C
1192251,saba,1192218,levalbuterol,1,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler,RxNorm,Quant Clinical Drug,S
1192272,saba,1192218,levalbuterol,1,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],RxNorm,Quant Branded Drug,S
40221887,saba,1192218,levalbuterol,1,80 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler,RxNorm,Quant Clinical Drug,S
40221888,saba,1192218,levalbuterol,1,80 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],RxNorm,Quant Branded Drug,S
4023395,saba,1192218,levalbuterol,1,Levalbuterol,SNOMED,Substance,NULL
1192218,saba,1192218,levalbuterol,1,levalbuterol,RxNorm,Ingredient,S
19122205,saba,1192218,levalbuterol,1,levalbuterol 0.045 MG/ACTUAT,RxNorm,Clinical Drug Comp,S
19124105,saba,1192218,levalbuterol,1,levalbuterol 0.045 MG/ACTUAT [Xopenex],RxNorm,Branded Drug Comp,S
42903291,saba,1192218,levalbuterol,1,levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler,RxNorm,Clinical Drug,S
42902352,saba,1192218,levalbuterol,1,levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],RxNorm,Branded Drug,S
19097993,saba,1192218,levalbuterol,1,levalbuterol 0.103 MG/ML,RxNorm,Clinical Drug Comp,S
19100307,saba,1192218,levalbuterol,1,levalbuterol 0.103 MG/ML [Xopenex],RxNorm,Branded Drug Comp,S
19096798,saba,1192218,levalbuterol,1,levalbuterol 0.103 MG/ML Inhalation Solution,RxNorm,Clinical Drug,S
1192247,saba,1192218,levalbuterol,1,levalbuterol 0.103 MG/ML Inhalation Solution [Xopenex],RxNorm,Branded Drug,S
1192243,saba,1192218,levalbuterol,1,levalbuterol 0.21 MG/ML,RxNorm,Clinical Drug Comp,S
19120631,saba,1192218,levalbuterol,1,levalbuterol 0.21 MG/ML [Xopenex],RxNorm,Branded Drug Comp,S
1192221,saba,1192218,levalbuterol,1,levalbuterol 0.21 MG/ML Inhalation Solution,RxNorm,Clinical Drug,S
1192220,saba,1192218,levalbuterol,1,levalbuterol 0.21 MG/ML Inhalation Solution [Xopenex],RxNorm,Branded Drug,S
1192244,saba,1192218,levalbuterol,1,levalbuterol 0.417 MG/ML,RxNorm,Clinical Drug Comp,S
19100309,saba,1192218,levalbuterol,1,levalbuterol 0.417 MG/ML [Xopenex],RxNorm,Branded Drug Comp,S
1192219,saba,1192218,levalbuterol,1,levalbuterol 0.417 MG/ML Inhalation Solution,RxNorm,Clinical Drug,S
19133818,saba,1192218,levalbuterol,1,levalbuterol 0.417 MG/ML Inhalation Solution [Xopenex],RxNorm,Branded Drug,S
1718291,saba,1192218,levalbuterol,1,levalbuterol 2.5 MG/ML,RxNorm,Clinical Drug Comp,S
1718293,saba,1192218,levalbuterol,1,levalbuterol 2.5 MG/ML [Xopenex],RxNorm,Branded Drug Comp,S
1718292,saba,1192218,levalbuterol,1,levalbuterol 2.5 MG/ML Inhalation Solution,RxNorm,Clinical Drug,S
1718294,saba,1192218,levalbuterol,1,levalbuterol 2.5 MG/ML Inhalation Solution [Xopenex],RxNorm,Branded Drug,S
44782377,saba,1192218,levalbuterol,1,LEVALBUTEROL COMPOUNDED SOL,HCPCS,HCPCS,NULL
45390743,saba,1192218,levalbuterol,1,Levalbuterol HCl,GPI,GPI,NULL
45176342,saba,1192218,levalbuterol,1,LEVALBUTEROL HCL 100% POWDER,NDC,11-digit NDC,NULL
4259091,saba,1192218,levalbuterol,1,Levalbuterol hydrochloride,SNOMED,Substance,NULL
19056873,saba,1192218,levalbuterol,1,levalbuterol hydrochloride,RxNorm,Precise Ingredient,NULL
36220776,saba,1192218,levalbuterol,1,levalbuterol Inhalant Product,RxNorm,Clinical Dose Group,C
1356103,saba,1192218,levalbuterol,1,levalbuterol Inhalation Solution,RxNorm,Clinical Drug Form,S
1356105,saba,1192218,levalbuterol,1,levalbuterol Inhalation Solution [Xopenex],RxNorm,Branded Drug Form,S
40143276,saba,1192218,levalbuterol,1,levalbuterol Metered Dose Inhaler,RxNorm,Clinical Drug Form,S
40143277,saba,1192218,levalbuterol,1,levalbuterol Metered Dose Inhaler [Xopenex],RxNorm,Branded Drug Form,S
4142559,saba,1192218,levalbuterol,1,Levalbuterol tartrate,SNOMED,Substance,NULL
19112952,saba,1192218,levalbuterol,1,levalbuterol tartrate,RxNorm,Precise Ingredient,NULL
45390744,saba,1192218,levalbuterol,1,Levalbuterol Tartrate,GPI,GPI,NULL
4162808,saba,1192218,levalbuterol,1,Levalbuterol-containing product,SNOMED,Pharma/Biol Product,NULL
36241363,saba,1192218,levalbuterol,1,Xopenex Inhalant Product,RxNorm,Branded Dose Group,C
21603920,biologic,35606631,mepolizumab,1,[U] mepolizumab; parenteral,ATC,ATC 5th,NULL
1396812,biologic,35606631,mepolizumab,1,1 ML mepolizumab 100 MG/ML Auto-Injector,RxNorm,Quant Clinical Drug,S
1396813,biologic,35606631,mepolizumab,1,1 ML mepolizumab 100 MG/ML Auto-Injector [Nucala],RxNorm,Quant Branded Drug,S
1396815,biologic,35606631,mepolizumab,1,1 ML mepolizumab 100 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
1396816,biologic,35606631,mepolizumab,1,1 ML mepolizumab 100 MG/ML Prefilled Syringe [Nucala],RxNorm,Quant Branded Drug,S
37003708,biologic,35606631,mepolizumab,1,Mepolizumab,SNOMED,Substance,NULL
37396289,biologic,35606631,mepolizumab,1,Mepolizumab,SNOMED,Substance,NULL
35606631,biologic,35606631,mepolizumab,1,mepolizumab,RxNorm,Ingredient,S
35606632,biologic,35606631,mepolizumab,1,mepolizumab 100 MG,RxNorm,Clinical Drug Comp,S
35606636,biologic,35606631,mepolizumab,1,mepolizumab 100 MG [Nucala],RxNorm,Branded Drug Comp,S
35606634,biologic,35606631,mepolizumab,1,mepolizumab 100 MG Injection,RxNorm,Clinical Drug,S
35606638,biologic,35606631,mepolizumab,1,mepolizumab 100 MG Injection [Nucala],RxNorm,Branded Drug,S
1396501,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML,RxNorm,Clinical Drug Comp,S
1396503,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML [Nucala],RxNorm,Branded Drug Comp,S
1396505,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML Auto-Injector,RxNorm,Clinical Drug,S
1396506,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML Auto-Injector [Nucala],RxNorm,Branded Drug,S
1396658,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
1396659,biologic,35606631,mepolizumab,1,mepolizumab 100 MG/ML Prefilled Syringe [Nucala],RxNorm,Branded Drug,S
1396502,biologic,35606631,mepolizumab,1,mepolizumab Auto-Injector,RxNorm,Clinical Drug Form,S
1396504,biologic,35606631,mepolizumab,1,mepolizumab Auto-Injector [Nucala],RxNorm,Branded Drug Form,S
36248433,biologic,35606631,mepolizumab,1,mepolizumab Injectable Product,RxNorm,Clinical Dose Group,C
35606633,biologic,35606631,mepolizumab,1,mepolizumab Injection,RxNorm,Clinical Drug Form,S
35606637,biologic,35606631,mepolizumab,1,mepolizumab Injection [Nucala],RxNorm,Branded Drug Form,S
1396656,biologic,35606631,mepolizumab,1,mepolizumab Prefilled Syringe,RxNorm,Clinical Drug Form,S
1396657,biologic,35606631,mepolizumab,1,mepolizumab Prefilled Syringe [Nucala],RxNorm,Branded Drug Form,S
36683410,biologic,35606631,mepolizumab,1,Mepolizumab-containing product,SNOMED,Pharma/Biol Product,NULL
1123828,biologic,35606631,mepolizumab,1,mepolizumab; parenteral,ATC,ATC 5th,C
36248434,biologic,35606631,mepolizumab,1,Nucala Injectable Product,RxNorm,Branded Dose Group,C
35202005,biologic,1110942,omalizumab,1,0.5 ML omalizumab 150 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
35202006,biologic,1110942,omalizumab,1,0.5 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair],RxNorm,Quant Branded Drug,S
35202003,biologic,1110942,omalizumab,1,1 ML omalizumab 150 MG/ML Prefilled Syringe,RxNorm,Quant Clinical Drug,S
35202004,biologic,1110942,omalizumab,1,1 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair],RxNorm,Quant Branded Drug,S
45403386,biologic,1110942,omalizumab,1,Omalizumab,GPI,GPI,NULL
1110942,biologic,1110942,omalizumab,1,omalizumab,RxNorm,Ingredient,S
4235999,biologic,1110942,omalizumab,1,Omalizumab,SNOMED,Substance,NULL
46276090,biologic,1110942,omalizumab,1,omalizumab 150 MG,RxNorm,Clinical Drug Comp,S
46276093,biologic,1110942,omalizumab,1,omalizumab 150 MG [Xolair],RxNorm,Branded Drug Comp,S
46276092,biologic,1110942,omalizumab,1,omalizumab 150 MG Injection,RxNorm,Clinical Drug,S
46276095,biologic,1110942,omalizumab,1,omalizumab 150 MG Injection [Xolair],RxNorm,Branded Drug,S
35200865,biologic,1110942,omalizumab,1,omalizumab 150 MG/ML,RxNorm,Clinical Drug Comp,S
35200867,biologic,1110942,omalizumab,1,omalizumab 150 MG/ML [Xolair],RxNorm,Branded Drug Comp,S
35200869,biologic,1110942,omalizumab,1,omalizumab 150 MG/ML Prefilled Syringe,RxNorm,Clinical Drug,S
35200870,biologic,1110942,omalizumab,1,omalizumab 150 MG/ML Prefilled Syringe [Xolair],RxNorm,Branded Drug,S
36223882,biologic,1110942,omalizumab,1,omalizumab Injectable Product,RxNorm,Clinical Dose Group,C
46276091,biologic,1110942,omalizumab,1,omalizumab Injection,RxNorm,Clinical Drug Form,S
46276094,biologic,1110942,omalizumab,1,omalizumab Injection [Xolair],RxNorm,Branded Drug Form,S
35200866,biologic,1110942,omalizumab,1,omalizumab Prefilled Syringe,RxNorm,Clinical Drug Form,S
35200868,biologic,1110942,omalizumab,1,omalizumab Prefilled Syringe [Xolair],RxNorm,Branded Drug Form,S
4248987,biologic,1110942,omalizumab,1,Omalizumab-containing product,SNOMED,Pharma/Biol Product,NULL
21603362,biologic,1110942,omalizumab,1,omalizumab; parenteral,ATC,ATC 5th,C
36241359,biologic,1110942,omalizumab,1,Xolair Injectable Product,RxNorm,Branded Dose Group,C
35603986,biologic,35603983,reslizumab,1,10 ML reslizumab 10 MG/ML Injection,RxNorm,Quant Clinical Drug,S
35603990,biologic,35603983,reslizumab,1,10 ML reslizumab 10 MG/ML Injection [Cinqair],RxNorm,Quant Branded Drug,S
36249396,biologic,35603983,reslizumab,1,Cinqair Injectable Product,RxNorm,Branded Dose Group,C
37397135,biologic,35603983,reslizumab,1,Reslizumab,SNOMED,Substance,NULL
36703630,biologic,35603983,reslizumab,1,Reslizumab,SNOMED,Substance,NULL
35603983,biologic,35603983,reslizumab,1,reslizumab,RxNorm,Ingredient,S
35603984,biologic,35603983,reslizumab,1,reslizumab 10 MG/ML,RxNorm,Clinical Drug Comp,S
35603988,biologic,35603983,reslizumab,1,reslizumab 10 MG/ML [Cinqair],RxNorm,Branded Drug Comp,S
35603991,biologic,35603983,reslizumab,1,reslizumab 10 MG/ML Injection,RxNorm,Clinical Drug,S
35603992,biologic,35603983,reslizumab,1,reslizumab 10 MG/ML Injection [Cinqair],RxNorm,Branded Drug,S
36249395,biologic,35603983,reslizumab,1,reslizumab Injectable Product,RxNorm,Clinical Dose Group,C
35603985,biologic,35603983,reslizumab,1,reslizumab Injection,RxNorm,Clinical Drug Form,S
35603989,biologic,35603983,reslizumab,1,reslizumab Injection [Cinqair],RxNorm,Branded Drug Form,S
36683395,biologic,35603983,reslizumab,1,Reslizumab-containing product,SNOMED,Pharma/Biol Product,NULL
1588701,biologic,35603983,reslizumab,1,reslizumab; systemic,ATC,ATC 5th,C
