concept_id,steroid_class,ingredient_names,concept_name,count_record,count_patient,guess,ingredient_concept_ids,ingredient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id
40027171,other,dexamethasone,dexamethasone / neomycin Ophthalmic Solution [AK-Neo-Dex],0,0,other,1518254,1,S,,[363850],RxNorm,Branded Drug Form
40149337,other,dexamethasone,dexamethasone / neomycin Ophthalmic Solution [Neo-Decadron],0,0,other,1518254,1,S,,[790878],RxNorm,Branded Drug Form
40027172,other,dexamethasone,dexamethasone / neomycin Ophthalmic Solution [Neo-Dex],0,0,other,1518254,1,S,,[363849],RxNorm,Branded Drug Form
40027173,other,dexamethasone,dexamethasone / neomycin Ophthalmic Solution [Neo-Dexair],0,0,other,1518254,1,S,,[363848],RxNorm,Branded Drug Form
36213943,other,dexamethasone,dexamethasone / neomycin Otic Product,0,0,other,1518254,1,C,,[1154248],RxNorm,Clinical Dose Group
40027174,other,dexamethasone,dexamethasone / neomycin Otic Solution,0,0,other,1518254,1,S,,[373027],RxNorm,Clinical Drug Form
40027175,other,dexamethasone,dexamethasone / neomycin Topical Cream,0,0,other,1518254,1,S,,[377671],RxNorm,Clinical Drug Form
40027447,other,dexamethasone,dexamethasone / neomycin Topical Cream [Neo-Decadron],0,0,other,1518254,1,S,,[362345],RxNorm,Branded Drug Form
40027448,other,dexamethasone,dexamethasone / neomycin Topical Ointment,0,0,other,1518254,1,S,,[378593],RxNorm,Clinical Drug Form
36213944,other,dexamethasone,dexamethasone / neomycin Topical Product,0,0,other,1518254,1,C,,[1154249],RxNorm,Clinical Dose Group
40027449,other,dexamethasone,dexamethasone / neomycin Topical Spray,0,0,other,1518254,1,S,,[446661],RxNorm,Clinical Drug Form
36027546,unclassified,dexamethasone,Dexamethasone / Oxytetracycline,0,0,,1518254,1,S,,[1007423],RxNorm,Multiple Ingredients
40027450,other,dexamethasone,dexamethasone / oxytetracycline Topical Ointment,0,0,other,1518254,1,S,,[447038],RxNorm,Clinical Drug Form
36213945,other,dexamethasone,dexamethasone / oxytetracycline Topical Product,0,0,other,1518254,1,C,,[1154250],RxNorm,Clinical Dose Group
36028991,unclassified,dexamethasone,Dexamethasone / Phenylephrine,0,0,,1518254,1,S,,[1008930],RxNorm,Multiple Ingredients
36213946,other,dexamethasone,dexamethasone / phenylephrine Ophthalmic Product,0,0,other,1518254,1,C,,[1154251],RxNorm,Clinical Dose Group
40027451,other,dexamethasone,dexamethasone / phenylephrine Ophthalmic Solution,0,0,other,1518254,1,S,,[373387],RxNorm,Clinical Drug Form
36029197,unclassified,dexamethasone,Dexamethasone / sodium phosphate,0,0,,1518254,1,S,,[1009150],RxNorm,Multiple Ingredients
36215048,systemic,dexamethasone,dexamethasone / sodium phosphate Injectable Product,0,0,systemic,1518254,1,C,,[1154526],RxNorm,Clinical Dose Group
40027461,systemic,dexamethasone,dexamethasone / sodium phosphate Injectable Suspension,0,0,systemic,1518254,1,S,,[371720],RxNorm,Clinical Drug Form
36030990,unclassified,dexamethasone,Dexamethasone / Terfenadine,0,0,,1518254,1,S,,[818139],RxNorm,Multiple Ingredients
40027452,systemic,dexamethasone,dexamethasone / terfenadine Extended Release Oral Tablet,0,0,systemic,1518254,1,S,,[371737],RxNorm,Clinical Drug Form
36213947,systemic,dexamethasone,dexamethasone / terfenadine Oral Liquid Product,0,0,systemic,1518254,1,C,,[1154252],RxNorm,Clinical Dose Group
36213948,systemic,dexamethasone,dexamethasone / terfenadine Oral Product,0,0,systemic,1518254,1,C,,[1154253],RxNorm,Clinical Dose Group
40027453,systemic,dexamethasone,dexamethasone / terfenadine Oral Suspension,0,0,systemic,1518254,1,S,,[452195],RxNorm,Clinical Drug Form
40027454,systemic,dexamethasone,dexamethasone / terfenadine Oral Tablet,0,0,systemic,1518254,1,S,,[371736],RxNorm,Clinical Drug Form
36213949,systemic,dexamethasone,dexamethasone / terfenadine Pill,0,0,systemic,1518254,1,C,,[1154254],RxNorm,Clinical Dose Group
36030842,unclassified,dexamethasone,Dexamethasone / Theophylline,0,0,,1518254,1,S,,[813683],RxNorm,Multiple Ingredients
40027455,systemic,dexamethasone,dexamethasone / theophylline Extended Release Oral Tablet,0,0,systemic,1518254,1,S,,[452064],RxNorm,Clinical Drug Form
36213950,systemic,dexamethasone,dexamethasone / theophylline Oral Product,0,0,systemic,1518254,1,C,,[1154255],RxNorm,Clinical Dose Group
36213951,systemic,dexamethasone,dexamethasone / theophylline Pill,0,0,systemic,1518254,1,C,,[1154256],RxNorm,Clinical Dose Group
36031113,unclassified,dexamethasone,Dexamethasone / Tobramycin,0,0,,1518254,1,S,,[883815],RxNorm,Multiple Ingredients
40027456,other,dexamethasone,dexamethasone / tobramycin Ophthalmic Ointment,0,0,other,1518254,1,S,,[374438],RxNorm,Clinical Drug Form
40027457,other,dexamethasone,dexamethasone / tobramycin Ophthalmic Ointment [Tobradex],0,0,other,1518254,1,S,,[94335],RxNorm,Branded Drug Form
36215046,other,dexamethasone,dexamethasone / tobramycin Ophthalmic Product,0,0,other,1518254,1,C,,[1154524],RxNorm,Clinical Dose Group
40027458,other,dexamethasone,dexamethasone / tobramycin Ophthalmic Suspension,0,0,other,1518254,1,S,,[378984],RxNorm,Clinical Drug Form
40027459,other,dexamethasone,dexamethasone / tobramycin Ophthalmic Suspension [Tobradex],0,0,other,1518254,1,S,,[94334],RxNorm,Branded Drug Form
36030363,unclassified,dexamethasone,Dexamethasone / tramazoline,0,0,,1518254,1,S,,[687304],RxNorm,Multiple Ingredients
36215049,inhaled,dexamethasone,dexamethasone / tramazoline Inhalant Product,0,0,inhaled,1518254,1,C,,[1154527],RxNorm,Clinical Dose Group
36215050,nasal,dexamethasone,dexamethasone / tramazoline Nasal Product,0,0,nasal,1518254,1,C,,[1154528],RxNorm,Clinical Dose Group
40027462,nasal,dexamethasone,dexamethasone / tramazoline Nasal Spray,0,0,nasal,1518254,1,S,,[393542],RxNorm,Clinical Drug Form
40522712,unclassified,dexamethasone,Dexamethasone [endocrine use],0,0,,1518254,1,S,U,[325354000],SNOMED,Pharma/Biol Product
19127835,unclassified,dexamethasone,dexamethasone 0.0001 MG/MG,0,0,,1518254,1,S,,[748083],RxNorm,Clinical Drug Comp
19127837,other,dexamethasone,dexamethasone 0.0001 MG/MG / tobramycin 0.0003 MG/MG Ophthalmic Ointment,0,0,other,1518254,1,S,,[748085],RxNorm,Clinical Drug
19109391,unclassified,dexamethasone,dexamethasone 0.0002 MG/MG,0,0,,1518254,1,S,,[438701],RxNorm,Clinical Drug Comp
1518746,unclassified,dexamethasone,dexamethasone 0.00025 MG/MG,0,0,,1518254,1,S,,[438141],RxNorm,Clinical Drug Comp
19111173,unclassified,dexamethasone,dexamethasone 0.00029 MG/MG,0,0,,1518254,1,S,,[447036],RxNorm,Clinical Drug Comp
19105233,other,dexamethasone,dexamethasone 0.00029 MG/MG / oxytetracycline 0.00576 MG/MG Topical Ointment,0,0,other,1518254,1,S,,[418861],RxNorm,Clinical Drug
1518643,unclassified,dexamethasone,dexamethasone 0.0005 MG/MG,0,0,,1518254,1,S,,[328266],RxNorm,Clinical Drug Comp
19118716,unclassified,dexamethasone,dexamethasone 0.0005 MG/MG / neomycin 0.0035 MG/MG [Neo-Decadron],0,0,,1518254,1,S,,[569340],RxNorm,Branded Drug Comp
19019278,other,dexamethasone,dexamethasone 0.0005 MG/MG / neomycin 0.0035 MG/MG Ophthalmic Ointment,0,0,other,1518254,1,S,,[198021],RxNorm,Clinical Drug
19039283,other,dexamethasone,dexamethasone 0.0005 MG/MG / neomycin 0.0035 MG/MG Ophthalmic Ointment [Neo-Decadron],0,0,other,1518254,1,S,,[208677],RxNorm,Branded Drug
916179,other,dexamethasone,dexamethasone 0.0005 MG/MG / neomycin 0.005 MG/MG Ophthalmic Ointment,0,0,other,1518254,1,S,,[244268],RxNorm,Clinical Drug
1518691,unclassified,dexamethasone,dexamethasone 0.001 MG/MG,0,0,,1518254,1,S,,[339981],RxNorm,Clinical Drug Comp
19052279,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [AK-Trol],0,0,,1518254,1,S,,[575412],RxNorm,Branded Drug Comp
19061578,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Dexacidin],0,0,,1518254,1,S,,[569269],RxNorm,Branded Drug Comp
19118697,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Dexacine],0,0,,1518254,1,S,,[569270],RxNorm,Branded Drug Comp
19061654,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Dexasporin],0,0,,1518254,1,S,,[569271],RxNorm,Branded Drug Comp
19015801,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Maxitrol],0,0,,1518254,1,S,,[569272],RxNorm,Branded Drug Comp
19035282,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Ocu-Trol],0,0,,1518254,1,S,,[575413],RxNorm,Branded Drug Comp
19077782,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Poly-Dex],0,0,,1518254,1,S,,[569273],RxNorm,Branded Drug Comp
19076110,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,121294,44347,other,1518254,1,S,,[309679],RxNorm,Clinical Drug
916468,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [AK-Trol],0,0,other,1518254,1,S,,[351492],RxNorm,Branded Drug
19038947,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Dexacidin],9933,4390,other,1518254,1,S,,[208598],RxNorm,Branded Drug
19038948,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Dexacine],20,20,other,1518254,1,S,,[208599],RxNorm,Branded Drug
19038949,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Dexasporin],0,0,other,1518254,1,S,,[208600],RxNorm,Branded Drug
19038950,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol],3553,2076,other,1518254,1,S,,[208601],RxNorm,Branded Drug
916469,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Ocu-Trol],9398,3876,other,1518254,1,S,,[351493],RxNorm,Branded Drug
19038981,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Poly-Dex],2106,868,other,1518254,1,S,,[208602],RxNorm,Branded Drug
19096433,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG Topical Ointment,0,0,other,1518254,1,S,,[348336],RxNorm,Clinical Drug
948694,other,dexamethasone,dexamethasone 0.001 MG/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,7847,1776,other,1518254,1,S,,[313947],RxNorm,Clinical Drug
19118736,other,dexamethasone,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG [Tobradex],0,0,,1518254,1,S,,[569470],RxNorm,Branded Drug Comp
19076133,other,dexamethasone,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment,36853,14566,other,1518254,1,S,,[309682],RxNorm,Clinical Drug
19039745,other,dexamethasone,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobradex],49414,14850,other,1518254,1,S,,[208821],RxNorm,Branded Drug
1518526,other,dexamethasone,dexamethasone 0.001 MG/MG Ophthalmic Ointment,0,0,other,1518254,1,S,,[247484],RxNorm,Clinical Drug
19076109,other,dexamethasone,dexamethasone 0.001 MG/MG Topical Gel,0,0,other,1518254,1,S,,[309678],RxNorm,Clinical Drug
19110973,unclassified,dexamethasone,dexamethasone 0.002 MG/MG,0,0,,1518254,1,S,,[446662],RxNorm,Clinical Drug Comp
19105273,other,dexamethasone,dexamethasone 0.002 MG/MG / neomycin 0.0035 MG/MG Topical Ointment,0,0,other,1518254,1,S,,[419048],RxNorm,Clinical Drug
1518690,unclassified,dexamethasone,dexamethasone 0.02 MG/ACTUAT,0,0,,1518254,1,S,,[335766],RxNorm,Clinical Drug Comp
1518527,nasal,dexamethasone,dexamethasone 0.02 MG/ACTUAT / tramazoline 0.12 MG/ACTUAT Nasal Spray,0,0,nasal,1518254,1,S,,[248175],RxNorm,Clinical Drug
40167743,unclassified,dexamethasone,dexamethasone 0.02 MG/ML,0,0,,1518254,1,S,,[881354],RxNorm,Clinical Drug Comp
40167744,systemic,dexamethasone,dexamethasone 0.02 MG/ML Injectable Solution,0,0,systemic,1518254,1,S,,[881355],RxNorm,Clinical Drug
1518686,unclassified,dexamethasone,dexamethasone 0.05 MG/ML,0,0,,1518254,1,S,,[333672],RxNorm,Clinical Drug Comp
19064244,other,dexamethasone,dexamethasone 0.05 MG/ML Ophthalmic Suspension,0,0,other,1518254,1,S,,[251058],RxNorm,Clinical Drug
19112198,unclassified,dexamethasone,dexamethasone 0.06 MG/ML,0,0,,1518254,1,S,,[452194],RxNorm,Clinical Drug Comp
19112080,systemic,dexamethasone,dexamethasone 0.06 MG/ML / terfenadine 6 MG/ML Oral Suspension,0,0,systemic,1518254,1,S,,[451974],RxNorm,Clinical Drug
1518647,unclassified,dexamethasone,dexamethasone 0.084 MG/ACTUAT,0,0,,1518254,1,S,,[329679],RxNorm,Clinical Drug Comp
19076148,inhaled,dexamethasone,dexamethasone 0.084 MG/ACTUAT Metered Dose Inhaler,0,0,inhaled,1518254,1,S,,[309699],RxNorm,Clinical Drug
19076149,inhaled,dexamethasone,dexamethasone 0.084 MG/ACTUAT Nasal Inhalant,0,0,inhaled,1518254,1,S,,[309700],RxNorm,Clinical Drug
19058719,nasal,dexamethasone,dexamethasone 0.084 MG/ACTUAT Nasal Spray,0,0,nasal,1518254,1,S,,[242990],RxNorm,Clinical Drug
1518645,unclassified,dexamethasone,dexamethasone 0.1 MG/ACTUAT,0,0,,1518254,1,S,,[328765],RxNorm,Clinical Drug Comp
19118711,unclassified,dexamethasone,dexamethasone 0.1 MG/ACTUAT [Dexacort Phosphate in Respihaler],0,0,,1518254,1,S,,[569312],RxNorm,Branded Drug Comp
19061580,unclassified,dexamethasone,dexamethasone 0.1 MG/ACTUAT [Dexacort Phosphate in Turbinaire],0,0,,1518254,1,S,,[569314],RxNorm,Branded Drug Comp
19018907,inhaled,dexamethasone,dexamethasone 0.1 MG/ACTUAT Metered Dose Inhaler,0,0,inhaled,1518254,1,S,,[197585],RxNorm,Clinical Drug
19039156,inhaled,dexamethasone,dexamethasone 0.1 MG/ACTUAT Metered Dose Inhaler [Dexacort Phosphate in Respihaler],0,0,inhaled,1518254,1,S,,[208647],RxNorm,Branded Drug
19027628,inhaled,dexamethasone,dexamethasone 0.1 MG/ACTUAT Nasal Inhalant,0,0,inhaled,1518254,1,S,,[204512],RxNorm,Clinical Drug
19039158,inhaled,dexamethasone,dexamethasone 0.1 MG/ACTUAT Nasal Inhalant [Dexacort Phosphate in Turbinaire],0,0,inhaled,1518254,1,S,,[208649],RxNorm,Branded Drug
1518603,systemic,dexamethasone,dexamethasone 0.1 MG/ML,21,20,,1518254,1,S,,[315773],RxNorm,Clinical Drug Comp
19047826,unclassified,dexamethasone,dexamethasone 0.1 MG/ML [Aeroseb-Dex],0,0,,1518254,1,S,,[569236],RxNorm,Branded Drug Comp
40173367,unclassified,dexamethasone,dexamethasone 0.1 MG/ML [Baycadron],0,0,,1518254,1,S,,[901647],RxNorm,Branded Drug Comp
19088972,unclassified,dexamethasone,dexamethasone 0.1 MG/ML [Decadron],0,0,,1518254,1,S,,[566581],RxNorm,Branded Drug Comp
19047760,unclassified,dexamethasone,dexamethasone 0.1 MG/ML [Hexadrol],0,0,,1518254,1,S,,[566582],RxNorm,Branded Drug Comp
19076136,systemic,dexamethasone,dexamethasone 0.1 MG/ML Oral Solution,51254,9662,systemic,1518254,1,S,,[309686],RxNorm,Clinical Drug
40173366,systemic,dexamethasone,dexamethasone 0.1 MG/ML Oral Solution [Baycadron],5500,1061,systemic,1518254,1,S,,[901649],RxNorm,Branded Drug
1518851,systemic,dexamethasone,dexamethasone 0.1 MG/ML Oral Solution [Decadron],3295,552,systemic,1518254,1,S,,[755976],RxNorm,Branded Drug
1518872,systemic,dexamethasone,dexamethasone 0.1 MG/ML Oral Solution [Hexadrol],0,0,systemic,1518254,1,S,,[755977],RxNorm,Branded Drug
1518524,other,dexamethasone,dexamethasone 0.1 MG/ML Topical Spray,0,0,other,1518254,1,S,,[244488],RxNorm,Clinical Drug
19038902,other,dexamethasone,dexamethasone 0.1 MG/ML Topical Spray [Aeroseb-Dex],0,0,other,1518254,1,S,,[208559],RxNorm,Branded Drug
19083989,unclassified,dexamethasone,dexamethasone 0.12 MG/ML,0,0,,1518254,1,S,,[329677],RxNorm,Clinical Drug Comp
19076108,other,dexamethasone,dexamethasone 0.12 MG/ML Topical Spray,0,0,other,1518254,1,S,,[309677],RxNorm,Clinical Drug
19112486,unclassified,dexamethasone,dexamethasone 0.133 MG/ML,0,0,,1518254,1,S,,[452787],RxNorm,Clinical Drug Comp
19108508,systemic,dexamethasone,dexamethasone 0.133 MG/ML Injectable Solution,8415,2059,systemic,1518254,1,S,,[436510],RxNorm,Clinical Drug
19091242,unclassified,dexamethasone,dexamethasone 0.15 MG,0,0,,1518254,1,S,,[335018],RxNorm,Clinical Drug Comp
1178729,systemic,dexamethasone,dexamethasone 0.15 MG / indomethacin 20 MG Oral Tablet,0,0,systemic,1518254,1,S,,[251976],RxNorm,Clinical Drug
1518687,systemic,dexamethasone,dexamethasone 0.2 MG/ML,1171,176,,1518254,1,S,,[333673],RxNorm,Clinical Drug Comp
19120885,unclassified,dexamethasone,dexamethasone 0.2 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Ocu-Trol],0,0,,1518254,1,S,,[575411],RxNorm,Branded Drug Comp
19115248,other,dexamethasone,dexamethasone 0.2 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension,0,0,other,1518254,1,S,,[562770],RxNorm,Clinical Drug
19098217,other,dexamethasone,dexamethasone 0.2 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Ocu-Trol],0,0,other,1518254,1,S,,[351491],RxNorm,Branded Drug
1518491,systemic,dexamethasone,dexamethasone 0.2 MG/ML Oral Solution,0,0,systemic,1518254,1,S,,[242882],RxNorm,Clinical Drug
1518604,unclassified,dexamethasone,dexamethasone 0.25 MG,0,0,,1518254,1,S,,[315774],RxNorm,Clinical Drug Comp
19105407,other,dexamethasone,dexamethasone 0.25 MG / indomethacin 75 MG Rectal Suppository,0,0,other,1518254,1,S,,[420634],RxNorm,Clinical Drug
19088971,systemic,dexamethasone,dexamethasone 0.25 MG [Decadron],0,0,,1518254,1,S,,[566574],RxNorm,Branded Drug Comp
40233171,systemic,dexamethasone,dexamethasone 0.25 MG [Dexium],0,0,,1518254,1,S,,[1086699],RxNorm,Branded Drug Comp
1518257,systemic,dexamethasone,dexamethasone 0.25 MG Oral Tablet,975303,31024,systemic,1518254,1,S,,[197576],RxNorm,Clinical Drug
19029909,systemic,dexamethasone,dexamethasone 0.25 MG Oral Tablet [Decadron],0,0,systemic,1518254,1,S,,[205683],RxNorm,Branded Drug
40233170,systemic,dexamethasone,dexamethasone 0.25 MG Oral Tablet [Dexium],0,0,systemic,1518254,1,S,,[1086701],RxNorm,Branded Drug
1518689,unclassified,dexamethasone,dexamethasone 0.25 MG/ML,0,0,,1518254,1,S,,[335274],RxNorm,Clinical Drug Comp
916209,other,dexamethasone,dexamethasone 0.25 MG/ML / neomycin 5 MG/ML Otic Solution,0,0,other,1518254,1,S,,[249426],RxNorm,Clinical Drug
1518683,unclassified,dexamethasone,dexamethasone 0.3 MG/ML,0,0,,1518254,1,S,,[332983],RxNorm,Clinical Drug Comp
1518684,systemic,dexamethasone,dexamethasone 0.4 MG,0,0,,1518254,1,S,,[332984],RxNorm,Clinical Drug Comp
1356082,unclassified,dexamethasone,dexamethasone 0.4 MG [Dextenza],0,0,,1518254,1,S,,[2108017],RxNorm,Branded Drug Comp
1356080,systemic,dexamethasone,dexamethasone 0.4 MG Drug Implant,3691,2070,systemic,1518254,1,S,,[2108015],RxNorm,Clinical Drug
1356085,systemic,dexamethasone,dexamethasone 0.4 MG Drug Implant [Dextenza],1385,694,systemic,1518254,1,S,,[2108020],RxNorm,Branded Drug
19103651,systemic,dexamethasone,dexamethasone 0.4 MG Oral Capsule,0,0,systemic,1518254,1,S,,[411225],RxNorm,Clinical Drug
1518644,systemic,dexamethasone,dexamethasone 0.4 MG/ML,0,0,,1518254,1,S,,[328743],RxNorm,Clinical Drug Comp
19047824,other,dexamethasone,dexamethasone 0.4 MG/ML [Decaspray],0,0,other,1518254,1,S,,[569239],RxNorm,Branded Drug Comp
19010639,systemic,dexamethasone,dexamethasone 0.4 MG/ML Oral Solution,0,0,systemic,1518254,1,S,,[108882],RxNorm,Clinical Drug
19027626,other,dexamethasone,dexamethasone 0.4 MG/ML Topical Spray,0,0,other,1518254,1,S,,[204510],RxNorm,Clinical Drug
19038905,other,dexamethasone,dexamethasone 0.4 MG/ML Topical Spray [Decaspray],0,0,other,1518254,1,S,,[208562],RxNorm,Branded Drug
1518742,unclassified,dexamethasone,dexamethasone 0.443 MG/ML,0,0,,1518254,1,S,,[358548],RxNorm,Clinical Drug Comp
1518605,systemic,dexamethasone,dexamethasone 0.5 MG,0,0,,1518254,1,S,,[315775],RxNorm,Clinical Drug Comp
19103718,systemic,dexamethasone,dexamethasone 0.5 MG / indomethacin 25 MG Oral Capsule,0,0,systemic,1518254,1,S,,[411549],RxNorm,Clinical Drug
1150862,systemic,dexamethasone,dexamethasone 0.5 MG / terfenadine 60 MG Oral Tablet,0,0,systemic,1518254,1,S,,[249731],RxNorm,Clinical Drug
19116154,systemic,dexamethasone,dexamethasone 0.5 MG [Decadron],0,0,,1518254,1,S,,[564044],RxNorm,Branded Drug Comp
1518258,systemic,dexamethasone,dexamethasone 0.5 MG Oral Tablet,78181,18691,systemic,1518254,1,S,,[197577],RxNorm,Clinical Drug
19006962,systemic,dexamethasone,dexamethasone 0.5 MG Oral Tablet [Decadron],62239,9633,systemic,1518254,1,S,,[105392],RxNorm,Branded Drug
19109493,systemic,dexamethasone,dexamethasone 0.5 MG/ML,0,0,,1518254,1,S,,[438889],RxNorm,Clinical Drug Comp
40225766,unclassified,dexamethasone,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML [Tobradex],0,0,,1518254,1,S,,[1011079],RxNorm,Branded Drug Comp
19135508,other,dexamethasone,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension,1998,827,other,1518254,1,S,,[849115],RxNorm,Clinical Drug
40225765,other,dexamethasone,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],972,635,other,1518254,1,S,,[1011080],RxNorm,Branded Drug
19123249,other,dexamethasone,dexamethasone 0.5 MG/ML Ophthalmic Solution,0,0,other,1518254,1,S,,[608583],RxNorm,Clinical Drug
19105671,systemic,dexamethasone,dexamethasone 0.5 MG/ML Oral Solution,0,0,systemic,1518254,1,S,,[422009],RxNorm,Clinical Drug
40160929,unclassified,dexamethasone,dexamethasone 0.7 MG,0,0,,1518254,1,S,,[854175],RxNorm,Clinical Drug Comp
40160932,unclassified,dexamethasone,dexamethasone 0.7 MG [Ozurdex],0,0,,1518254,1,S,,[854179],RxNorm,Branded Drug Comp
40160930,systemic,dexamethasone,dexamethasone 0.7 MG Drug Implant,6269,765,systemic,1518254,1,S,,[854177],RxNorm,Clinical Drug
40160931,systemic,dexamethasone,dexamethasone 0.7 MG Drug Implant [Ozurdex],3087,661,systemic,1518254,1,S,,[854181],RxNorm,Branded Drug
1518715,unclassified,dexamethasone,dexamethasone 0.75 MG,0,0,,1518254,1,S,,[345816],RxNorm,Clinical Drug Comp
19088976,systemic,dexamethasone,dexamethasone 0.75 MG [Decadron],0,0,,1518254,1,S,,[575233],RxNorm,Branded Drug Comp
19095136,systemic,dexamethasone,dexamethasone 0.75 MG Oral Tablet,7325,1949,systemic,1518254,1,S,,[343033],RxNorm,Clinical Drug
19095151,systemic,dexamethasone,dexamethasone 0.75 MG Oral Tablet [Decadron],1298,774,systemic,1518254,1,S,,[343040],RxNorm,Branded Drug
1518606,unclassified,dexamethasone,dexamethasone 1 MG,1101330,378928,,1518254,1,S,,[315776],RxNorm,Clinical Drug Comp
1150865,systemic,dexamethasone,dexamethasone 1 MG / terfenadine 120 MG Extended Release Oral Tablet,0,0,systemic,1518254,1,S,,[252621],RxNorm,Clinical Drug
19063770,systemic,dexamethasone,dexamethasone 1 MG / terfenadine 120 MG Oral Tablet,0,0,systemic,1518254,1,S,,[250828],RxNorm,Clinical Drug
19134690,systemic,dexamethasone,dexamethasone 1 MG / theophylline 300 MG Extended Release Oral Tablet,0,0,systemic,1518254,1,S,,[844882],RxNorm,Clinical Drug
1518259,systemic,dexamethasone,dexamethasone 1 MG Oral Tablet,123935,33048,systemic,1518254,1,S,,[197579],RxNorm,Clinical Drug
1518611,systemic,dexamethasone,dexamethasone 1 MG/ML,265,175,,1518254,1,S,,[317629],RxNorm,Clinical Drug Comp
19054651,other,dexamethasone,dexamethasone 1 MG/ML / hypromellose 5 MG/ML Ophthalmic Solution,0,0,other,1518254,1,S,,[227142],RxNorm,Clinical Drug
40225769,unclassified,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML [Tresaderm],0,0,,1518254,1,S,,[1009390],RxNorm,Branded Drug Comp
40225767,other,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution,0,0,other,1518254,1,S,,[1009388],RxNorm,Clinical Drug
40225768,other,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.2 MG/ML / thiabendazole 40 MG/ML Topical Solution [Tresaderm],0,0,other,1518254,1,S,,[1009392],RxNorm,Branded Drug
19052278,unclassified,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [AK-Trol],0,0,,1518254,1,S,,[569259],RxNorm,Branded Drug Comp
19118695,unclassified,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Dexacidin],0,0,,1518254,1,S,,[569260],RxNorm,Branded Drug Comp
19061653,unclassified,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Dexasporin],0,0,,1518254,1,S,,[569261],RxNorm,Branded Drug Comp
19122159,unclassified,dexamethasone,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Eyetrol],0,0,,1518254,1,S,,[597006],RxNorm,Branded Drug Comp
