Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary
44463289,50090226700,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44435504,42507081801,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44440886,42507081802,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44436925,41520000701,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44461604,50090288000,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44435511,41520000702,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
45277855,58118002801,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
42841410,50090287900,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
46365269,45865060201,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44421776,70786264001,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44424689,11917018529,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44422517,70518013700,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44437687,55910002802,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44425713,49035007001,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44438111,41250063401,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44444937,41250063402,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,11-digit NDC,Non-Standard,0,0,Drug,NDC
44437834,61786059501,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],11-digit NDC,Non-Standard,0,0,Drug,NDC
44416103,36800031501,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],11-digit NDC,Non-Standard,0,0,Drug,NDC
44436305,113003104,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],11-digit NDC,Non-Standard,0,0,Drug,NDC
44447779,42507000702,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],11-digit NDC,Non-Standard,0,0,Drug,NDC
44425905,42507000701,Fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasoflow],11-digit NDC,Non-Standard,0,0,Drug,NDC
42903015,1360128,Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
35606316,1742504,Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler [Clarispray],Branded Drug,Non-Standard,0,0,Drug,RxNorm
42902636,1359749,Fluticasone propionate 0.05 MG/ACTUAT Nasal Inhaler [Flonase],Branded Drug,Non-Standard,0,0,Drug,RxNorm
3152514,375639000,Fluticasone propionate 0.05% spray,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40554737,375639000,Fluticasone propionate 0.05% spray,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3169907,417260001,Fluticasone propionate 0.05% topical lotion,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3152550,375771004,Fluticasone propionate 0.050% spray,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40555217,375771004,Fluticasone propionate 0.050% spray,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
40171040,896299,Fluticasone propionate 0.25 MG/ML,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
40171041,896300,Fluticasone propionate 0.25 MG/ML Inhalant Solution,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
19054714,227190,Fluticasone propionate 0.25 MG/ML Inhalant Solution [Flixotide Nebule],Branded Drug,Non-Standard,0,0,Drug,RxNorm
40176017,977384,Fluticasone propionate 0.25 MG/ML [Flixotide Nebule],Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
40242733,1148656,Fluticasone propionate 0.5 MG/ACTUAT Inhalant Solution,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
44913667,25463033230,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
45117686,25463033215,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
44460610,50090212500,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
44466543,50090118700,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
44887327,63646010902,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
45091564,63646010901,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
45262337,63646010903,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
45305578,25463033260,Fluticasone propionate 0.5 MG/ML Topical Cream,11-digit NDC,Non-Standard,0,0,Drug,NDC
45282602,173043003,Fluticasone propionate 0.5 MG/ML Topical Cream [Cutivate],11-digit NDC,Non-Standard,0,0,Drug,NDC
45369035,462033215,Fluticasone propionate 0.5 MG/ML Topical Cream [Cutivate],11-digit NDC,Non-Standard,0,0,Drug,NDC
44951349,53873070800,Fluticasone propionate 0.5 MG/ML Topical Lotion [Cutivate],11-digit NDC,Non-Standard,0,0,Drug,NDC
45019366,53873070801,Fluticasone propionate 0.5 MG/ML Topical Lotion [Cutivate],11-digit NDC,Non-Standard,0,0,Drug,NDC
3172558,320610001,Fluticasone propionate 0.5mg/2mL nebulization unit,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40171050,896293,Fluticasone propionate 1 MG/ML,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
40171051,896294,Fluticasone propionate 1 MG/ML Inhalant Solution,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
19054715,227191,Fluticasone propionate 1 MG/ML Inhalant Solution [Flixotide Nebule],Branded Drug,Non-Standard,0,0,Drug,RxNorm
40176018,977387,Fluticasone propionate 1 MG/ML [Flixotide Nebule],Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
37205612,785091001,Fluticasone propionate 1 mg/mL solution for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626892,770308000,Fluticasone propionate 100 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626871,770287006,Fluticasone propionate 100 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
4156392,320587000,Fluticasone propionate 100microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36690737,3.60592E+16,Fluticasone propionate 100microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
45741138,93275020,Fluticasone propionate 100microgram inhalation powder blisters,Gemscript,Non-Standard,0,0,Drug,Gemscript
36816112,3.60592E+16,Fluticasone propionate 100microgram inhalation powder blisters,VMP,Non-Standard,0,0,Drug,dm+d
21244960,3.09921E+15,Fluticasone propionate 100microgram inhalation powder blisters 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101067,3.09921E+15,Fluticasone propionate 100microgram inhalation powder blisters 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
46101065,3.09941E+15,Fluticasone propionate 100microgram inhalation powder blisters 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21300924,3.09941E+15,Fluticasone propionate 100microgram inhalation powder blisters 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
36816113,3.60593E+16,Fluticasone propionate 100microgram inhalation powder blisters with device,VMP,Non-Standard,0,0,Drug,dm+d
45732095,93273020,Fluticasone propionate 100microgram inhalation powder blisters with device,Gemscript,Non-Standard,0,0,Drug,Gemscript
36690738,3.60593E+16,Fluticasone propionate 100microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
4156391,320581004,Fluticasone propionate 100microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
46101070,3.09821E+15,Fluticasone propionate 100microgram inhalation powder blisters with device 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21300925,3.09821E+15,Fluticasone propionate 100microgram inhalation powder blisters with device 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101069,3.09831E+15,Fluticasone propionate 100microgram inhalation powder blisters with device 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21189037,3.09831E+15,Fluticasone propionate 100microgram inhalation powder blisters with device 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
3147869,320603007,Fluticasone propionate 100micrograms breath-actuated dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3079153,320587000,Fluticasone propionate 100micrograms/blister disks refill,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3056481,320581004,Fluticasone propionate 100micrograms/blister disks+disk inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4153910,320277000,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
35326780,97250979,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
36686656,1.31624E+16,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21218454,320277000,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,VMP,Non-Standard,0,0,Drug,dm+d
37820642,85660020,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Gemscript,Non-Standard,0,0,Drug,Gemscript
21244942,3.18681E+15,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler 60 dose,VMPP,Non-Standard,0,0,Drug,dm+d
46100918,3.18681E+15,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler 60 dose,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
35326401,97099979,Fluticasone propionate 100micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
21274150,320603007,Fluticasone propionate 100micrograms/dose dry powder inhaler,VMP,Non-Standard,0,0,Drug,dm+d
37814862,75181020,Fluticasone propionate 100micrograms/dose dry powder inhaler,Gemscript,Non-Standard,0,0,Drug,Gemscript
37889133,97096979,Fluticasone propionate 100micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
36686660,1.31676E+16,Fluticasone propionate 100micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
4153015,320603007,Fluticasone propionate 100micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
42872209,97100979,Fluticasone propionate 100micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
21226397,3.18401E+15,Fluticasone propionate 100micrograms/dose dry powder inhaler 60 dose,VMPP,Non-Standard,0,0,Drug,dm+d
46100927,3.18401E+15,Fluticasone propionate 100micrograms/dose dry powder inhaler 60 dose,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
40556131,375955009,Fluticasone propionate 110mcg,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3152968,376934004,Fluticasone propionate 110mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552761,376934004,Fluticasone propionate 110mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3152627,375955009,Fluticasone propionate 110mcg powder for inhalation,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4131080,375607007,Fluticasone propionate 110mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3172924,375607007,Fluticasone propionate 110mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552760,376933005,Fluticasone propionate 110mcg/spray aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3152967,376933005,Fluticasone propionate 110mcg/spray aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
35626889,770305002,Fluticasone propionate 125 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626872,770288001,Fluticasone propionate 125 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
3152983,376971002,Fluticasone propionate 125mcg/spr inhalant,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552802,376971002,Fluticasone propionate 125mcg/spr inhalant,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3147872,320614005,Fluticasone propionate 125micrograms CFC-free inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3177543,320594002,Fluticasone propionate 125micrograms inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4153013,320594002,Fluticasone propionate 125micrograms inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3152969,376935003,Fluticasone propionate 220mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552762,376935003,Fluticasone propionate 220mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3175568,375608002,Fluticasone propionate 220mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4189769,375608002,Fluticasone propionate 220mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3152970,376936002,Fluticasone propionate 220mcg/spray aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552763,376936002,Fluticasone propionate 220mcg/spray aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
35626875,770291001,Fluticasone propionate 25 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626890,770306001,Fluticasone propionate 250 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626893,770309008,Fluticasone propionate 250 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626873,770289009,Fluticasone propionate 250 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626874,770290000,Fluticasone propionate 250 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
37205611,785090000,Fluticasone propionate 250 microgram/mL solution for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
3152984,376972009,Fluticasone propionate 250mcg/spr inhalant,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552803,376972009,Fluticasone propionate 250mcg/spr inhalant,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
4153012,320588005,Fluticasone propionate 250microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
45737578,93287020,Fluticasone propionate 250microgram inhalation powder blisters,Gemscript,Non-Standard,0,0,Drug,Gemscript
36690740,3.60595E+16,Fluticasone propionate 250microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36816114,3.60595E+16,Fluticasone propionate 250microgram inhalation powder blisters,VMP,Non-Standard,0,0,Drug,dm+d
21226414,3.10301E+15,Fluticasone propionate 250microgram inhalation powder blisters 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101051,3.10301E+15,Fluticasone propionate 250microgram inhalation powder blisters 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21244958,3.10311E+15,Fluticasone propionate 250microgram inhalation powder blisters 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101050,3.10311E+15,Fluticasone propionate 250microgram inhalation powder blisters 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
4154979,320582006,Fluticasone propionate 250microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
45739384,93285020,Fluticasone propionate 250microgram inhalation powder blisters with device,Gemscript,Non-Standard,0,0,Drug,Gemscript
36690739,3.60594E+16,Fluticasone propionate 250microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36816115,3.60594E+16,Fluticasone propionate 250microgram inhalation powder blisters with device,VMP,Non-Standard,0,0,Drug,dm+d
46101044,3.10521E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 20 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21189032,3.10521E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 20 blister,VMPP,Non-Standard,0,0,Drug,dm+d
21244957,3.10541E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101043,3.10541E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
46101042,3.10551E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21189031,3.10551E+15,Fluticasone propionate 250microgram inhalation powder blisters with device 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
3147873,320615006,Fluticasone propionate 250micrograms CFC-free inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3147870,320604001,Fluticasone propionate 250micrograms breath-actuated dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3181049,320595001,Fluticasone propionate 250micrograms inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4153926,320595001,Fluticasone propionate 250micrograms inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3057131,320588005,Fluticasone propionate 250micrograms/blister disks refill,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3074087,320582006,Fluticasone propionate 250micrograms/blister disks+disk inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4152882,320279002,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
35326426,97246979,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
21236951,320279002,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,VMP,Non-Standard,0,0,Drug,dm+d
37820643,85661020,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Gemscript,Non-Standard,0,0,Drug,Gemscript
36686657,1.31625E+16,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
37894157,97245979,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
46100917,3.18711E+15,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler 60 dose,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21189015,3.18711E+15,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler 60 dose,VMPP,Non-Standard,0,0,Drug,dm+d
35326295,97089979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
4153928,320604001,Fluticasone propionate 250micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
35326668,97092979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
36695283,3.65654E+16,Fluticasone propionate 250micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
37889122,97093979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
36816116,3.65654E+16,Fluticasone propionate 250micrograms/dose dry powder inhaler,VMP,Non-Standard,0,0,Drug,dm+d
37819989,79604020,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript,Non-Standard,0,0,Drug,Gemscript
35326272,97095979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
37889103,97088979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
36686661,1.31677E+16,Fluticasone propionate 250micrograms/dose dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
42872121,97091979,Fluticasone propionate 250micrograms/dose dry powder inhaler,Gemscript THIN,Non-Standard,0,0,Drug,Gemscript
21319434,3.18481E+15,Fluticasone propionate 250micrograms/dose dry powder inhaler 60 dose,VMPP,Non-Standard,0,0,Drug,dm+d
46100924,3.18481E+15,Fluticasone propionate 250micrograms/dose dry powder inhaler 60 dose,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3147867,320592003,Fluticasone propionate 25micrograms inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3171360,320611002,Fluticasone propionate 2mg/2mL nebulization unit,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3056697,331065001,Fluticasone propionate 400micrograms single-use nasal drops,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552759,376932000,Fluticasone propionate 44mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3152966,376932000,Fluticasone propionate 44mcg aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
4131728,375606003,Fluticasone propionate 44mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3182158,375606003,Fluticasone propionate 44mcg/actn aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
40552764,376937006,Fluticasone propionate 44mcg/inh aerosol,Pharma/Biol Product,Non-Standard,0,0,Observation,SNOMED
3152971,376937006,Fluticasone propionate 44mcg/inh aerosol,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
35626891,770307005,Fluticasone propionate 50 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35623945,766423004,Fluticasone propionate 50 microgram/actuation nasal spray,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626877,770293003,Fluticasone propionate 50 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626878,770294009,Fluticasone propionate 50 microgram/actuation pressurized suspension for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626894,770310003,Fluticasone propionate 500 microgram and salmeterol (as salmeterol xinafoate) 50 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
35626876,770292008,Fluticasone propionate 500 microgram/actuation powder for inhalation,Clinical Drug,Non-Standard,0,0,Drug,SNOMED
4219143,417260001,Fluticasone propionate 500 microgram/mL cutaneous lotion,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36690741,3.60596E+16,Fluticasone propionate 500microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
4153014,320600005,Fluticasone propionate 500microgram inhalation powder blisters,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36816117,3.60596E+16,Fluticasone propionate 500microgram inhalation powder blisters,VMP,Non-Standard,0,0,Drug,dm+d
45739385,93295020,Fluticasone propionate 500microgram inhalation powder blisters,Gemscript,Non-Standard,0,0,Drug,Gemscript
46101027,3.11011E+15,Fluticasone propionate 500microgram inhalation powder blisters 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21300920,3.11011E+15,Fluticasone propionate 500microgram inhalation powder blisters 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101026,3.11021E+15,Fluticasone propionate 500microgram inhalation powder blisters 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21282149,3.11021E+15,Fluticasone propionate 500microgram inhalation powder blisters 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
36690742,3.60597E+16,Fluticasone propionate 500microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
36816118,3.60597E+16,Fluticasone propionate 500microgram inhalation powder blisters with device,VMP,Non-Standard,0,0,Drug,dm+d
45733909,93293020,Fluticasone propionate 500microgram inhalation powder blisters with device,Gemscript,Non-Standard,0,0,Drug,Gemscript
4154980,320599007,Fluticasone propionate 500microgram inhalation powder blisters with device,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21244956,3.10801E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 20 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101035,3.10801E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 20 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21226412,3.10791E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 56 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101036,3.10791E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 56 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
21319446,3.10821E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 60 blister,VMPP,Non-Standard,0,0,Drug,dm+d
46101033,3.10821E+15,Fluticasone propionate 500microgram inhalation powder blisters with device 60 blister,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
3147871,320605000,Fluticasone propionate 500micrograms breath-actuated dry powder inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3064459,320600005,Fluticasone propionate 500micrograms/blister disks refill,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
3058833,320599007,Fluticasone propionate 500micrograms/blister disks+disk inhaler,Pharma/Biol Product,Non-Standard,0,0,Drug,Nebraska Lexicon
21292818,320280004,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler,VMP,Non-Standard,0,0,Drug,dm+d
