concept_id,dx_core_concept_ids,dx_concept_names,dx_core_count,concept_name,vocabulary_id,concept_class_id,standard_concept
37403021,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403020,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10574,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45592533,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45582826,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45544264,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572426,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum",ICD10CM,5-char nonbill code,NULL
10569,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level",ICD10CM,6-char nonbill code,NULL
45597296,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45587615,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45573134,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10570,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",ICD10CM,6-char nonbill code,NULL
45587616,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45549083,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45573135,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10567,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes",ICD10CM,6-char nonbill code,NULL
45606921,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45553853,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45539462,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10565,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less",ICD10CM,6-char nonbill code,NULL
45563410,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45597294,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45563411,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10566,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes",ICD10CM,6-char nonbill code,NULL
45549081,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45606920,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45568254,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10568,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours",ICD10CM,6-char nonbill code,NULL
45553854,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45549082,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45597295,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10571,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45597297,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10572,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45563413,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10573,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration",ICD10CM,6-char nonbill code,NULL
45573136,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45606923,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45549084,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403014,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37403015,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403017,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403016,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10564,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45539461,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45563409,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45568253,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572416,1572413,Intracranial injury,1,Diffuse traumatic brain injury,ICD10CM,4-char nonbill code,NULL
1572417,1572413,Intracranial injury,1,Diffuse traumatic brain injury,ICD10CM,5-char nonbill code,NULL
10489,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels,ICD10CM,6-char nonbill code,NULL
45587602,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, initial encounter",ICD10CM,7-char billing code,NULL
45573118,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, sequela",ICD10CM,7-char billing code,NULL
45539445,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, subsequent encounter",ICD10CM,7-char billing code,NULL
10490,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45587603,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45573119,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45553835,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10487,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45587601,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45602099,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45597278,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10485,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45568232,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45577893,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45602098,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10486,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45582811,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45568233,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45592517,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10488,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45544248,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45549067,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45539444,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10491,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45553836,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10492,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45563397,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10493,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45592518,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45592519,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45577895,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37402982,1572413,Intracranial injury,1,Diffuse traumatic brain injury with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37402983,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37402985,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37402984,1572413,Intracranial injury,1,"Diffuse traumatic brain injury with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10484,1572413,Intracranial injury,1,Diffuse traumatic brain injury without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45577892,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45549066,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45602097,1572413,Intracranial injury,1,"Diffuse traumatic brain injury without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
45539464,1572413,Intracranial injury,1,Epidural hemorrhage,ICD10CM,5-char nonbill code,NULL
1572428,1572413,Intracranial injury,1,Epidural hemorrhage,ICD10CM,4-char nonbill code,NULL
10589,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level,ICD10CM,6-char nonbill code,NULL
45549088,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45602117,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45597301,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10590,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45553858,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45602118,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45563420,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10587,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45544266,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45558593,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45582829,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10585,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45592536,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45539465,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45592537,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10586,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45602116,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45549087,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45587621,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10588,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45577906,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45558594,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45563419,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10591,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45577907,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10592,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45563421,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of any duration with death due to other causes prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10593,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45582830,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45606926,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45568257,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403022,1572413,Intracranial injury,1,Epidural hemorrhage with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37403023,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403025,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403024,1572413,Intracranial injury,1,"Epidural hemorrhage with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10584,1572413,Intracranial injury,1,Epidural hemorrhage without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45563418,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45592535,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45597300,1572413,Intracranial injury,1,"Epidural hemorrhage without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572418,1572413,Intracranial injury,1,Focal traumatic brain injury,ICD10CM,4-char nonbill code,NULL
1572434,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified",ICD10CM,5-char nonbill code,NULL
10629,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level",ICD10CM,6-char nonbill code,NULL
45544273,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45553868,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45606936,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10630,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",ICD10CM,6-char nonbill code,NULL
45587628,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45563427,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45573149,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10627,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes",ICD10CM,6-char nonbill code,NULL
45597309,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45553866,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45582838,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10625,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less",ICD10CM,6-char nonbill code,NULL
45592543,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45534568,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45539472,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10626,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes",ICD10CM,6-char nonbill code,NULL
45602126,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45573148,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45606935,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10628,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours",ICD10CM,6-char nonbill code,NULL
45577918,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45553867,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45582839,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10631,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45602127,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10632,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45549093,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10633,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration",ICD10CM,6-char nonbill code,NULL
45577919,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45544274,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45577920,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403038,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37403039,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403041,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403040,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10624,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45592542,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45606934,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45606933,1572413,Intracranial injury,1,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
